"df [mm],""ex1 [mm]"",""ex2 [mm]"",""Phi [deg]"",""XPF1 [mm]"",""XPF2 [mm]"",""YG [mm]"",""Freq [GHz]"",""max(dB(GainTotal)) []"""
-2,3.5,2.5,0,9,12,5,10.3,2.03771523284891
-2,3.5,2.5,0,9,12,5,10.4,2.03581285618555
-2,3.5,2.5,0,9,12,5,10.5,1.9907855929149
-2,3.5,2.5,0,9,12,5,10.6,1.98358211035081
2,3.5,2.5,0,9,12,5,0.6,-15.1885850024874
2,3.5,2.5,0,9,12,5,0.7,-13.1626152706952
2,3.5,2.5,0,9,12,5,0.8,-11.3999736299442
2,3.5,2.5,0,9,12,5,0.9,-9.83921618512102
2,3.5,2.5,0,9,12,5,1,-8.43965218546265
2,3.5,2.5,0,9,12,5,1.1,-7.17329227787317
2,3.5,2.5,0,9,12,5,1.2,-6.02064371197392
2,3.5,2.5,0,9,12,5,1.3,-4.96817707169957
2,3.5,2.5,0,9,12,5,1.4,-4.00680986319489
2,3.5,2.5,0,9,12,5,1.5,-3.13049777700562
2,3.5,2.5,0,9,12,5,1.6,-2.33545513283571
2,3.5,2.5,0,9,12,5,1.7,-1.61941951744256
2,3.5,2.5,0,9,12,5,1.8,-0.980988276453478
2,3.5,2.5,0,9,12,5,1.9,-0.418893330119396
2,3.5,2.5,0,9,12,5,2,0.0681957954772984
2,3.5,2.5,0,9,12,5,2.1,0.482485275019019
2,3.5,2.5,0,9,12,5,2.2,0.827284199848584
2,3.5,2.5,0,9,12,5,2.3,1.1071318300713
2,3.5,2.5,0,9,12,5,2.4,1.32785321903189
2,3.5,2.5,0,9,12,5,2.5,1.49648714947173
2,3.5,2.5,0,9,12,5,2.6,1.62371217172623
2,3.5,2.5,0,9,12,5,2.7,1.71608327875902
2,3.5,2.5,0,9,12,5,2.8,1.78062847801652
2,3.5,2.5,0,9,12,5,2.9,1.82547088369688
2,3.5,2.5,0,9,12,5,3,1.85647157284265
2,3.5,2.5,0,9,12,5,3.1,1.87961846067228
2,3.5,2.5,0,9,12,5,3.2,1.90001503758948
2,3.5,2.5,0,9,12,5,3.3,1.9220862650727
2,3.5,2.5,0,9,12,5,3.4,1.94784701186177
2,3.5,2.5,0,9,12,5,3.5,1.9789234165882
2,3.5,2.5,0,9,12,5,3.6,2.0159473836718
2,3.5,2.5,0,9,12,5,3.7,2.05868902797767
2,3.5,2.5,0,9,12,5,3.8,2.10621691998401
2,3.5,2.5,0,9,12,5,3.9,2.15707113934305
2,3.5,2.5,0,9,12,5,4,2.20943399940477
2,3.5,2.5,0,9,12,5,4.1,2.26168685780551
2,3.5,2.5,0,9,12,5,4.2,2.31302225037131
2,3.5,2.5,0,9,12,5,4.3,2.36022896048489
2,3.5,2.5,0,9,12,5,4.4,2.40243029791046
2,3.5,2.5,0,9,12,5,4.5,2.44041555192362
2,3.5,2.5,0,9,12,5,4.6,2.47214350788325
2,3.5,2.5,0,9,12,5,4.7,2.49454379373629
2,3.5,2.5,0,9,12,5,4.8,2.5020800409474
2,3.5,2.5,0,9,12,5,4.9,2.49263625564288
2,3.5,2.5,0,9,12,5,5,2.46426290396974
2,3.5,2.5,0,9,12,5,5.1,2.43230946828894
2,3.5,2.5,0,9,12,5,5.2,2.39989717761773
2,3.5,2.5,0,9,12,5,5.3,2.39019419756376
2,3.5,2.5,0,9,12,5,5.4,2.41105792138004
2,3.5,2.5,0,9,12,5,5.5,2.4467302636592
2,3.5,2.5,0,9,12,5,5.6,2.47805925974455
2,3.5,2.5,0,9,12,5,5.7,2.49596775034493
2,3.5,2.5,0,9,12,5,5.8,2.49909196505131
2,3.5,2.5,0,9,12,5,5.9,2.48872182776983
2,3.5,2.5,0,9,12,5,6,2.46619992023075
2,3.5,2.5,0,9,12,5,6.1,2.44105292931415
2,3.5,2.5,0,9,12,5,6.2,2.41920844269392
2,3.5,2.5,0,9,12,5,6.3,2.41109577225787
2,3.5,2.5,0,9,12,5,6.4,2.44657620023047
2,3.5,2.5,0,9,12,5,6.5,2.51244534346512
2,3.5,2.5,0,9,12,5,6.6,2.58815103859727
2,3.5,2.5,0,9,12,5,6.7,2.66994707007797
2,3.5,2.5,0,9,12,5,6.8,2.75235256150759
2,3.5,2.5,0,9,12,5,6.9,2.83271938863955
2,3.5,2.5,0,9,12,5,7,2.90834739946421
2,3.5,2.5,0,9,12,5,7.1,2.97647428813751
2,3.5,2.5,0,9,12,5,7.2,3.03420362204944
2,3.5,2.5,0,9,12,5,7.3,3.07839604446139
2,3.5,2.5,0,9,12,5,7.4,3.10556286125973
2,3.5,2.5,0,9,12,5,7.5,3.17429328324218
2,3.5,2.5,0,9,12,5,7.6,3.25611094646523
2,3.5,2.5,0,9,12,5,7.7,3.31035609071883
2,3.5,2.5,0,9,12,5,7.8,3.32147828644742
2,3.5,2.5,0,9,12,5,7.9,3.28570287219658
2,3.5,2.5,0,9,12,5,8,3.21446306196484
2,3.5,2.5,0,9,12,5,8.1,3.22063174627188
2,3.5,2.5,0,9,12,5,8.2,3.21274145626714
2,3.5,2.5,0,9,12,5,8.3,3.19692362345791
2,3.5,2.5,0,9,12,5,8.4,3.16744399724252
2,3.5,2.5,0,9,12,5,8.5,3.10843918002876
2,3.5,2.5,0,9,12,5,8.6,3.0201738911693
2,3.5,2.5,0,9,12,5,8.7,2.90351924630936
2,3.5,2.5,0,9,12,5,8.8,2.75984901934269
2,3.5,2.5,0,9,12,5,8.9,2.59100886823307
2,3.5,2.5,0,9,12,5,9,2.39932677974651
2,3.5,2.5,0,9,12,5,9.1,2.18757761932365
2,3.5,2.5,0,9,12,5,9.2,2.00949150579699
2,3.5,2.5,0,9,12,5,9.3,1.83808317521105
2,3.5,2.5,0,9,12,5,9.4,1.75574780919501
2,3.5,2.5,0,9,12,5,9.5,1.68414624607969
2,3.5,2.5,0,9,12,5,9.6,1.61977323908849
2,3.5,2.5,0,9,12,5,9.7,1.55778146106418
2,3.5,2.5,0,9,12,5,9.8,1.49997043249903
2,3.5,2.5,0,9,12,5,9.9,1.50809197925358
2,3.5,2.5,0,9,12,5,10,1.51455625627619
2,3.5,2.5,0,9,12,5,10.1,1.51478653062425
2,3.5,2.5,0,9,12,5,10.2,1.50488842817104
2,3.5,2.5,0,9,12,5,10.3,1.4814983292531
2,3.5,2.5,0,9,12,5,10.4,1.44158270544095
2,3.5,2.5,0,9,12,5,10.5,1.38243277268849
2,3.5,2.5,0,9,12,5,10.6,1.30193381804736
-2,3.5,2.5,0,11,8,5,0.6,-15.0914049283443
-2,3.5,2.5,0,11,8,5,0.7,-13.0265903274426
-2,3.5,2.5,0,11,8,5,0.8,-11.2209428410239
-2,3.5,2.5,0,11,8,5,0.9,-9.6137286947853
-2,3.5,2.5,0,11,8,5,1,-8.16501789390986
-2,3.5,2.5,0,11,8,5,1.1,-6.84804278268412
-2,3.5,2.5,0,11,8,5,1.2,-5.64491742185618
-2,3.5,2.5,0,11,8,5,1.3,-4.54400097313267
-2,3.5,2.5,0,11,8,5,1.4,-3.53830145108831
-2,3.5,2.5,0,11,8,5,1.5,-2.62073678200398
-2,3.5,2.5,0,11,8,5,1.6,-1.78773929984436
-2,3.5,2.5,0,11,8,5,1.7,-1.04381071057026
-2,3.5,2.5,0,11,8,5,1.8,-0.389949872885239
-2,3.5,2.5,0,11,8,5,1.9,0.174087394496228
-2,3.5,2.5,0,11,8,5,2,0.649738579862256
-2,3.5,2.5,0,11,8,5,2.1,1.04048565294273
-2,3.5,2.5,0,11,8,5,2.2,1.35194450553821
-2,3.5,2.5,0,11,8,5,2.3,1.59172061723453
-2,3.5,2.5,0,11,8,5,2.4,1.76897667209803
-2,3.5,2.5,0,11,8,5,2.5,1.89383576467316
-2,3.5,2.5,0,11,8,5,2.6,1.97675040406323
-2,3.5,2.5,0,11,8,5,2.7,2.02793898957814
-2,3.5,2.5,0,11,8,5,2.8,2.05694053211529
-2,3.5,2.5,0,11,8,5,2.9,2.07229791179482
-2,3.5,2.5,0,11,8,5,3,2.08135115240014
-2,3.5,2.5,0,11,8,5,3.1,2.09011816997799
-2,3.5,2.5,0,11,8,5,3.2,2.10342765488067
-2,3.5,2.5,0,11,8,5,3.3,2.12527497925685
-2,3.5,2.5,0,11,8,5,3.4,2.15706385062018
-2,3.5,2.5,0,11,8,5,3.5,2.19952612761777
-2,3.5,2.5,0,11,8,5,3.6,2.25228362180836
-2,3.5,2.5,0,11,8,5,3.7,2.3140248798788
-2,3.5,2.5,0,11,8,5,3.8,2.38270554136087
-2,3.5,2.5,0,11,8,5,3.9,2.4557581558982
-2,3.5,2.5,0,11,8,5,4,2.53382511301594
-2,3.5,2.5,0,11,8,5,4.1,2.61117155294761
-2,3.5,2.5,0,11,8,5,4.2,2.68446084575044
-2,3.5,2.5,0,11,8,5,4.3,2.75412399048873
-2,3.5,2.5,0,11,8,5,4.4,2.81810495386802
-2,3.5,2.5,0,11,8,5,4.5,2.87487134418143
-2,3.5,2.5,0,11,8,5,4.6,2.92431399832328
-2,3.5,2.5,0,11,8,5,4.7,2.96820877555045
-2,3.5,2.5,0,11,8,5,4.8,3.00087090223111
-2,3.5,2.5,0,11,8,5,4.9,3.02845363032695
-2,3.5,2.5,0,11,8,5,5,3.04725517181196
-2,3.5,2.5,0,11,8,5,5.1,3.05424241075034
-2,3.5,2.5,0,11,8,5,5.2,3.06633985733388
-2,3.5,2.5,0,11,8,5,5.3,3.08228966246153
-2,3.5,2.5,0,11,8,5,5.4,3.09785134911144
-2,3.5,2.5,0,11,8,5,5.5,3.11160805267395
-2,3.5,2.5,0,11,8,5,5.6,3.12097962227798
-2,3.5,2.5,0,11,8,5,5.7,3.12391879743231
-2,3.5,2.5,0,11,8,5,5.8,3.11931421018501
-2,3.5,2.5,0,11,8,5,5.9,3.10658777141023
-2,3.5,2.5,0,11,8,5,6,3.08902302203739
-2,3.5,2.5,0,11,8,5,6.1,3.06624010216797
-2,3.5,2.5,0,11,8,5,6.2,3.03194097997949
-2,3.5,2.5,0,11,8,5,6.3,2.98457357581572
-2,3.5,2.5,0,11,8,5,6.4,2.92257898277108
-2,3.5,2.5,0,11,8,5,6.5,2.844580926136
-2,3.5,2.5,0,11,8,5,6.6,2.74954981729241
-2,3.5,2.5,0,11,8,5,6.7,2.63691533142875
-2,3.5,2.5,0,11,8,5,6.8,2.82634971371361
-2,3.5,2.5,0,11,8,5,6.9,3.02749801701248
-2,3.5,2.5,0,11,8,5,7,3.2193126224242
-2,3.5,2.5,0,11,8,5,7.1,3.39903660355377
-2,3.5,2.5,0,11,8,5,7.2,3.56472898796727
-2,3.5,2.5,0,11,8,5,7.3,3.71516575460818
-2,3.5,2.5,0,11,8,5,7.4,3.84970102312439
-2,3.5,2.5,0,11,8,5,7.5,3.96810788927728
-2,3.5,2.5,0,11,8,5,7.6,4.07042002940399
-2,3.5,2.5,0,11,8,5,7.7,4.15952192254236
-2,3.5,2.5,0,11,8,5,7.8,4.23293109782145
-2,3.5,2.5,0,11,8,5,7.9,4.28763332580008
-2,3.5,2.5,0,11,8,5,8,4.325255407545
-2,3.5,2.5,0,11,8,5,8.1,4.35268244819273
-2,3.5,2.5,0,11,8,5,8.2,4.36124204537576
-2,3.5,2.5,0,11,8,5,8.3,4.34952073955973
-2,3.5,2.5,0,11,8,5,8.4,4.31593471965878
-2,3.5,2.5,0,11,8,5,8.5,4.26501064074365
-2,3.5,2.5,0,11,8,5,8.6,4.1946235960609
-2,3.5,2.5,0,11,8,5,8.7,4.10090529044182
-2,3.5,2.5,0,11,8,5,8.8,3.98272505291567
-2,3.5,2.5,0,11,8,5,8.9,3.83963863175653
-2,3.5,2.5,0,11,8,5,9,3.67203385516581
-2,3.5,2.5,0,11,8,5,9.1,3.4811313461588
-2,3.5,2.5,0,11,8,5,9.2,3.26882102745483
-2,3.5,2.5,0,11,8,5,9.3,3.03734067507523
-2,3.5,2.5,0,11,8,5,9.4,2.78883144817929
-2,3.5,2.5,0,11,8,5,9.5,2.52484821051337
-2,3.5,2.5,0,11,8,5,9.6,2.24593990186249
-2,3.5,2.5,0,11,8,5,9.7,1.95143566294677
-2,3.5,2.5,0,11,8,5,9.8,1.63955061190972
-2,3.5,2.5,0,11,8,5,9.9,1.30783973688266
-2,3.5,2.5,0,11,8,5,10,0.953919481618837
-2,3.5,2.5,0,11,8,5,10.1,0.842511473754744
-2,3.5,2.5,0,11,8,5,10.2,0.865006296816715
-2,3.5,2.5,0,11,8,5,10.3,0.810480455284111
-2,3.5,2.5,0,11,8,5,10.4,0.66107502539471
-2,3.5,2.5,0,11,8,5,10.5,0.937859805954444
-2,3.5,2.5,0,11,8,5,10.6,1.22206427186409
2,3.5,2.5,0,11,8,5,0.6,-15.2699352252689
2,3.5,2.5,0,11,8,5,0.7,-13.2410693651451
2,3.5,2.5,0,11,8,5,0.8,-11.475878091492
2,3.5,2.5,0,11,8,5,0.9,-9.91290886807962
2,3.5,2.5,0,11,8,5,1,-8.51127466662707
2,3.5,2.5,0,11,8,5,1.1,-7.24295689680309
2,3.5,2.5,0,11,8,5,1.2,-6.0882705220986
2,3.5,2.5,0,11,8,5,1.3,-5.03385515701845
2,3.5,2.5,0,11,8,5,1.4,-4.07048871156593
2,3.5,2.5,0,11,8,5,1.5,-3.1918572021695
2,3.5,2.5,0,11,8,5,1.6,-2.39420815672837
2,3.5,2.5,0,11,8,5,1.7,-1.67530350413988
2,3.5,2.5,0,11,8,5,1.8,-1.03348248265576
2,3.5,2.5,0,11,8,5,1.9,-0.467813002257343
2,3.5,2.5,0,11,8,5,2,0.0231762972397887
2,3.5,2.5,0,11,8,5,2.1,0.441714735643286
2,3.5,2.5,0,11,8,5,2.2,0.791373827194495
2,3.5,2.5,0,11,8,5,2.3,1.07767928946682
2,3.5,2.5,0,11,8,5,2.4,1.30689825421839
2,3.5,2.5,0,11,8,5,2.5,1.48584447102902
2,3.5,2.5,0,11,8,5,2.6,1.62160480611944
2,3.5,2.5,0,11,8,5,2.7,1.72189885898814
2,3.5,2.5,0,11,8,5,2.8,1.79340145467864
2,3.5,2.5,0,11,8,5,2.9,1.8424142767687
2,3.5,2.5,0,11,8,5,3,1.87457037315062
2,3.5,2.5,0,11,8,5,3.1,1.9064638613842
2,3.5,2.5,0,11,8,5,3.2,1.93737442869377
2,3.5,2.5,0,11,8,5,3.3,1.97030795030033
2,3.5,2.5,0,11,8,5,3.4,2.00775356851634
2,3.5,2.5,0,11,8,5,3.5,2.05101250658687
2,3.5,2.5,0,11,8,5,3.6,2.10030954656822
2,3.5,2.5,0,11,8,5,3.7,2.1549544531237
2,3.5,2.5,0,11,8,5,3.8,2.21353579217761
2,3.5,2.5,0,11,8,5,3.9,2.27412813936534
2,3.5,2.5,0,11,8,5,4,2.33449384295341
2,3.5,2.5,0,11,8,5,4.1,2.39576854478024
2,3.5,2.5,0,11,8,5,4.2,2.45353363677082
2,3.5,2.5,0,11,8,5,4.3,2.50515726410367
2,3.5,2.5,0,11,8,5,4.4,2.55163962176731
2,3.5,2.5,0,11,8,5,4.5,2.59509466365386
2,3.5,2.5,0,11,8,5,4.6,2.63217383765996
2,3.5,2.5,0,11,8,5,4.7,2.66646737491762
2,3.5,2.5,0,11,8,5,4.8,2.69217341097685
2,3.5,2.5,0,11,8,5,4.9,2.71149176223159
2,3.5,2.5,0,11,8,5,5,2.71010694365962
2,3.5,2.5,0,11,8,5,5.1,2.69596027293076
2,3.5,2.5,0,11,8,5,5.2,2.66447399060947
2,3.5,2.5,0,11,8,5,5.3,2.62582470754491
2,3.5,2.5,0,11,8,5,5.4,2.60601052585409
2,3.5,2.5,0,11,8,5,5.5,2.62274012073792
2,3.5,2.5,0,11,8,5,5.6,2.67607720703944
2,3.5,2.5,0,11,8,5,5.7,2.74089917594873
2,3.5,2.5,0,11,8,5,5.8,2.80553727556098
2,3.5,2.5,0,11,8,5,5.9,2.86420667349714
2,3.5,2.5,0,11,8,5,6,2.91437716553436
2,3.5,2.5,0,11,8,5,6.1,2.95467288557755
2,3.5,2.5,0,11,8,5,6.2,3.00245604016379
2,3.5,2.5,0,11,8,5,6.3,3.05572782758628
2,3.5,2.5,0,11,8,5,6.4,3.07033101148125
2,3.5,2.5,0,11,8,5,6.5,3.04645503429999
2,3.5,2.5,0,11,8,5,6.6,2.98617208511055
2,3.5,2.5,0,11,8,5,6.7,2.93768421699201
2,3.5,2.5,0,11,8,5,6.8,2.89077376883092
2,3.5,2.5,0,11,8,5,6.9,2.89969726495657
2,3.5,2.5,0,11,8,5,7,2.99581652680873
2,3.5,2.5,0,11,8,5,7.1,3.16491772366349
2,3.5,2.5,0,11,8,5,7.2,3.33490132178722
2,3.5,2.5,0,11,8,5,7.3,3.48695595158397
2,3.5,2.5,0,11,8,5,7.4,3.61911724582942
2,3.5,2.5,0,11,8,5,7.5,3.72960766282773
2,3.5,2.5,0,11,8,5,7.6,3.81670750508581
2,3.5,2.5,0,11,8,5,7.7,3.87871030782027
2,3.5,2.5,0,11,8,5,7.8,3.91402100708951
2,3.5,2.5,0,11,8,5,7.9,3.96549418441084
2,3.5,2.5,0,11,8,5,8,3.9908745998171
2,3.5,2.5,0,11,8,5,8.1,3.98979214207617
2,3.5,2.5,0,11,8,5,8.2,3.9630889100203
2,3.5,2.5,0,11,8,5,8.3,3.95320951019916
2,3.5,2.5,0,11,8,5,8.4,3.92898323044899
2,3.5,2.5,0,11,8,5,8.5,3.885129819328
2,3.5,2.5,0,11,8,5,8.6,3.82457278299146
2,3.5,2.5,0,11,8,5,8.7,3.75047216630389
2,3.5,2.5,0,11,8,5,8.8,3.6659060163157
2,3.5,2.5,0,11,8,5,8.9,3.5733824688482
2,3.5,2.5,0,11,8,5,9,3.47425711811974
2,3.5,2.5,0,11,8,5,9.1,3.36826935389706
2,3.5,2.5,0,11,8,5,9.2,3.25342920493743
2,3.5,2.5,0,11,8,5,9.3,3.12632647518786
2,3.5,2.5,0,11,8,5,9.4,2.9827275191519
2,3.5,2.5,0,11,8,5,9.5,2.81820687459394
2,3.5,2.5,0,11,8,5,9.6,2.67589688100065
2,3.5,2.5,0,11,8,5,9.7,2.56837297649576
2,3.5,2.5,0,11,8,5,9.8,2.45126530789522
2,3.5,2.5,0,11,8,5,9.9,2.33110449165632
2,3.5,2.5,0,11,8,5,10,2.37304858093676
2,3.5,2.5,0,11,8,5,10.1,2.40959248997565
2,3.5,2.5,0,11,8,5,10.2,2.43255114578398
2,3.5,2.5,0,11,8,5,10.3,2.49008690201073
2,3.5,2.5,0,11,8,5,10.4,2.54658707398451
2,3.5,2.5,0,11,8,5,10.5,2.54283383255135
2,3.5,2.5,0,11,8,5,10.6,2.46302156346914
-2,3.5,2.5,0,11,12,5,0.6,-15.0669146273439
-2,3.5,2.5,0,11,12,5,0.7,-13.002513070373
-2,3.5,2.5,0,11,12,5,0.8,-11.1974615163014
-2,3.5,2.5,0,11,12,5,0.9,-9.59097431032336
-2,3.5,2.5,0,11,12,5,1,-8.14321864388276
-2,3.5,2.5,0,11,12,5,1.1,-6.82742414602322
-2,3.5,2.5,0,11,12,5,1.2,-5.62567726576475
-2,3.5,2.5,0,11,12,5,1.3,-4.52633813420133
-2,3.5,2.5,0,11,12,5,1.4,-3.52234784286952
-2,3.5,2.5,0,11,12,5,1.5,-2.60989938470134
-2,3.5,2.5,0,11,12,5,1.6,-1.78751011079211
-2,3.5,2.5,0,11,12,5,1.7,-1.05453335626495
-2,3.5,2.5,0,11,12,5,1.8,-0.407837276700791
-2,3.5,2.5,0,11,12,5,1.9,0.150047150989867
-2,3.5,2.5,0,11,12,5,2,0.620497370310626
-2,3.5,2.5,0,11,12,5,2.1,1.00723416739525
-2,3.5,2.5,0,11,12,5,2.2,1.31606059000484
-2,3.5,2.5,0,11,12,5,2.3,1.55462291884783
-2,3.5,2.5,0,11,12,5,2.4,1.73183766704378
-2,3.5,2.5,0,11,12,5,2.5,1.8576987112213
-2,3.5,2.5,0,11,12,5,2.6,1.94191983489589
-2,3.5,2.5,0,11,12,5,2.7,1.99493796307335
-2,3.5,2.5,0,11,12,5,2.8,2.02588022615389
-2,3.5,2.5,0,11,12,5,2.9,2.04308628239777
-2,3.5,2.5,0,11,12,5,3,2.05378287520027
-2,3.5,2.5,0,11,12,5,3.1,2.06388006258386
-2,3.5,2.5,0,11,12,5,3.2,2.07792313667403
-2,3.5,2.5,0,11,12,5,3.3,2.09910087396391
-2,3.5,2.5,0,11,12,5,3.4,2.12930348719801
-2,3.5,2.5,0,11,12,5,3.5,2.16922611124158
-2,3.5,2.5,0,11,12,5,3.6,2.21851352177636
-2,3.5,2.5,0,11,12,5,3.7,2.27593601315875
-2,3.5,2.5,0,11,12,5,3.8,2.33958488639234
-2,3.5,2.5,0,11,12,5,3.9,2.40707188085421
-2,3.5,2.5,0,11,12,5,4,2.47571792637743
-2,3.5,2.5,0,11,12,5,4.1,2.54318430766169
-2,3.5,2.5,0,11,12,5,4.2,2.61072481339588
-2,3.5,2.5,0,11,12,5,4.3,2.67226444604414
-2,3.5,2.5,0,11,12,5,4.4,2.72653648677655
-2,3.5,2.5,0,11,12,5,4.5,2.77808204801623
-2,3.5,2.5,0,11,12,5,4.6,2.81807959263417
-2,3.5,2.5,0,11,12,5,4.7,2.85677428441168
-2,3.5,2.5,0,11,12,5,4.8,2.88159862484218
-2,3.5,2.5,0,11,12,5,4.9,2.90558118636989
-2,3.5,2.5,0,11,12,5,5,2.91624624230133
-2,3.5,2.5,0,11,12,5,5.1,2.92584670509067
-2,3.5,2.5,0,11,12,5,5.2,2.93206665989887
-2,3.5,2.5,0,11,12,5,5.3,2.93552724188884
-2,3.5,2.5,0,11,12,5,5.4,2.95019148286352
-2,3.5,2.5,0,11,12,5,5.5,2.96887894020861
-2,3.5,2.5,0,11,12,5,5.6,2.98471893332312
-2,3.5,2.5,0,11,12,5,5.7,2.9944718751938
-2,3.5,2.5,0,11,12,5,5.8,3.01292463632854
-2,3.5,2.5,0,11,12,5,5.9,3.02489899585777
-2,3.5,2.5,0,11,12,5,6,3.02802242447146
-2,3.5,2.5,0,11,12,5,6.1,3.02192395299119
-2,3.5,2.5,0,11,12,5,6.2,3.00634372479901
-2,3.5,2.5,0,11,12,5,6.3,2.98104722552039
-2,3.5,2.5,0,11,12,5,6.4,2.94579378330637
-2,3.5,2.5,0,11,12,5,6.5,3.01809077437808
-2,3.5,2.5,0,11,12,5,6.6,3.08802218527126
-2,3.5,2.5,0,11,12,5,6.7,3.14393263779436
-2,3.5,2.5,0,11,12,5,6.8,3.1810819490952
-2,3.5,2.5,0,11,12,5,6.9,3.19515753651917
-2,3.5,2.5,0,11,12,5,7,3.18228581903041
-2,3.5,2.5,0,11,12,5,7.1,3.213532995788
-2,3.5,2.5,0,11,12,5,7.2,3.40405810340514
-2,3.5,2.5,0,11,12,5,7.3,3.5812194343955
-2,3.5,2.5,0,11,12,5,7.4,3.74350097873839
-2,3.5,2.5,0,11,12,5,7.5,3.89233618558784
-2,3.5,2.5,0,11,12,5,7.6,4.02471861992488
-2,3.5,2.5,0,11,12,5,7.7,4.13764244954441
-2,3.5,2.5,0,11,12,5,7.8,4.22954078631745
-2,3.5,2.5,0,11,12,5,7.9,4.29910678687592
-2,3.5,2.5,0,11,12,5,8,4.35397981038601
-2,3.5,2.5,0,11,12,5,8.1,4.39076057149055
-2,3.5,2.5,0,11,12,5,8.2,4.40875249666169
-2,3.5,2.5,0,11,12,5,8.3,4.40796192520075
-2,3.5,2.5,0,11,12,5,8.4,4.38812592257383
-2,3.5,2.5,0,11,12,5,8.5,4.34855750476351
-2,3.5,2.5,0,11,12,5,8.6,4.28805991059068
-2,3.5,2.5,0,11,12,5,8.7,4.23743222856677
-2,3.5,2.5,0,11,12,5,8.8,4.17607441712471
-2,3.5,2.5,0,11,12,5,8.9,4.09514548879828
-2,3.5,2.5,0,11,12,5,9,3.99327062055809
-2,3.5,2.5,0,11,12,5,9.1,3.86930910482542
-2,3.5,2.5,0,11,12,5,9.2,3.7223033166193
-2,3.5,2.5,0,11,12,5,9.3,3.5513662921062
-2,3.5,2.5,0,11,12,5,9.4,3.37526249208584
-2,3.5,2.5,0,11,12,5,9.5,3.20655422822475
-2,3.5,2.5,0,11,12,5,9.6,3.01710808235266
-2,3.5,2.5,0,11,12,5,9.7,2.80612363575269
-2,3.5,2.5,0,11,12,5,9.8,2.57230137355903
-2,3.5,2.5,0,11,12,5,9.9,2.31352030669829
-2,3.5,2.5,0,11,12,5,10,2.02661336679708
-2,3.5,2.5,0,11,12,5,10.1,1.7073835610124
-2,3.5,2.5,0,11,12,5,10.2,1.87253194153232
-2,3.5,2.5,0,11,12,5,10.3,2.05047468031808
-2,3.5,2.5,0,11,12,5,10.4,2.21433635052362
-2,3.5,2.5,0,11,12,5,10.5,2.36104333360859
-2,3.5,2.5,0,11,12,5,10.6,2.48975916372832
2,3.5,2.5,0,11,12,5,0.6,-15.0962260277239
2,3.5,2.5,0,11,12,5,0.7,-13.072662477061
2,3.5,2.5,0,11,12,5,0.8,-11.3133039292012
2,3.5,2.5,0,11,12,5,0.9,-9.75683681533403
2,3.5,2.5,0,11,12,5,1,-8.36243412108956
2,3.5,2.5,0,11,12,5,1.1,-7.10214108800972
2,3.5,2.5,0,11,12,5,1.2,-5.95638032352755
2,3.5,2.5,0,11,12,5,1.3,-4.91168281280396
2,3.5,2.5,0,11,12,5,1.4,-3.95897620463955
2,3.5,2.5,0,11,12,5,1.5,-3.09147716620863
2,3.5,2.5,0,11,12,5,1.6,-2.30402409040429
2,3.5,2.5,0,11,12,5,1.7,-1.59539387977184
2,3.5,2.5,0,11,12,5,1.8,-0.963845868597118
2,3.5,2.5,0,11,12,5,1.9,-0.407731565642111
2,3.5,2.5,0,11,12,5,2,0.074683224547352
2,3.5,2.5,0,11,12,5,2.1,0.486189766008845
2,3.5,2.5,0,11,12,5,2.2,0.830149688485875
2,3.5,2.5,0,11,12,5,2.3,1.11150297809456
2,3.5,2.5,0,11,12,5,2.4,1.33584545383486
2,3.5,2.5,0,11,12,5,2.5,1.51037418007451
2,3.5,2.5,0,11,12,5,2.6,1.6423565269557
2,3.5,2.5,0,11,12,5,2.7,1.73984939352816
2,3.5,2.5,0,11,12,5,2.8,1.81084882403354
2,3.5,2.5,0,11,12,5,2.9,1.8629384025284
2,3.5,2.5,0,11,12,5,3,1.90298842525413
2,3.5,2.5,0,11,12,5,3.1,1.93691880966145
2,3.5,2.5,0,11,12,5,3.2,1.96953216523628
2,3.5,2.5,0,11,12,5,3.3,2.00441837267676
2,3.5,2.5,0,11,12,5,3.4,2.04393201103401
2,3.5,2.5,0,11,12,5,3.5,2.08923890155216
2,3.5,2.5,0,11,12,5,3.6,2.14042439182782
2,3.5,2.5,0,11,12,5,3.7,2.19665058977848
2,3.5,2.5,0,11,12,5,3.8,2.25634528618567
2,3.5,2.5,0,11,12,5,3.9,2.3187279234703
2,3.5,2.5,0,11,12,5,4,2.38114335181631
2,3.5,2.5,0,11,12,5,4.1,2.43973786912975
2,3.5,2.5,0,11,12,5,4.2,2.49169695259766
2,3.5,2.5,0,11,12,5,4.3,2.53427382740865
2,3.5,2.5,0,11,12,5,4.4,2.56484539980141
2,3.5,2.5,0,11,12,5,4.5,2.58091477290325
2,3.5,2.5,0,11,12,5,4.6,2.58086923077093
2,3.5,2.5,0,11,12,5,4.7,2.56298324514417
2,3.5,2.5,0,11,12,5,4.8,2.54038834118913
2,3.5,2.5,0,11,12,5,4.9,2.53829982266383
2,3.5,2.5,0,11,12,5,5,2.52434385210781
2,3.5,2.5,0,11,12,5,5.1,2.49492745797901
2,3.5,2.5,0,11,12,5,5.2,2.45738930659477
2,3.5,2.5,0,11,12,5,5.3,2.42477842182346
2,3.5,2.5,0,11,12,5,5.4,2.42528968079509
