"df [mm],""ex1 [mm]"",""ex2 [mm]"",""Phi [deg]"",""XPF1 [mm]"",""XPF2 [mm]"",""YG [mm]"",""Freq [GHz]"",""max(dB(GainTotal)) []"""
2,3.5,1.5,0,11,12,15,3.4,1.42235020700387
2,3.5,1.5,0,11,12,15,3.5,1.61039737732141
2,3.5,1.5,0,11,12,15,3.6,1.79462630618323
2,3.5,1.5,0,11,12,15,3.7,1.97537487759708
2,3.5,1.5,0,11,12,15,3.8,2.1522432406645
2,3.5,1.5,0,11,12,15,3.9,2.324239124856
2,3.5,1.5,0,11,12,15,4,2.48992676339606
2,3.5,1.5,0,11,12,15,4.1,2.64756562857494
2,3.5,1.5,0,11,12,15,4.2,2.79523045170728
2,3.5,1.5,0,11,12,15,4.3,2.93090057538892
2,3.5,1.5,0,11,12,15,4.4,3.05250521844945
2,3.5,1.5,0,11,12,15,4.5,3.15790015717941
2,3.5,1.5,0,11,12,15,4.6,3.24473244385177
2,3.5,1.5,0,11,12,15,4.7,3.31515326136377
2,3.5,1.5,0,11,12,15,4.8,3.36123899767471
2,3.5,1.5,0,11,12,15,4.9,3.37623250365165
2,3.5,1.5,0,11,12,15,5,3.3607355421227
2,3.5,1.5,0,11,12,15,5.1,3.30255600827414
2,3.5,1.5,0,11,12,15,5.2,3.23609610309594
2,3.5,1.5,0,11,12,15,5.3,3.24697731918835
2,3.5,1.5,0,11,12,15,5.4,3.36915340045278
2,3.5,1.5,0,11,12,15,5.5,3.50207532420898
2,3.5,1.5,0,11,12,15,5.6,3.60349747682155
2,3.5,1.5,0,11,12,15,5.7,3.68247664871455
2,3.5,1.5,0,11,12,15,5.8,3.75117141314077
2,3.5,1.5,0,11,12,15,5.9,3.81764427445246
2,3.5,1.5,0,11,12,15,6,3.88634991985802
2,3.5,1.5,0,11,12,15,6.1,3.95929671646851
2,3.5,1.5,0,11,12,15,6.2,4.03684972575263
2,3.5,1.5,0,11,12,15,6.3,4.11823170416197
2,3.5,1.5,0,11,12,15,6.4,4.20438021851706
2,3.5,1.5,0,11,12,15,6.5,4.29506639475066
2,3.5,1.5,0,11,12,15,6.6,4.38490333923424
2,3.5,1.5,0,11,12,15,6.7,4.47129007951336
2,3.5,1.5,0,11,12,15,6.8,4.55157456035106
2,3.5,1.5,0,11,12,15,6.9,4.62316013102321
2,3.5,1.5,0,11,12,15,7,4.68355822866497
2,3.5,1.5,0,11,12,15,7.1,4.73038944332427
2,3.5,1.5,0,11,12,15,7.2,4.7613388757265
2,3.5,1.5,0,11,12,15,7.3,4.77408522039721
2,3.5,1.5,0,11,12,15,7.4,4.76622188769408
2,3.5,1.5,0,11,12,15,7.5,4.73519645925803
2,3.5,1.5,0,11,12,15,7.6,4.67829326548033
2,3.5,1.5,0,11,12,15,7.7,4.59268487065137
2,3.5,1.5,0,11,12,15,7.8,4.47556782836004
2,3.5,1.5,0,11,12,15,7.9,4.32437570712612
2,3.5,1.5,0,11,12,15,8,4.13703560451199
2,3.5,1.5,0,11,12,15,8.1,3.91220911808442
2,3.5,1.5,0,11,12,15,8.2,3.64945401746375
2,3.5,1.5,0,11,12,15,8.3,3.3562267831206
2,3.5,1.5,0,11,12,15,8.4,3.04657109277358
2,3.5,1.5,0,11,12,15,8.5,2.7065684906302
2,3.5,1.5,0,11,12,15,8.6,2.44485661019525
2,3.5,1.5,0,11,12,15,8.7,2.25110626637413
2,3.5,1.5,0,11,12,15,8.8,2.36456959503879
2,3.5,1.5,0,11,12,15,8.9,2.50035019744542
2,3.5,1.5,0,11,12,15,9,2.60164270414163
2,3.5,1.5,0,11,12,15,9.1,2.6693710495835
2,3.5,1.5,0,11,12,15,9.2,2.70460265377491
2,3.5,1.5,0,11,12,15,9.3,2.71050846439928
2,3.5,1.5,0,11,12,15,9.4,2.79600560147254
2,3.5,1.5,0,11,12,15,9.5,2.86069352752246
2,3.5,1.5,0,11,12,15,9.6,2.90672727142067
2,3.5,1.5,0,11,12,15,9.7,2.9715920816181
2,3.5,1.5,0,11,12,15,9.8,3.07969050057427
2,3.5,1.5,0,11,12,15,9.9,3.17607062027288
2,3.5,1.5,0,11,12,15,10,3.31189422366113
2,3.5,1.5,0,11,12,15,10.1,3.5566358535113
2,3.5,1.5,0,11,12,15,10.2,3.74203023286065
2,3.5,1.5,0,11,12,15,10.3,3.86436770141789
2,3.5,1.5,0,11,12,15,10.4,3.92353941636636
2,3.5,1.5,0,11,12,15,10.5,3.92157041076375
2,3.5,1.5,0,11,12,15,10.6,3.86180067708027
-2,0.5,2.5,0,9,8,5,0.6,-14.242353823349
-2,0.5,2.5,0,9,8,5,0.7,-12.1649283297177
-2,0.5,2.5,0,9,8,5,0.8,-10.3457942358738
-2,0.5,2.5,0,9,8,5,0.9,-8.72556449432924
-2,0.5,2.5,0,9,8,5,1,-7.26538717548229
-2,0.5,2.5,0,9,8,5,1.1,-5.93878744943317
-2,0.5,2.5,0,9,8,5,1.2,-4.73039651534345
-2,0.5,2.5,0,9,8,5,1.3,-3.63040612168921
-2,0.5,2.5,0,9,8,5,1.4,-2.63423011033009
-2,0.5,2.5,0,9,8,5,1.5,-1.74067089739482
-2,0.5,2.5,0,9,8,5,1.6,-0.95030723860551
-2,0.5,2.5,0,9,8,5,1.7,-0.263644881258342
-2,0.5,2.5,0,9,8,5,1.8,0.319790489301662
-2,0.5,2.5,0,9,8,5,1.9,0.802483015575138
-2,0.5,2.5,0,9,8,5,2,1.18954174891252
-2,0.5,2.5,0,9,8,5,2.1,1.48864711110701
-2,0.5,2.5,0,9,8,5,2.2,1.70962755428435
-2,0.5,2.5,0,9,8,5,2.3,1.86373027193707
-2,0.5,2.5,0,9,8,5,2.4,1.96279607742839
-2,0.5,2.5,0,9,8,5,2.5,2.01851579280109
-2,0.5,2.5,0,9,8,5,2.6,2.04186862293131
-2,0.5,2.5,0,9,8,5,2.7,2.04276325475157
-2,0.5,2.5,0,9,8,5,2.8,2.02984954749582
-2,0.5,2.5,0,9,8,5,2.9,2.01044854806864
-2,0.5,2.5,0,9,8,5,3,1.99055159324067
-2,0.5,2.5,0,9,8,5,3.1,1.97485260839262
-2,0.5,2.5,0,9,8,5,3.2,1.96679664886501
-2,0.5,2.5,0,9,8,5,3.3,1.9686393363829
-2,0.5,2.5,0,9,8,5,3.4,1.98180354367763
-2,0.5,2.5,0,9,8,5,3.5,2.00750267103108
-2,0.5,2.5,0,9,8,5,3.6,2.04422259430237
-2,0.5,2.5,0,9,8,5,3.7,2.09055002377985
-2,0.5,2.5,0,9,8,5,3.8,2.14445835857382
-2,0.5,2.5,0,9,8,5,3.9,2.20704713740532
-2,0.5,2.5,0,9,8,5,4,2.27452784197827
-2,0.5,2.5,0,9,8,5,4.1,2.34485999957667
-2,0.5,2.5,0,9,8,5,4.2,2.41883608989051
-2,0.5,2.5,0,9,8,5,4.3,2.48844208824022
-2,0.5,2.5,0,9,8,5,4.4,2.55705510131565
-2,0.5,2.5,0,9,8,5,4.5,2.61685420245716
-2,0.5,2.5,0,9,8,5,4.6,2.66095776278375
-2,0.5,2.5,0,9,8,5,4.7,2.68398659248755
-2,0.5,2.5,0,9,8,5,4.8,2.68824590863752
-2,0.5,2.5,0,9,8,5,4.9,2.66722030008835
-2,0.5,2.5,0,9,8,5,5,2.62337574524738
-2,0.5,2.5,0,9,8,5,5.1,2.57273295991254
-2,0.5,2.5,0,9,8,5,5.2,2.538561994809
-2,0.5,2.5,0,9,8,5,5.3,2.53715109230878
-2,0.5,2.5,0,9,8,5,5.4,2.56712197065068
-2,0.5,2.5,0,9,8,5,5.5,2.61418566211799
-2,0.5,2.5,0,9,8,5,5.6,2.66256593604022
-2,0.5,2.5,0,9,8,5,5.7,2.70119674199676
-2,0.5,2.5,0,9,8,5,5.8,2.72400270714828
-2,0.5,2.5,0,9,8,5,5.9,2.72814522952354
-2,0.5,2.5,0,9,8,5,6,2.72504962524832
-2,0.5,2.5,0,9,8,5,6.1,2.70854766020873
-2,0.5,2.5,0,9,8,5,6.2,2.67388523701695
-2,0.5,2.5,0,9,8,5,6.3,2.7457264671047
-2,0.5,2.5,0,9,8,5,6.4,2.85115062260307
-2,0.5,2.5,0,9,8,5,6.5,2.91937524183245
-2,0.5,2.5,0,9,8,5,6.6,2.95146154823723
-2,0.5,2.5,0,9,8,5,6.7,2.95021975582813
-2,0.5,2.5,0,9,8,5,6.8,2.98879586161156
-2,0.5,2.5,0,9,8,5,6.9,3.04983670559698
-2,0.5,2.5,0,9,8,5,7,3.28271873553764
-2,0.5,2.5,0,9,8,5,7.1,3.51715897575634
-2,0.5,2.5,0,9,8,5,7.2,3.72728088204314
-2,0.5,2.5,0,9,8,5,7.3,3.90545561840943
-2,0.5,2.5,0,9,8,5,7.4,4.04848009339499
-2,0.5,2.5,0,9,8,5,7.5,4.18427175882321
-2,0.5,2.5,0,9,8,5,7.6,4.29010881157509
-2,0.5,2.5,0,9,8,5,7.7,4.3741980557959
-2,0.5,2.5,0,9,8,5,7.8,4.44516377672085
-2,0.5,2.5,0,9,8,5,7.9,4.49995090670181
-2,0.5,2.5,0,9,8,5,8,4.53789988266052
-2,0.5,2.5,0,9,8,5,8.1,4.53617871180532
-2,0.5,2.5,0,9,8,5,8.2,4.53092271858187
-2,0.5,2.5,0,9,8,5,8.3,4.4916821421095
-2,0.5,2.5,0,9,8,5,8.4,4.40949883382687
-2,0.5,2.5,0,9,8,5,8.5,4.28192285514626
-2,0.5,2.5,0,9,8,5,8.6,4.10677028794062
-2,0.5,2.5,0,9,8,5,8.7,3.9071252805072
-2,0.5,2.5,0,9,8,5,8.8,3.6817328132863
-2,0.5,2.5,0,9,8,5,8.9,3.41083704889628
-2,0.5,2.5,0,9,8,5,9,3.09425338246376
-2,0.5,2.5,0,9,8,5,9.1,2.73224604066476
-2,0.5,2.5,0,9,8,5,9.2,2.35725018255605
-2,0.5,2.5,0,9,8,5,9.3,1.99994906111202
-2,0.5,2.5,0,9,8,5,9.4,1.61373928757076
-2,0.5,2.5,0,9,8,5,9.5,1.35418635666095
-2,0.5,2.5,0,9,8,5,9.6,1.26714106891169
-2,0.5,2.5,0,9,8,5,9.7,1.1613176025274
-2,0.5,2.5,0,9,8,5,9.8,1.07671070827696
-2,0.5,2.5,0,9,8,5,9.9,1.3715219491956
-2,0.5,2.5,0,9,8,5,10,1.60303158856119
-2,0.5,2.5,0,9,8,5,10.1,1.77043329235134
-2,0.5,2.5,0,9,8,5,10.2,1.87348667457739
-2,0.5,2.5,0,9,8,5,10.3,1.91230462266418
-2,0.5,2.5,0,9,8,5,10.4,1.88768166913569
-2,0.5,2.5,0,9,8,5,10.5,1.8019103515242
-2,0.5,2.5,0,9,8,5,10.6,2.111038263815
2,0.5,2.5,0,9,8,5,0.6,-14.5711362399149
2,0.5,2.5,0,9,8,5,0.7,-12.5381529941675
2,0.5,2.5,0,9,8,5,0.8,-10.7681685619022
2,0.5,2.5,0,9,8,5,0.9,-9.20049372687144
2,0.5,2.5,0,9,8,5,1,-7.79510982111131
2,0.5,2.5,0,9,8,5,1.1,-6.52483781333285
2,0.5,2.5,0,9,8,5,1.2,-5.37139113931278
2,0.5,2.5,0,9,8,5,1.3,-4.32240921268351
2,0.5,2.5,0,9,8,5,1.4,-3.36976073667126
2,0.5,2.5,0,9,8,5,1.5,-2.50821733894969
2,0.5,2.5,0,9,8,5,1.6,-1.73497107558338
2,0.5,2.5,0,9,8,5,1.7,-1.04800143027124
2,0.5,2.5,0,9,8,5,1.8,-0.445956091113658
2,0.5,2.5,0,9,8,5,1.9,0.0728533410752833
2,0.5,2.5,0,9,8,5,2,0.511250409699101
2,0.5,2.5,0,9,8,5,2.1,0.872952793630475
2,0.5,2.5,0,9,8,5,2.2,1.1633129862176
2,0.5,2.5,0,9,8,5,2.3,1.38901989230146
2,0.5,2.5,0,9,8,5,2.4,1.55809493592376
2,0.5,2.5,0,9,8,5,2.5,1.679254374924
2,0.5,2.5,0,9,8,5,2.6,1.7617276789504
2,0.5,2.5,0,9,8,5,2.7,1.81371797273855
2,0.5,2.5,0,9,8,5,2.8,1.84293611543163
2,0.5,2.5,0,9,8,5,2.9,1.85552419301427
2,0.5,2.5,0,9,8,5,3,1.85765673229343
2,0.5,2.5,0,9,8,5,3.1,1.86363493310825
2,0.5,2.5,0,9,8,5,3.2,1.87126045002866
2,0.5,2.5,0,9,8,5,3.3,1.88389965253932
2,0.5,2.5,0,9,8,5,3.4,1.9019031965509
2,0.5,2.5,0,9,8,5,3.5,1.92554144286002
2,0.5,2.5,0,9,8,5,3.6,1.95414524634122
2,0.5,2.5,0,9,8,5,3.7,1.98629749256568
2,0.5,2.5,0,9,8,5,3.8,2.02003256475512
2,0.5,2.5,0,9,8,5,3.9,2.05302039338608
2,0.5,2.5,0,9,8,5,4,2.0836748680988
2,0.5,2.5,0,9,8,5,4.1,2.11326459400999
2,0.5,2.5,0,9,8,5,4.2,2.14311047278758
2,0.5,2.5,0,9,8,5,4.3,2.17900462098858
2,0.5,2.5,0,9,8,5,4.4,2.22125612647238
2,0.5,2.5,0,9,8,5,4.5,2.25966752700424
2,0.5,2.5,0,9,8,5,4.6,2.29634932490442
2,0.5,2.5,0,9,8,5,4.7,2.31454638269582
2,0.5,2.5,0,9,8,5,4.8,2.30296548179118
2,0.5,2.5,0,9,8,5,4.9,2.24766258044176
2,0.5,2.5,0,9,8,5,5,2.1391635333876
2,0.5,2.5,0,9,8,5,5.1,1.99160441714328
2,0.5,2.5,0,9,8,5,5.2,1.85255809363577
2,0.5,2.5,0,9,8,5,5.3,1.79616644173498
2,0.5,2.5,0,9,8,5,5.4,1.84920730774846
2,0.5,2.5,0,9,8,5,5.5,1.97467988548058
2,0.5,2.5,0,9,8,5,5.6,2.12296012476314
2,0.5,2.5,0,9,8,5,5.7,2.26376995653287
2,0.5,2.5,0,9,8,5,5.8,2.38514455329721
2,0.5,2.5,0,9,8,5,5.9,2.48433390083288
2,0.5,2.5,0,9,8,5,6,2.56201396063202
2,0.5,2.5,0,9,8,5,6.1,2.61983948252674
2,0.5,2.5,0,9,8,5,6.2,2.70277153309514
2,0.5,2.5,0,9,8,5,6.3,2.80755766965138
2,0.5,2.5,0,9,8,5,6.4,2.87052448261875
2,0.5,2.5,0,9,8,5,6.5,2.89246698819182
2,0.5,2.5,0,9,8,5,6.6,2.87786774354232
2,0.5,2.5,0,9,8,5,6.7,2.93196932402224
2,0.5,2.5,0,9,8,5,6.8,3.05163443953738
2,0.5,2.5,0,9,8,5,6.9,3.18038960326587
2,0.5,2.5,0,9,8,5,7,3.3093998106362
2,0.5,2.5,0,9,8,5,7.1,3.44160190589152
2,0.5,2.5,0,9,8,5,7.2,3.56188469003271
2,0.5,2.5,0,9,8,5,7.3,3.66782914709096
2,0.5,2.5,0,9,8,5,7.4,3.75736967194725
2,0.5,2.5,0,9,8,5,7.5,3.82898627974077
2,0.5,2.5,0,9,8,5,7.6,3.88182693691425
2,0.5,2.5,0,9,8,5,7.7,3.91573931503713
2,0.5,2.5,0,9,8,5,7.8,3.93119694276997
2,0.5,2.5,0,9,8,5,7.9,3.92909419171083
2,0.5,2.5,0,9,8,5,8,3.91038379393367
2,0.5,2.5,0,9,8,5,8.1,3.87555847492727
2,0.5,2.5,0,9,8,5,8.2,3.88393949730698
2,0.5,2.5,0,9,8,5,8.3,3.88164848987916
2,0.5,2.5,0,9,8,5,8.4,3.89942736535637
2,0.5,2.5,0,9,8,5,8.5,3.94561633819612
2,0.5,2.5,0,9,8,5,8.6,3.97155494735779
2,0.5,2.5,0,9,8,5,8.7,3.97369523828348
2,0.5,2.5,0,9,8,5,8.8,3.94882612854902
2,0.5,2.5,0,9,8,5,8.9,3.89504905439328
2,0.5,2.5,0,9,8,5,9,3.81262183239679
2,0.5,2.5,0,9,8,5,9.1,3.70440424966147
2,0.5,2.5,0,9,8,5,9.2,3.57573749493948
2,0.5,2.5,0,9,8,5,9.3,3.43374409200325
2,0.5,2.5,0,9,8,5,9.4,3.28619974101937
2,0.5,2.5,0,9,8,5,9.5,3.14026978994749
2,0.5,2.5,0,9,8,5,9.6,3.17093287698609
2,0.5,2.5,0,9,8,5,9.7,3.23058288772075
2,0.5,2.5,0,9,8,5,9.8,3.25069083477851
2,0.5,2.5,0,9,8,5,9.9,3.24405718810145
2,0.5,2.5,0,9,8,5,10,3.27104867126332
2,0.5,2.5,0,9,8,5,10.1,3.37225349667328
2,0.5,2.5,0,9,8,5,10.2,3.49554251463588
2,0.5,2.5,0,9,8,5,10.3,3.59456403737036
2,0.5,2.5,0,9,8,5,10.4,3.66545974857363
2,0.5,2.5,0,9,8,5,10.5,3.70615714216418
2,0.5,2.5,0,9,8,5,10.6,3.71864553396329
-2,0.5,2.5,0,9,12,5,0.6,-14.1237639197872
-2,0.5,2.5,0,9,12,5,0.7,-12.0459632485725
-2,0.5,2.5,0,9,12,5,0.8,-10.2262677468157
-2,0.5,2.5,0,9,12,5,0.9,-8.60539490187459
-2,0.5,2.5,0,9,12,5,1,-7.14427072096232
-2,0.5,2.5,0,9,12,5,1.1,-5.81889536132161
-2,0.5,2.5,0,9,12,5,1.2,-4.61360148151729
-2,0.5,2.5,0,9,12,5,1.3,-3.51912247883404
-2,0.5,2.5,0,9,12,5,1.4,-2.53107923169674
-2,0.5,2.5,0,9,12,5,1.5,-1.64785668276354
-2,0.5,2.5,0,9,12,5,1.6,-0.869107013068499
-2,0.5,2.5,0,9,12,5,1.7,-0.195043867488966
-2,0.5,2.5,0,9,12,5,1.8,0.375244459022918
-2,0.5,2.5,0,9,12,5,1.9,0.844804442970312
-2,0.5,2.5,0,9,12,5,2,1.21953485976279
-2,0.5,2.5,0,9,12,5,2.1,1.50719175028302
-2,0.5,2.5,0,9,12,5,2.2,1.7178186678196
-2,0.5,2.5,0,9,12,5,2.3,1.86275195444805
-2,0.5,2.5,0,9,12,5,2.4,1.95428079673287
-2,0.5,2.5,0,9,12,5,2.5,2.00349196484552
-2,0.5,2.5,0,9,12,5,2.6,2.02159004064483
-2,0.5,2.5,0,9,12,5,2.7,2.01841981989488
-2,0.5,2.5,0,9,12,5,2.8,2.00267668443486
-2,0.5,2.5,0,9,12,5,2.9,1.98168537395162
-2,0.5,2.5,0,9,12,5,3,1.96071369820102
-2,0.5,2.5,0,9,12,5,3.1,1.94583258452318
-2,0.5,2.5,0,9,12,5,3.2,1.93903521539544
-2,0.5,2.5,0,9,12,5,3.3,1.94248743594352
-2,0.5,2.5,0,9,12,5,3.4,1.9572667208956
-2,0.5,2.5,0,9,12,5,3.5,1.98345686208432
-2,0.5,2.5,0,9,12,5,3.6,2.02026438013026
-2,0.5,2.5,0,9,12,5,3.7,2.06615430755589
-2,0.5,2.5,0,9,12,5,3.8,2.11899741619389
-2,0.5,2.5,0,9,12,5,3.9,2.17961931244073
-2,0.5,2.5,0,9,12,5,4,2.24448776961449
-2,0.5,2.5,0,9,12,5,4.1,2.31274500672889
-2,0.5,2.5,0,9,12,5,4.2,2.38410847682819
-2,0.5,2.5,0,9,12,5,4.3,2.45143509067145
-2,0.5,2.5,0,9,12,5,4.4,2.51918605072004
-2,0.5,2.5,0,9,12,5,4.5,2.57814850386557
-2,0.5,2.5,0,9,12,5,4.6,2.6221569860602
-2,0.5,2.5,0,9,12,5,4.7,2.6459884527334
-2,0.5,2.5,0,9,12,5,4.8,2.64551753400391
-2,0.5,2.5,0,9,12,5,4.9,2.62120622425014
-2,0.5,2.5,0,9,12,5,5,2.58612343893634
-2,0.5,2.5,0,9,12,5,5.1,2.55589071335966
-2,0.5,2.5,0,9,12,5,5.2,2.54648781456897
-2,0.5,2.5,0,9,12,5,5.3,2.56035600915774
-2,0.5,2.5,0,9,12,5,5.4,2.58641739857206
-2,0.5,2.5,0,9,12,5,5.5,2.61080125987214
-2,0.5,2.5,0,9,12,5,5.6,2.62359419819072
-2,0.5,2.5,0,9,12,5,5.7,2.61943501812417
-2,0.5,2.5,0,9,12,5,5.8,2.59586863763831
-2,0.5,2.5,0,9,12,5,5.9,2.55186795451063
-2,0.5,2.5,0,9,12,5,6,2.48701243549892
-2,0.5,2.5,0,9,12,5,6.1,2.51379319257874
-2,0.5,2.5,0,9,12,5,6.2,2.62324679854373
-2,0.5,2.5,0,9,12,5,6.3,2.739971956459
-2,0.5,2.5,0,9,12,5,6.4,2.85706538403802
-2,0.5,2.5,0,9,12,5,6.5,2.97217443070796
-2,0.5,2.5,0,9,12,5,6.6,3.09035992603763
-2,0.5,2.5,0,9,12,5,6.7,3.21949625909581
-2,0.5,2.5,0,9,12,5,6.8,3.34408238105683
-2,0.5,2.5,0,9,12,5,6.9,3.50010184414253
-2,0.5,2.5,0,9,12,5,7,3.66717351419463
-2,0.5,2.5,0,9,12,5,7.1,3.85666447552857
-2,0.5,2.5,0,9,12,5,7.2,4.03930119706584
-2,0.5,2.5,0,9,12,5,7.3,4.21010078060839
-2,0.5,2.5,0,9,12,5,7.4,4.37061092161935
-2,0.5,2.5,0,9,12,5,7.5,4.5279421714824
-2,0.5,2.5,0,9,12,5,7.6,4.65561727488574
-2,0.5,2.5,0,9,12,5,7.7,4.74721877660037
-2,0.5,2.5,0,9,12,5,7.8,4.79673011570486
-2,0.5,2.5,0,9,12,5,7.9,4.79877059527866
-2,0.5,2.5,0,9,12,5,8,4.74880988608314
-2,0.5,2.5,0,9,12,5,8.1,4.64332202574674
-2,0.5,2.5,0,9,12,5,8.2,4.47984273570545
-2,0.5,2.5,0,9,12,5,8.3,4.25690939040348
-2,0.5,2.5,0,9,12,5,8.4,3.9739020841322
-2,0.5,2.5,0,9,12,5,8.5,3.64275839906309
-2,0.5,2.5,0,9,12,5,8.6,3.27614677676839
-2,0.5,2.5,0,9,12,5,8.7,2.85028451320197
-2,0.5,2.5,0,9,12,5,8.8,2.36794243457559
-2,0.5,2.5,0,9,12,5,8.9,1.99643270652473
-2,0.5,2.5,0,9,12,5,9,1.87129842281069
-2,0.5,2.5,0,9,12,5,9.1,1.71535320531533
-2,0.5,2.5,0,9,12,5,9.2,1.83202845443288
-2,0.5,2.5,0,9,12,5,9.3,2.08175191827304
-2,0.5,2.5,0,9,12,5,9.4,2.28494436270817
-2,0.5,2.5,0,9,12,5,9.5,2.43526867721056
-2,0.5,2.5,0,9,12,5,9.6,2.53071031395888
-2,0.5,2.5,0,9,12,5,9.7,2.57273307374864
-2,0.5,2.5,0,9,12,5,9.8,2.56534807427229
-2,0.5,2.5,0,9,12,5,9.9,2.54172012395032
-2,0.5,2.5,0,9,12,5,10,2.49590338923196
-2,0.5,2.5,0,9,12,5,10.1,2.46026947878822
-2,0.5,2.5,0,9,12,5,10.2,2.40036324296051
-2,0.5,2.5,0,9,12,5,10.3,2.28586350409636
-2,0.5,2.5,0,9,12,5,10.4,2.23599128815416
-2,0.5,2.5,0,9,12,5,10.5,2.18654152934041
-2,0.5,2.5,0,9,12,5,10.6,2.08485317998091
2,0.5,2.5,0,9,12,5,0.6,-14.5641431169321
2,0.5,2.5,0,9,12,5,0.7,-12.5302144355613
2,0.5,2.5,0,9,12,5,0.8,-10.7589430062373
2,0.5,2.5,0,9,12,5,0.9,-9.18964588234386
2,0.5,2.5,0,9,12,5,1,-7.78224064995872
2,0.5,2.5,0,9,12,5,1.1,-6.50964867762981
2,0.5,2.5,0,9,12,5,1.2,-5.35326292144406
2,0.5,2.5,0,9,12,5,1.3,-4.30075081267115
2,0.5,2.5,0,9,12,5,1.4,-3.34426156125251
2,0.5,2.5,0,9,12,5,1.5,-2.47887002245235
2,0.5,2.5,0,9,12,5,1.6,-1.70146151161007
2,0.5,2.5,0,9,12,5,1.7,-1.01054989582102
2,0.5,2.5,0,9,12,5,1.8,-0.405067482865307
2,0.5,2.5,0,9,12,5,1.9,0.116496994054681
2,0.5,2.5,0,9,12,5,2,0.556973144029879
2,0.5,2.5,0,9,12,5,2.1,0.919732880527286
2,0.5,2.5,0,9,12,5,2.2,1.20989075004587
2,0.5,2.5,0,9,12,5,2.3,1.43482824195752
2,0.5,2.5,0,9,12,5,2.4,1.60176065249959
2,0.5,2.5,0,9,12,5,2.5,1.72028826989636
2,0.5,2.5,0,9,12,5,2.6,1.79906839053267
2,0.5,2.5,0,9,12,5,2.7,1.8473505600869
2,0.5,2.5,0,9,12,5,2.8,1.87327135911737
2,0.5,2.5,0,9,12,5,2.9,1.88529258746872
2,0.5,2.5,0,9,12,5,3,1.88896538209888
2,0.5,2.5,0,9,12,5,3.1,1.8898721875951
2,0.5,2.5,0,9,12,5,3.2,1.89241001900506
2,0.5,2.5,0,9,12,5,3.3,1.89976069506968
2,0.5,2.5,0,9,12,5,3.4,1.91391299573058
2,0.5,2.5,0,9,12,5,3.5,1.93573366900152
2,0.5,2.5,0,9,12,5,3.6,1.96508391286992
2,0.5,2.5,0,9,12,5,3.7,2.00097059835386
2,0.5,2.5,0,9,12,5,3.8,2.04171853833961
2,0.5,2.5,0,9,12,5,3.9,2.08710426482502
2,0.5,2.5,0,9,12,5,4,2.13867424493422
2,0.5,2.5,0,9,12,5,4.1,2.19126734869275
2,0.5,2.5,0,9,12,5,4.2,2.25076862483353
2,0.5,2.5,0,9,12,5,4.3,2.30692190395882
2,0.5,2.5,0,9,12,5,4.4,2.36831542152425
2,0.5,2.5,0,9,12,5,4.5,2.42025622254247
2,0.5,2.5,0,9,12,5,4.6,2.45718840658341
2,0.5,2.5,0,9,12,5,4.7,2.48250459601715
2,0.5,2.5,0,9,12,5,4.8,2.47507095640901
2,0.5,2.5,0,9,12,5,4.9,2.41920058563102
2,0.5,2.5,0,9,12,5,5,2.30466873267935
2,0.5,2.5,0,9,12,5,5.1,2.17172910322736
2,0.5,2.5,0,9,12,5,5.2,2.16478949612929
2,0.5,2.5,0,9,12,5,5.3,2.21232270590935
2,0.5,2.5,0,9,12,5,5.4,2.28527108748007
2,0.5,2.5,0,9,12,5,5.5,2.34647395988626
2,0.5,2.5,0,9,12,5,5.6,2.37797317881545
2,0.5,2.5,0,9,12,5,5.7,2.37589175280244
2,0.5,2.5,0,9,12,5,5.8,2.34111272229001
2,0.5,2.5,0,9,12,5,5.9,2.27923196675007
2,0.5,2.5,0,9,12,5,6,2.30467285570947
2,0.5,2.5,0,9,12,5,6.1,2.32660178915843
2,0.5,2.5,0,9,12,5,6.2,2.38097480081382
2,0.5,2.5,0,9,12,5,6.3,2.49440107328987
2,0.5,2.5,0,9,12,5,6.4,2.59233226836406
2,0.5,2.5,0,9,12,5,6.5,2.66069274063289
2,0.5,2.5,0,9,12,5,6.6,2.69995553907362
2,0.5,2.5,0,9,12,5,6.7,2.71233276895929
2,0.5,2.5,0,9,12,5,6.8,2.70618831989643
2,0.5,2.5,0,9,12,5,6.9,2.73320205963577
2,0.5,2.5,0,9,12,5,7,2.85795075836471
2,0.5,2.5,0,9,12,5,7.1,2.96143814869759
2,0.5,2.5,0,9,12,5,7.2,3.03951864026244
2,0.5,2.5,0,9,12,5,7.3,3.08878405077531
2,0.5,2.5,0,9,12,5,7.4,3.10647189929803
2,0.5,2.5,0,9,12,5,7.5,3.09036834848436
2,0.5,2.5,0,9,12,5,7.6,3.03874410235548
2,0.5,2.5,0,9,12,5,7.7,2.95035534799726
2,0.5,2.5,0,9,12,5,7.8,2.85221794722289
2,0.5,2.5,0,9,12,5,7.9,2.86848466309965
2,0.5,2.5,0,9,12,5,8,2.86560658350525
2,0.5,2.5,0,9,12,5,8.1,2.84341598714903
2,0.5,2.5,0,9,12,5,8.2,2.81979778202899
2,0.5,2.5,0,9,12,5,8.3,2.80981171949585
2,0.5,2.5,0,9,12,5,8.4,2.7932442865727
2,0.5,2.5,0,9,12,5,8.5,2.77309294971543
2,0.5,2.5,0,9,12,5,8.6,2.75169448219091
2,0.5,2.5,0,9,12,5,8.7,2.72997615417688
