"df [mm],""ex1 [mm]"",""ex2 [mm]"",""Phase [deg]"",""XPF1 [mm]"",""XPF2 [mm]"",""YG [mm]"",""Freq [GHz]"",""max(Average_SAR) []"""
-2,0.5,1.5,0,11,8,5,4.5,6.41379791186703
-2,0.5,1.5,0,11,8,5,4.6,6.4643575660494
-2,0.5,1.5,0,11,8,5,4.7,6.5129993970476
-2,0.5,1.5,0,11,8,5,4.8,6.55976524850712
-2,0.5,1.5,0,11,8,5,4.9,6.60454379409426
-2,0.5,1.5,0,11,8,5,5,6.64739732962556
-2,0.5,1.5,0,11,8,5,5.1,6.68845291897504
-2,0.5,1.5,0,11,8,5,5.2,6.72802381022089
-2,0.5,1.5,0,11,8,5,5.3,6.76630304495213
-2,0.5,1.5,0,11,8,5,5.4,6.80344752547271
-2,0.5,1.5,0,11,8,5,5.5,6.83980749647716
-2,0.5,1.5,0,11,8,5,5.6,6.8753611752286
-2,0.5,1.5,0,11,8,5,5.7,6.91062761469137
-2,0.5,1.5,0,11,8,5,5.8,6.94553974307935
-2,0.5,1.5,0,11,8,5,5.9,6.98013736800393
-2,0.5,1.5,0,11,8,5,6,7.01463252811799
-2,0.5,1.5,0,11,8,5,6.1,7.0492189680588
-2,0.5,1.5,0,11,8,5,6.2,7.08390989599272
-2,0.5,1.5,0,11,8,5,6.3,7.11867126636797
-2,0.5,1.5,0,11,8,5,6.4,7.15376113688026
-2,0.5,1.5,0,11,8,5,6.5,7.18921731691065
-2,0.5,1.5,0,11,8,5,6.6,7.22527907973685
-2,0.5,1.5,0,11,8,5,6.7,7.26204856559261
-2,0.5,1.5,0,11,8,5,6.8,7.29965739327935
-2,0.5,1.5,0,11,8,5,6.9,7.33819825376591
-2,0.5,1.5,0,11,8,5,7,7.37792936675482
-2,0.5,1.5,0,11,8,5,7.1,7.41900190385104
-2,0.5,1.5,0,11,8,5,7.2,7.46153837941301
-2,0.5,1.5,0,11,8,5,7.3,7.50577666824853
-2,0.5,1.5,0,11,8,5,7.4,7.55174309585887
-2,0.5,1.5,0,11,8,5,7.5,7.59979159984554
-2,0.5,1.5,0,11,8,5,7.6,7.64993088802847
-2,0.5,1.5,0,11,8,5,7.7,7.70227969085911
-2,0.5,1.5,0,11,8,5,7.8,7.75689387564452
-2,0.5,1.5,0,11,8,5,7.9,7.81384101563914
-2,0.5,1.5,0,11,8,5,8,7.87306918335608
-2,0.5,1.5,0,11,8,5,8.1,7.93468236489621
-2,0.5,1.5,0,11,8,5,8.2,7.9987112391471
-2,0.5,1.5,0,11,8,5,8.3,8.06512872023391
-2,0.5,1.5,0,11,8,5,8.4,8.13387860087415
-2,0.5,1.5,0,11,8,5,8.5,8.20507716433253
-2,0.5,1.5,0,11,8,5,8.6,8.27868183370159
-2,0.5,1.5,0,11,8,5,8.7,8.35470543864036
-2,0.5,1.5,0,11,8,5,8.8,8.43322691881736
-2,0.5,1.5,0,11,8,5,8.9,8.5142012546813
-2,0.5,1.5,0,11,8,5,9,8.5975706287689
-2,0.5,1.5,0,11,8,5,9.1,8.68332479853861
-2,0.5,1.5,0,11,8,5,9.2,8.77142665488184
-2,0.5,1.5,0,11,8,5,9.3,8.8618280511766
-2,0.5,1.5,0,11,8,5,9.4,8.95449272511628
-2,0.5,1.5,0,11,8,5,9.5,9.04933698860676
-2,0.5,1.5,0,11,8,5,9.6,9.14633787130716
-2,0.5,1.5,0,11,8,5,9.7,9.24540852326727
-2,0.5,1.5,0,11,8,5,9.8,9.34642763140977
-2,0.5,1.5,0,11,8,5,9.9,9.44936738478625
-2,0.5,1.5,0,11,8,5,10,9.55413556418781
-2,0.5,1.5,0,11,8,5,10.1,9.66064704160507
-2,0.5,1.5,0,11,8,5,10.2,9.76877686029187
-2,0.5,1.5,0,11,8,5,10.3,9.87851338757519
-2,0.5,1.5,0,11,8,5,10.4,9.98967468274432
-2,0.5,1.5,0,11,8,5,10.5,10.1021439829586
-2,0.5,1.5,0,11,8,5,10.6,10.2158574267919
2,0.5,1.5,0,11,8,5,0.6,7.80182401051835
2,0.5,1.5,0,11,8,5,0.7,8.36975426471996
2,0.5,1.5,0,11,8,5,0.8,8.70338918172905
2,0.5,1.5,0,11,8,5,0.9,8.84282008064679
2,0.5,1.5,0,11,8,5,1,8.83419728597494
2,0.5,1.5,0,11,8,5,1.1,8.71585215653866
2,0.5,1.5,0,11,8,5,1.2,8.52940743201317
2,0.5,1.5,0,11,8,5,1.3,8.30563060227493
2,0.5,1.5,0,11,8,5,1.4,8.06645249015407
2,0.5,1.5,0,11,8,5,1.5,7.8304341085429
2,0.5,1.5,0,11,8,5,1.6,7.60659548587576
2,0.5,1.5,0,11,8,5,1.7,7.40042909735882
2,0.5,1.5,0,11,8,5,1.8,7.21466965693367
2,0.5,1.5,0,11,8,5,1.9,7.04784587918779
2,0.5,1.5,0,11,8,5,2,6.90337733084261
2,0.5,1.5,0,11,8,5,2.1,6.77704649030286
2,0.5,1.5,0,11,8,5,2.2,6.66759767376111
2,0.5,1.5,0,11,8,5,2.3,6.57443982918186
2,0.5,1.5,0,11,8,5,2.4,6.49456424673613
2,0.5,1.5,0,11,8,5,2.5,6.42771113719088
2,0.5,1.5,0,11,8,5,2.6,6.37160990038638
2,0.5,1.5,0,11,8,5,2.7,6.32637362002091
2,0.5,1.5,0,11,8,5,2.8,6.29060901256631
2,0.5,1.5,0,11,8,5,2.9,6.26655119136419
2,0.5,1.5,0,11,8,5,3,6.2535536806382
2,0.5,1.5,0,11,8,5,3.1,6.25145574931231
2,0.5,1.5,0,11,8,5,3.2,6.29808983662443
2,0.5,1.5,0,11,8,5,3.3,6.35192718484669
2,0.5,1.5,0,11,8,5,3.4,6.41309661168665
2,0.5,1.5,0,11,8,5,3.5,6.48170860211356
2,0.5,1.5,0,11,8,5,3.6,6.55740662475951
2,0.5,1.5,0,11,8,5,3.7,6.64083864213013
2,0.5,1.5,0,11,8,5,3.8,6.73153775843529
2,0.5,1.5,0,11,8,5,3.9,6.82973464153423
2,0.5,1.5,0,11,8,5,4,6.93569749595625
2,0.5,1.5,0,11,8,5,4.1,7.04938686791309
2,0.5,1.5,0,11,8,5,4.2,7.17069595149413
2,0.5,1.5,0,11,8,5,4.3,7.29956455545034
2,0.5,1.5,0,11,8,5,4.4,7.43614815570634
2,0.5,1.5,0,11,8,5,4.5,7.58016784609645
2,0.5,1.5,0,11,8,5,4.6,7.73166028786019
2,0.5,1.5,0,11,8,5,4.7,7.89047425524298
2,0.5,1.5,0,11,8,5,4.8,8.05667913954819
2,0.5,1.5,0,11,8,5,4.9,8.2297754464936
2,0.5,1.5,0,11,8,5,5,8.40935266592525
2,0.5,1.5,0,11,8,5,5.1,8.59511317810662
2,0.5,1.5,0,11,8,5,5.2,8.78668832388026
2,0.5,1.5,0,11,8,5,5.3,8.98369059832086
2,0.5,1.5,0,11,8,5,5.4,9.18569980848597
2,0.5,1.5,0,11,8,5,5.5,9.39232141921799
2,0.5,1.5,0,11,8,5,5.6,9.60303971566366
2,0.5,1.5,0,11,8,5,5.7,9.81732495980344
2,0.5,1.5,0,11,8,5,5.8,10.034676838388
2,0.5,1.5,0,11,8,5,5.9,10.2547927473422
2,0.5,1.5,0,11,8,5,6,10.4772239466436
2,0.5,1.5,0,11,8,5,6.1,10.701482212479
2,0.5,1.5,0,11,8,5,6.2,10.9269289696817
2,0.5,1.5,0,11,8,5,6.3,11.1529290654473
2,0.5,1.5,0,11,8,5,6.4,11.3789705078825
2,0.5,1.5,0,11,8,5,6.5,11.6040606231633
2,0.5,1.5,0,11,8,5,6.6,11.8275456329853
2,0.5,1.5,0,11,8,5,6.7,12.0489752157291
2,0.5,1.5,0,11,8,5,6.8,12.2675874778716
2,0.5,1.5,0,11,8,5,6.9,12.4827293766139
2,0.5,1.5,0,11,8,5,7,12.6938052936368
2,0.5,1.5,0,11,8,5,7.1,12.9001848527016
2,0.5,1.5,0,11,8,5,7.2,13.1014376857772
2,0.5,1.5,0,11,8,5,7.3,13.2972040846024
2,0.5,1.5,0,11,8,5,7.4,13.4872099526536
2,0.5,1.5,0,11,8,5,7.5,13.6712646060552
2,0.5,1.5,0,11,8,5,7.6,13.8491614995674
2,0.5,1.5,0,11,8,5,7.7,14.0207900483587
2,0.5,1.5,0,11,8,5,7.8,14.1860188733849
2,0.5,1.5,0,11,8,5,7.9,14.3449930917197
2,0.5,1.5,0,11,8,5,8,14.4978120044146
2,0.5,1.5,0,11,8,5,8.1,14.6445626615698
2,0.5,1.5,0,11,8,5,8.2,14.7852748837935
2,0.5,1.5,0,11,8,5,8.3,14.9202091098704
2,0.5,1.5,0,11,8,5,8.4,15.0495188821413
2,0.5,1.5,0,11,8,5,8.5,15.1734777704621
2,0.5,1.5,0,11,8,5,8.6,15.2923323863881
2,0.5,1.5,0,11,8,5,8.7,15.4064678283887
2,0.5,1.5,0,11,8,5,8.8,15.5161296591158
2,0.5,1.5,0,11,8,5,8.9,15.6215523608147
2,0.5,1.5,0,11,8,5,9,15.7231461257863
2,0.5,1.5,0,11,8,5,9.1,15.8212003384371
2,0.5,1.5,0,11,8,5,9.2,15.9161256052503
2,0.5,1.5,0,11,8,5,9.3,16.0083190583155
2,0.5,1.5,0,11,8,5,9.4,16.0980495863937
2,0.5,1.5,0,11,8,5,9.5,16.185661655281
2,0.5,1.5,0,11,8,5,9.6,16.2714949332792
2,0.5,1.5,0,11,8,5,9.7,16.3558063785941
2,0.5,1.5,0,11,8,5,9.8,16.4388168857196
2,0.5,1.5,0,11,8,5,9.9,16.5207419621086
2,0.5,1.5,0,11,8,5,10,16.6017294179163
2,0.5,1.5,0,11,8,5,10.1,16.6819408904573
2,0.5,1.5,0,11,8,5,10.2,16.7614317809924
2,0.5,1.5,0,11,8,5,10.3,16.840084313373
2,0.5,1.5,0,11,8,5,10.4,16.9181589826162
2,0.5,1.5,0,11,8,5,10.5,16.9955722176221
2,0.5,1.5,0,11,8,5,10.6,17.0722141067741
-2,0.5,1.5,0,11,12,5,0.6,7.77000831046002
-2,0.5,1.5,0,11,12,5,0.7,7.51936083612497
-2,0.5,1.5,0,11,12,5,0.8,7.16365863968782
-2,0.5,1.5,0,11,12,5,0.9,6.79052975317828
-2,0.5,1.5,0,11,12,5,1,6.44830435739556
-2,0.5,1.5,0,11,12,5,1.1,6.14628892347948
-2,0.5,1.5,0,11,12,5,1.2,5.89390309055739
-2,0.5,1.5,0,11,12,5,1.3,5.69515269286811
-2,0.5,1.5,0,11,12,5,1.4,5.53969387380637
-2,0.5,1.5,0,11,12,5,1.5,5.43163523571411
-2,0.5,1.5,0,11,12,5,1.6,5.35881667353914
-2,0.5,1.5,0,11,12,5,1.7,5.31495965461501
-2,0.5,1.5,0,11,12,5,1.8,5.29698882775584
-2,0.5,1.5,0,11,12,5,1.9,5.29474894840915
-2,0.5,1.5,0,11,12,5,2,5.31165292490289
-2,0.5,1.5,0,11,12,5,2.1,5.33921976312882
-2,0.5,1.5,0,11,12,5,2.2,5.37367360567252
-2,0.5,1.5,0,11,12,5,2.3,5.41667291766747
-2,0.5,1.5,0,11,12,5,2.4,5.46279532033949
-2,0.5,1.5,0,11,12,5,2.5,5.51285419949094
-2,0.5,1.5,0,11,12,5,2.6,5.56459321705821
-2,0.5,1.5,0,11,12,5,2.7,5.6182190085482
-2,0.5,1.5,0,11,12,5,2.8,5.67244210259975
-2,0.5,1.5,0,11,12,5,2.9,5.72746688898383
-2,0.5,1.5,0,11,12,5,3,5.78380119222749
-2,0.5,1.5,0,11,12,5,3.1,5.84023908613975
-2,0.5,1.5,0,11,12,5,3.2,5.89763756733799
-2,0.5,1.5,0,11,12,5,3.3,5.95518167023144
-2,0.5,1.5,0,11,12,5,3.4,6.01300125690569
-2,0.5,1.5,0,11,12,5,3.5,6.07148543395147
-2,0.5,1.5,0,11,12,5,3.6,6.1295888605666
-2,0.5,1.5,0,11,12,5,3.7,6.18773838750551
-2,0.5,1.5,0,11,12,5,3.8,6.24493774726681
-2,0.5,1.5,0,11,12,5,3.9,6.3015123121877
-2,0.5,1.5,0,11,12,5,4,6.35738877700836
-2,0.5,1.5,0,11,12,5,4.1,6.41247273287652
-2,0.5,1.5,0,11,12,5,4.2,6.46672107756483
-2,0.5,1.5,0,11,12,5,4.3,6.51960460609131
-2,0.5,1.5,0,11,12,5,4.4,6.57114735601356
-2,0.5,1.5,0,11,12,5,4.5,6.62124470127496
-2,0.5,1.5,0,11,12,5,4.6,6.67005298112913
-2,0.5,1.5,0,11,12,5,4.7,6.71754927121451
-2,0.5,1.5,0,11,12,5,4.8,6.76380052186093
-2,0.5,1.5,0,11,12,5,4.9,6.80846822937516
-2,0.5,1.5,0,11,12,5,5,6.85156100195778
-2,0.5,1.5,0,11,12,5,5.1,6.89346260761409
-2,0.5,1.5,0,11,12,5,5.2,6.9344313783091
-2,0.5,1.5,0,11,12,5,5.3,6.97423700267447
-2,0.5,1.5,0,11,12,5,5.4,7.01328432500747
-2,0.5,1.5,0,11,12,5,5.5,7.05189852731847
-2,0.5,1.5,0,11,12,5,5.6,7.09014806257102
-2,0.5,1.5,0,11,12,5,5.7,7.12813847460907
-2,0.5,1.5,0,11,12,5,5.8,7.16604933895525
-2,0.5,1.5,0,11,12,5,5.9,7.20390322640756
-2,0.5,1.5,0,11,12,5,6,7.24200044392843
-2,0.5,1.5,0,11,12,5,6.1,7.28019044773575
-2,0.5,1.5,0,11,12,5,6.2,7.31853269121193
-2,0.5,1.5,0,11,12,5,6.3,7.35702870241369
-2,0.5,1.5,0,11,12,5,6.4,7.39585878510861
-2,0.5,1.5,0,11,12,5,6.5,7.43490679164378
-2,0.5,1.5,0,11,12,5,6.6,7.47444959062928
-2,0.5,1.5,0,11,12,5,6.7,7.51460871798207
-2,0.5,1.5,0,11,12,5,6.8,7.5555533349895
-2,0.5,1.5,0,11,12,5,6.9,7.59727447558507
-2,0.5,1.5,0,11,12,5,7,7.64018303340436
-2,0.5,1.5,0,11,12,5,7.1,7.68414949782509
-2,0.5,1.5,0,11,12,5,7.2,7.72945181558268
-2,0.5,1.5,0,11,12,5,7.3,7.77635428282924
-2,0.5,1.5,0,11,12,5,7.4,7.8249216427485
-2,0.5,1.5,0,11,12,5,7.5,7.87538981323107
-2,0.5,1.5,0,11,12,5,7.6,7.92786900272586
-2,0.5,1.5,0,11,12,5,7.7,7.98246459074569
-2,0.5,1.5,0,11,12,5,7.8,8.03914053876776
-2,0.5,1.5,0,11,12,5,7.9,8.09815465507179
-2,0.5,1.5,0,11,12,5,8,8.15954550690299
-2,0.5,1.5,0,11,12,5,8.1,8.22320395120747
-2,0.5,1.5,0,11,12,5,8.2,8.28914007901486
-2,0.5,1.5,0,11,12,5,8.3,8.35741155431987
-2,0.5,1.5,0,11,12,5,8.4,8.4279735887375
-2,0.5,1.5,0,11,12,5,8.5,8.50079766728113
-2,0.5,1.5,0,11,12,5,8.6,8.57606432127711
-2,0.5,1.5,0,11,12,5,8.7,8.65377028362292
-2,0.5,1.5,0,11,12,5,8.8,8.73380100017967
-2,0.5,1.5,0,11,12,5,8.9,8.81616757632052
-2,0.5,1.5,0,11,12,5,9,8.90087918979392
-2,0.5,1.5,0,11,12,5,9.1,8.98797884110487
-2,0.5,1.5,0,11,12,5,9.2,9.07745876754522
-2,0.5,1.5,0,11,12,5,9.3,9.16930710837153
-2,0.5,1.5,0,11,12,5,9.4,9.26345866857458
-2,0.5,1.5,0,11,12,5,9.5,9.35988758708612
-2,0.5,1.5,0,11,12,5,9.6,9.45845571138665
-2,0.5,1.5,0,11,12,5,9.7,9.55913465844585
-2,0.5,1.5,0,11,12,5,9.8,9.66190419240947
-2,0.5,1.5,0,11,12,5,9.9,9.7666936380031
-2,0.5,1.5,0,11,12,5,10,9.87343439226892
-2,0.5,1.5,0,11,12,5,10.1,9.98206710987037
-2,0.5,1.5,0,11,12,5,10.2,10.0925611665193
-2,0.5,1.5,0,11,12,5,10.3,10.2048151669735
-2,0.5,1.5,0,11,12,5,10.4,10.3187707619482
-2,0.5,1.5,0,11,12,5,10.5,10.4343932699479
-2,0.5,1.5,0,11,12,5,10.6,10.5516558079049
2,0.5,1.5,0,11,12,5,0.6,7.51539737251997
2,0.5,1.5,0,11,12,5,0.7,8.00197366578248
2,0.5,1.5,0,11,12,5,0.8,8.25251440071402
2,0.5,1.5,0,11,12,5,0.9,8.31334879907724
2,0.5,1.5,0,11,12,5,1,8.2376815477099
2,0.5,1.5,0,11,12,5,1.1,8.06146433359561
2,0.5,1.5,0,11,12,5,1.2,7.8310684675683
2,0.5,1.5,0,11,12,5,1.3,7.57713270685668
2,0.5,1.5,0,11,12,5,1.4,7.3207031487321
2,0.5,1.5,0,11,12,5,1.5,7.08145510982579
2,0.5,1.5,0,11,12,5,1.6,6.86503629360707
2,0.5,1.5,0,11,12,5,1.7,6.67672032479343
2,0.5,1.5,0,11,12,5,1.8,6.51969105632356
2,0.5,1.5,0,11,12,5,1.9,6.3915636766315
2,0.5,1.5,0,11,12,5,2,6.29687585972064
2,0.5,1.5,0,11,12,5,2.1,6.22927149818953
2,0.5,1.5,0,11,12,5,2.2,6.18634175431619
2,0.5,1.5,0,11,12,5,2.3,6.16670693413603
2,0.5,1.5,0,11,12,5,2.4,6.1658402907143
2,0.5,1.5,0,11,12,5,2.5,6.18429269201356
2,0.5,1.5,0,11,12,5,2.6,6.21915520409355
2,0.5,1.5,0,11,12,5,2.7,6.2652710814532
2,0.5,1.5,0,11,12,5,2.8,6.31948616670273
2,0.5,1.5,0,11,12,5,2.9,6.37984798139986
2,0.5,1.5,0,11,12,5,3,6.44495031473038
2,0.5,1.5,0,11,12,5,3.1,6.51319132155652
2,0.5,1.5,0,11,12,5,3.2,6.58432969397033
2,0.5,1.5,0,11,12,5,3.3,6.65783790362083
2,0.5,1.5,0,11,12,5,3.4,6.73378149766744
2,0.5,1.5,0,11,12,5,3.5,6.81284227990534
2,0.5,1.5,0,11,12,5,3.6,6.89492790060726
2,0.5,1.5,0,11,12,5,3.7,6.98107295616368
2,0.5,1.5,0,11,12,5,3.8,7.07137818067399
2,0.5,1.5,0,11,12,5,3.9,7.1662577432059
2,0.5,1.5,0,11,12,5,4,7.26661380423171
2,0.5,1.5,0,11,12,5,4.1,7.37267011572179
2,0.5,1.5,0,11,12,5,4.2,7.48479713093418
2,0.5,1.5,0,11,12,5,4.3,7.60330351514421
2,0.5,1.5,0,11,12,5,4.4,7.72834629811999
2,0.5,1.5,0,11,12,5,4.5,7.86007903535473
2,0.5,1.5,0,11,12,5,4.6,7.99869500866515
2,0.5,1.5,0,11,12,5,4.7,8.14422336064934
2,0.5,1.5,0,11,12,5,4.8,8.29673964728944
2,0.5,1.5,0,11,12,5,4.9,8.45593160959896
2,0.5,1.5,0,11,12,5,5,8.62153798979437
2,0.5,1.5,0,11,12,5,5.1,8.79344049136099
2,0.5,1.5,0,11,12,5,5.2,8.97121003207102
2,0.5,1.5,0,11,12,5,5.3,9.1545104217867
2,0.5,1.5,0,11,12,5,5.4,9.34300826967486
2,0.5,1.5,0,11,12,5,5.5,9.53612249361906
2,0.5,1.5,0,11,12,5,5.6,9.73344406471793
2,0.5,1.5,0,11,12,5,5.7,9.934595781767
2,0.5,1.5,0,11,12,5,5.8,10.1391926772692
2,0.5,1.5,0,11,12,5,5.9,10.34683460937
2,0.5,1.5,0,11,12,5,6,10.5571202257312
2,0.5,1.5,0,11,12,5,6.1,10.7696029413936
2,0.5,1.5,0,11,12,5,6.2,10.9836633226182
2,0.5,1.5,0,11,12,5,6.3,11.1987161529685
2,0.5,1.5,0,11,12,5,6.4,11.4141726452294
2,0.5,1.5,0,11,12,5,6.5,11.6294981639992
2,0.5,1.5,0,11,12,5,6.6,11.8439317548018
2,0.5,1.5,0,11,12,5,6.7,12.056728941556
2,0.5,1.5,0,11,12,5,6.8,12.2673777806532
2,0.5,1.5,0,11,12,5,6.9,12.4752867752393
2,0.5,1.5,0,11,12,5,7,12.6798005041236
2,0.5,1.5,0,11,12,5,7.1,12.880421717882
2,0.5,1.5,0,11,12,5,7.2,13.0768318691178
2,0.5,1.5,0,11,12,5,7.3,13.2686148191287
2,0.5,1.5,0,11,12,5,7.4,13.4553883102359
2,0.5,1.5,0,11,12,5,7.5,13.6369935103469
2,0.5,1.5,0,11,12,5,7.6,13.8133143459876
2,0.5,1.5,0,11,12,5,7.7,13.9841204021338
2,0.5,1.5,0,11,12,5,7.8,14.1493449896913
2,0.5,1.5,0,11,12,5,7.9,14.309126667536
2,0.5,1.5,0,11,12,5,8,14.4634252733503
2,0.5,1.5,0,11,12,5,8.1,14.6123867135264
2,0.5,1.5,0,11,12,5,8.2,14.7563298897284
2,0.5,1.5,0,11,12,5,8.3,14.8961013295901
2,0.5,1.5,0,11,12,5,8.4,15.0308672969948
2,0.5,1.5,0,11,12,5,8.5,15.1608669549884
2,0.5,1.5,0,11,12,5,8.6,15.2862517757284
2,0.5,1.5,0,11,12,5,8.7,15.4072628232615
2,0.5,1.5,0,11,12,5,8.8,15.5241403041749
2,0.5,1.5,0,11,12,5,8.9,15.6370375499749
2,0.5,1.5,0,11,12,5,9,15.7463559744121
2,0.5,1.5,0,11,12,5,9.1,15.8523882995427
2,0.5,1.5,0,11,12,5,9.2,15.9553581286864
2,0.5,1.5,0,11,12,5,9.3,16.0556437388312
2,0.5,1.5,0,11,12,5,9.4,16.1535698137094
2,0.5,1.5,0,11,12,5,9.5,16.2494502617088
2,0.5,1.5,0,11,12,5,9.6,16.3435481701588
2,0.5,1.5,0,11,12,5,9.7,16.4360611793075
2,0.5,1.5,0,11,12,5,9.8,16.5272815646053
2,0.5,1.5,0,11,12,5,9.9,16.6173727532562
2,0.5,1.5,0,11,12,5,10,16.706405146087
2,0.5,1.5,0,11,12,5,10.1,16.7945830851345
2,0.5,1.5,0,11,12,5,10.2,16.8818747103933
2,0.5,1.5,0,11,12,5,10.3,16.9683324858302
2,0.5,1.5,0,11,12,5,10.4,17.0538678029212
2,0.5,1.5,0,11,12,5,10.5,17.1384248906146
2,0.5,1.5,0,11,12,5,10.6,17.2219298940509
-2,0.5,1.5,0,9,8,15,0.6,5.2630380280564
-2,0.5,1.5,0,9,8,15,0.7,4.36137137779206
-2,0.5,1.5,0,9,8,15,0.8,3.70072160906772
-2,0.5,1.5,0,9,8,15,0.9,3.26032649619088
-2,0.5,1.5,0,9,8,15,1,3.03003936467908
-2,0.5,1.5,0,9,8,15,1.1,2.95146323384166
-2,0.5,1.5,0,9,8,15,1.2,2.99779866100521
-2,0.5,1.5,0,9,8,15,1.3,3.14285738763894
-2,0.5,1.5,0,9,8,15,1.4,3.35091689941668
-2,0.5,1.5,0,9,8,15,1.5,3.61262671131179
-2,0.5,1.5,0,9,8,15,1.6,3.90618985762264
-2,0.5,1.5,0,9,8,15,1.7,4.21728782873067
-2,0.5,1.5,0,9,8,15,1.8,4.54047342030595
-2,0.5,1.5,0,9,8,15,1.9,4.86266832709294
-2,0.5,1.5,0,9,8,15,2,5.18467285686076
-2,0.5,1.5,0,9,8,15,2.1,5.49805470762302
-2,0.5,1.5,0,9,8,15,2.2,5.79839579300807
-2,0.5,1.5,0,9,8,15,2.3,6.08499840861387
-2,0.5,1.5,0,9,8,15,2.4,6.34983429830823
-2,0.5,1.5,0,9,8,15,2.5,6.59372396081017
-2,0.5,1.5,0,9,8,15,2.6,6.81539144606089
-2,0.5,1.5,0,9,8,15,2.7,7.01544956522621
-2,0.5,1.5,0,9,8,15,2.8,7.19385005732424
-2,0.5,1.5,0,9,8,15,2.9,7.35182992460514
-2,0.5,1.5,0,9,8,15,3,7.49104420709873
-2,0.5,1.5,0,9,8,15,3.1,7.61248030433774
-2,0.5,1.5,0,9,8,15,3.2,7.71804091094237
-2,0.5,1.5,0,9,8,15,3.3,7.80932348316254
-2,0.5,1.5,0,9,8,15,3.4,7.88802570766291
-2,0.5,1.5,0,9,8,15,3.5,7.95589734526053
-2,0.5,1.5,0,9,8,15,3.6,8.01418332793966
-2,0.5,1.5,0,9,8,15,3.7,8.06467993785779
-2,0.5,1.5,0,9,8,15,3.8,8.10817146528487
-2,0.5,1.5,0,9,8,15,3.9,8.14600327541432
-2,0.5,1.5,0,9,8,15,4,8.17893262515754
-2,0.5,1.5,0,9,8,15,4.1,8.20784211408659
-2,0.5,1.5,0,9,8,15,4.2,8.23329858653054
-2,0.5,1.5,0,9,8,15,4.3,8.25591675681225
-2,0.5,1.5,0,9,8,15,4.4,8.27594035263149
-2,0.5,1.5,0,9,8,15,4.5,8.29388362144969
-2,0.5,1.5,0,9,8,15,4.6,8.3100657092995
-2,0.5,1.5,0,9,8,15,4.7,8.32520011858727
-2,0.5,1.5,0,9,8,15,4.8,8.33988268644281
-2,0.5,1.5,0,9,8,15,4.9,8.35448192681487
-2,0.5,1.5,0,9,8,15,5,8.36969280938965
-2,0.5,1.5,0,9,8,15,5.1,8.38606712220794
-2,0.5,1.5,0,9,8,15,5.2,8.40437101370316
-2,0.5,1.5,0,9,8,15,5.3,8.4252056500925
-2,0.5,1.5,0,9,8,15,5.4,8.44931326523811
-2,0.5,1.5,0,9,8,15,5.5,8.47723107951586
-2,0.5,1.5,0,9,8,15,5.6,8.50940232412356
-2,0.5,1.5,0,9,8,15,5.7,8.54605515045771
-2,0.5,1.5,0,9,8,15,5.8,8.58756686740906
-2,0.5,1.5,0,9,8,15,5.9,8.63413896991879
-2,0.5,1.5,0,9,8,15,6,8.68578157168684
-2,0.5,1.5,0,9,8,15,6.1,8.74225577168625
-2,0.5,1.5,0,9,8,15,6.2,8.80356499416519
-2,0.5,1.5,0,9,8,15,6.3,8.86949926180239
-2,0.5,1.5,0,9,8,15,6.4,8.93995000640672
-2,0.5,1.5,0,9,8,15,6.5,9.0145676374078
-2,0.5,1.5,0,9,8,15,6.6,9.09312577339563
-2,0.5,1.5,0,9,8,15,6.7,9.17530286472746
-2,0.5,1.5,0,9,8,15,6.8,9.26051638989534
-2,0.5,1.5,0,9,8,15,6.9,9.34837571817378
-2,0.5,1.5,0,9,8,15,7,9.43854360078869
-2,0.5,1.5,0,9,8,15,7.1,9.53051200711119
-2,0.5,1.5,0,9,8,15,7.2,9.62383130074621
-2,0.5,1.5,0,9,8,15,7.3,9.71799661660621
-2,0.5,1.5,0,9,8,15,7.4,9.81257525643607
-2,0.5,1.5,0,9,8,15,7.5,9.90729359289264
-2,0.5,1.5,0,9,8,15,7.6,10.0017586677283
-2,0.5,1.5,0,9,8,15,7.7,10.0957228358768
-2,0.5,1.5,0,9,8,15,7.8,10.1889268795381
-2,0.5,1.5,0,9,8,15,7.9,10.2812540677218
-2,0.5,1.5,0,9,8,15,8,10.3726392110686
-2,0.5,1.5,0,9,8,15,8.1,10.4630183278546
-2,0.5,1.5,0,9,8,15,8.2,10.5524934859646
-2,0.5,1.5,0,9,8,15,8.3,10.6412385102984
-2,0.5,1.5,0,9,8,15,8.4,10.7295542925894
-2,0.5,1.5,0,9,8,15,8.5,10.817628713204
-2,0.5,1.5,0,9,8,15,8.6,10.9056348570157
-2,0.5,1.5,0,9,8,15,8.7,10.9937964710162
-2,0.5,1.5,0,9,8,15,8.8,11.0823604945941
-2,0.5,1.5,0,9,8,15,8.9,11.171422461398
-2,0.5,1.5,0,9,8,15,9,11.261153691633
-2,0.5,1.5,0,9,8,15,9.1,11.351484182085
-2,0.5,1.5,0,9,8,15,9.2,11.4423501592228
-2,0.5,1.5,0,9,8,15,9.3,11.5335973180157
-2,0.5,1.5,0,9,8,15,9.4,11.6250523988757
-2,0.5,1.5,0,9,8,15,9.5,11.7164855211909
-2,0.5,1.5,0,9,8,15,9.6,11.8076814043445
-2,0.5,1.5,0,9,8,15,9.7,11.8983236744648
-2,0.5,1.5,0,9,8,15,9.8,11.9879864649372
