"df [mm],""ex1 [mm]"",""ex2 [mm]"",""Phase [deg]"",""XPF1 [mm]"",""XPF2 [mm]"",""YG [mm]"",""Freq [GHz]"",""max(Average_SAR) []"""
-2,0.5,1.5,0,9,8,15,9.9,12.0764926864408
-2,0.5,1.5,0,9,8,15,10,12.1634696811053
-2,0.5,1.5,0,9,8,15,10.1,12.2486974199327
-2,0.5,1.5,0,9,8,15,10.2,12.3319991970441
-2,0.5,1.5,0,9,8,15,10.3,12.4132120750826
-2,0.5,1.5,0,9,8,15,10.4,12.4922143901784
-2,0.5,1.5,0,9,8,15,10.5,12.5690222843684
-2,0.5,1.5,0,9,8,15,10.6,12.6436881093473
2,0.5,1.5,0,9,8,15,0.6,6.67387101407484
2,0.5,1.5,0,9,8,15,0.7,5.59799182179616
2,0.5,1.5,0,9,8,15,0.8,4.68491832959529
2,0.5,1.5,0,9,8,15,0.9,3.9791256004445
2,0.5,1.5,0,9,8,15,1,3.48973111053147
2,0.5,1.5,0,9,8,15,1.1,3.18044942406001
2,0.5,1.5,0,9,8,15,1.2,3.02579351284007
2,0.5,1.5,0,9,8,15,1.3,3.00182936104056
2,0.5,1.5,0,9,8,15,1.4,3.07550988997286
2,0.5,1.5,0,9,8,15,1.5,3.23617386749276
2,0.5,1.5,0,9,8,15,1.6,3.45712861847352
2,0.5,1.5,0,9,8,15,1.7,3.72544188974508
2,0.5,1.5,0,9,8,15,1.8,4.03234015366995
2,0.5,1.5,0,9,8,15,1.9,4.36545311884697
2,0.5,1.5,0,9,8,15,2,4.72225110522744
2,0.5,1.5,0,9,8,15,2.1,5.09312104836438
2,0.5,1.5,0,9,8,15,2.2,5.47557171107477
2,0.5,1.5,0,9,8,15,2.3,5.88059399802682
2,0.5,1.5,0,9,8,15,2.4,6.28547211571226
2,0.5,1.5,0,9,8,15,2.5,6.68252726221779
2,0.5,1.5,0,9,8,15,2.6,7.06979953042672
2,0.5,1.5,0,9,8,15,2.7,7.44284442857282
2,0.5,1.5,0,9,8,15,2.8,7.80185852380711
2,0.5,1.5,0,9,8,15,2.9,8.14393146301525
2,0.5,1.5,0,9,8,15,3,8.46679093046151
2,0.5,1.5,0,9,8,15,3.1,8.7705605404992
2,0.5,1.5,0,9,8,15,3.2,9.05593190680286
2,0.5,1.5,0,9,8,15,3.3,9.32434872035308
2,0.5,1.5,0,9,8,15,3.4,9.57749722835199
2,0.5,1.5,0,9,8,15,3.5,9.81668075880655
2,0.5,1.5,0,9,8,15,3.6,10.0440499162679
2,0.5,1.5,0,9,8,15,3.7,10.2606690486102
2,0.5,1.5,0,9,8,15,3.8,10.4677553216016
2,0.5,1.5,0,9,8,15,3.9,10.6666573479978
2,0.5,1.5,0,9,8,15,4,10.8584662967091
2,0.5,1.5,0,9,8,15,4.1,11.0439624308811
2,0.5,1.5,0,9,8,15,4.2,11.2231971278178
2,0.5,1.5,0,9,8,15,4.3,11.3965888607752
2,0.5,1.5,0,9,8,15,4.4,11.5644938715072
2,0.5,1.5,0,9,8,15,4.5,11.7270875683187
2,0.5,1.5,0,9,8,15,4.6,11.8845556621239
2,0.5,1.5,0,9,8,15,4.7,12.0366113722383
2,0.5,1.5,0,9,8,15,4.8,12.1830732328793
2,0.5,1.5,0,9,8,15,4.9,12.3237784239261
2,0.5,1.5,0,9,8,15,5,12.4587709187772
2,0.5,1.5,0,9,8,15,5.1,12.5879711259648
2,0.5,1.5,0,9,8,15,5.2,12.7116819392023
2,0.5,1.5,0,9,8,15,5.3,12.8300196765959
2,0.5,1.5,0,9,8,15,5.4,12.9432763115561
2,0.5,1.5,0,9,8,15,5.5,13.0520016743334
2,0.5,1.5,0,9,8,15,5.6,13.1567481790726
2,0.5,1.5,0,9,8,15,5.7,13.2580732388473
2,0.5,1.5,0,9,8,15,5.8,13.3564706794608
2,0.5,1.5,0,9,8,15,5.9,13.4526853048051
2,0.5,1.5,0,9,8,15,6,13.5476659341722
2,0.5,1.5,0,9,8,15,6.1,13.6420961666858
2,0.5,1.5,0,9,8,15,6.2,13.7365471341042
2,0.5,1.5,0,9,8,15,6.3,13.8317552231316
2,0.5,1.5,0,9,8,15,6.4,13.9285376343889
2,0.5,1.5,0,9,8,15,6.5,14.0274785689518
2,0.5,1.5,0,9,8,15,6.6,14.1292589912865
2,0.5,1.5,0,9,8,15,6.7,14.2345213615363
2,0.5,1.5,0,9,8,15,6.8,14.3438396097713
2,0.5,1.5,0,9,8,15,6.9,14.4577041606189
2,0.5,1.5,0,9,8,15,7,14.5765335190776
2,0.5,1.5,0,9,8,15,7.1,14.7006121296272
2,0.5,1.5,0,9,8,15,7.2,14.8301907811262
2,0.5,1.5,0,9,8,15,7.3,14.9653685851222
2,0.5,1.5,0,9,8,15,7.4,15.1062265522749
2,0.5,1.5,0,9,8,15,7.5,15.2526817645963
2,0.5,1.5,0,9,8,15,7.6,15.4046940328418
2,0.5,1.5,0,9,8,15,7.7,15.5619409067835
2,0.5,1.5,0,9,8,15,7.8,15.72400068704
2,0.5,1.5,0,9,8,15,7.9,15.8903951436321
2,0.5,1.5,0,9,8,15,8,16.060517664843
2,0.5,1.5,0,9,8,15,8.1,16.2337669491747
2,0.5,1.5,0,9,8,15,8.2,16.4095498704951
2,0.5,1.5,0,9,8,15,8.3,16.5871688367092
2,0.5,1.5,0,9,8,15,8.4,16.7660448734749
2,0.5,1.5,0,9,8,15,8.5,16.9455634249806
2,0.5,1.5,0,9,8,15,8.6,17.125249284399
2,0.5,1.5,0,9,8,15,8.7,17.3047102007448
2,0.5,1.5,0,9,8,15,8.8,17.48383000102
2,0.5,1.5,0,9,8,15,8.9,17.6624730512597
2,0.5,1.5,0,9,8,15,9,17.8406372218016
2,0.5,1.5,0,9,8,15,9.1,18.018577389011
2,0.5,1.5,0,9,8,15,9.2,18.1964444500318
2,0.5,1.5,0,9,8,15,9.3,18.3745215337646
2,0.5,1.5,0,9,8,15,9.4,18.5532728942034
2,0.5,1.5,0,9,8,15,9.5,18.7332418836422
2,0.5,1.5,0,9,8,15,9.6,18.9146544051133
2,0.5,1.5,0,9,8,15,9.7,19.0979494360242
2,0.5,1.5,0,9,8,15,9.8,19.2838283610162
2,0.5,1.5,0,9,8,15,9.9,19.4725756190718
2,0.5,1.5,0,9,8,15,10,19.6645110481547
2,0.5,1.5,0,9,8,15,10.1,19.8599080564769
2,0.5,1.5,0,9,8,15,10.2,20.0590690255911
2,0.5,1.5,0,9,8,15,10.3,20.2618734906392
2,0.5,1.5,0,9,8,15,10.4,20.4681556513951
2,0.5,1.5,0,9,8,15,10.5,20.6780479755917
2,0.5,1.5,0,9,8,15,10.6,20.89126118979
-2,0.5,1.5,0,9,12,15,0.6,5.91182959960697
-2,0.5,1.5,0,9,12,15,0.7,5.02195450694623
-2,0.5,1.5,0,9,12,15,0.8,4.33701142457075
-2,0.5,1.5,0,9,12,15,0.9,3.84080373683052
-2,0.5,1.5,0,9,12,15,1,3.52398063009429
-2,0.5,1.5,0,9,12,15,1.1,3.33811806314489
-2,0.5,1.5,0,9,12,15,1.2,3.25523972307012
-2,0.5,1.5,0,9,12,15,1.3,3.27461757772083
-2,0.5,1.5,0,9,12,15,1.4,3.35484003929794
-2,0.5,1.5,0,9,12,15,1.5,3.48944429688854
-2,0.5,1.5,0,9,12,15,1.6,3.65516010018879
-2,0.5,1.5,0,9,12,15,1.7,3.84137022292457
-2,0.5,1.5,0,9,12,15,1.8,4.08665792498281
-2,0.5,1.5,0,9,12,15,1.9,4.34235487249958
-2,0.5,1.5,0,9,12,15,2,4.60159042735604
-2,0.5,1.5,0,9,12,15,2.1,4.85543975853149
-2,0.5,1.5,0,9,12,15,2.2,5.09556330567906
-2,0.5,1.5,0,9,12,15,2.3,5.32806180563104
-2,0.5,1.5,0,9,12,15,2.4,5.54676360453099
-2,0.5,1.5,0,9,12,15,2.5,5.75067523194246
-2,0.5,1.5,0,9,12,15,2.6,5.94063564890517
-2,0.5,1.5,0,9,12,15,2.7,6.11558960896513
-2,0.5,1.5,0,9,12,15,2.8,6.27523614431028
-2,0.5,1.5,0,9,12,15,2.9,6.42114305534772
-2,0.5,1.5,0,9,12,15,3,6.55393214891977
-2,0.5,1.5,0,9,12,15,3.1,6.67356769297079
-2,0.5,1.5,0,9,12,15,3.2,6.78118432187515
-2,0.5,1.5,0,9,12,15,3.3,6.87729721727873
-2,0.5,1.5,0,9,12,15,3.4,6.96295627833495
-2,0.5,1.5,0,9,12,15,3.5,7.0387918007264
-2,0.5,1.5,0,9,12,15,3.6,7.10519587010743
-2,0.5,1.5,0,9,12,15,3.7,7.16306330052712
-2,0.5,1.5,0,9,12,15,3.8,7.21274837215409
-2,0.5,1.5,0,9,12,15,3.9,7.25486029988883
-2,0.5,1.5,0,9,12,15,4,7.29014669381993
-2,0.5,1.5,0,9,12,15,4.1,7.31944891927409
-2,0.5,1.5,0,9,12,15,4.2,7.34317009450468
-2,0.5,1.5,0,9,12,15,4.3,7.36217328182437
-2,0.5,1.5,0,9,12,15,4.4,7.37720790262767
-2,0.5,1.5,0,9,12,15,4.5,7.38893190925084
-2,0.5,1.5,0,9,12,15,4.6,7.39822989659458
-2,0.5,1.5,0,9,12,15,4.7,7.40590785704894
-2,0.5,1.5,0,9,12,15,4.8,7.41283378083863
-2,0.5,1.5,0,9,12,15,4.9,7.41985930663583
-2,0.5,1.5,0,9,12,15,5,7.42765122189087
-2,0.5,1.5,0,9,12,15,5.1,7.4368910144972
-2,0.5,1.5,0,9,12,15,5.2,7.44847906733676
-2,0.5,1.5,0,9,12,15,5.3,7.46310626583489
-2,0.5,1.5,0,9,12,15,5.4,7.4814076973631
-2,0.5,1.5,0,9,12,15,5.5,7.5036995820625
-2,0.5,1.5,0,9,12,15,5.6,7.53058317373985
-2,0.5,1.5,0,9,12,15,5.7,7.56230097875346
-2,0.5,1.5,0,9,12,15,5.8,7.59922745988127
-2,0.5,1.5,0,9,12,15,5.9,7.64116744720629
-2,0.5,1.5,0,9,12,15,6,7.68830635217607
-2,0.5,1.5,0,9,12,15,6.1,7.74057702921045
-2,0.5,1.5,0,9,12,15,6.2,7.79763800488462
-2,0.5,1.5,0,9,12,15,6.3,7.85933451715149
-2,0.5,1.5,0,9,12,15,6.4,7.92552170070207
-2,0.5,1.5,0,9,12,15,6.5,7.99596611577485
-2,0.5,1.5,0,9,12,15,6.6,8.07024008236141
-2,0.5,1.5,0,9,12,15,6.7,8.14801898457014
-2,0.5,1.5,0,9,12,15,6.8,8.22878011026757
-2,0.5,1.5,0,9,12,15,6.9,8.31201123825791
-2,0.5,1.5,0,9,12,15,7,8.3973755720083
-2,0.5,1.5,0,9,12,15,7.1,8.48439185730716
-2,0.5,1.5,0,9,12,15,7.2,8.57253617860914
-2,0.5,1.5,0,9,12,15,7.3,8.66130207130077
-2,0.5,1.5,0,9,12,15,7.4,8.75024387029654
-2,0.5,1.5,0,9,12,15,7.5,8.83895683688811
-2,0.5,1.5,0,9,12,15,7.6,8.92721984259836
-2,0.5,1.5,0,9,12,15,7.7,9.01456947622037
-2,0.5,1.5,0,9,12,15,7.8,9.10085447795925
-2,0.5,1.5,0,9,12,15,7.9,9.18592177102826
-2,0.5,1.5,0,9,12,15,8,9.26959392026518
-2,0.5,1.5,0,9,12,15,8.1,9.35185002010143
-2,0.5,1.5,0,9,12,15,8.2,9.43286491344535
-2,0.5,1.5,0,9,12,15,8.3,9.51273234830088
-2,0.5,1.5,0,9,12,15,8.4,9.59156208996466
-2,0.5,1.5,0,9,12,15,8.5,9.66953452497143
-2,0.5,1.5,0,9,12,15,8.6,9.74685816285208
-2,0.5,1.5,0,9,12,15,8.7,9.82370969136387
-2,0.5,1.5,0,9,12,15,8.8,9.90027600784484
-2,0.5,1.5,0,9,12,15,8.9,9.97668316807494
-2,0.5,1.5,0,9,12,15,9,10.0530991477877
-2,0.5,1.5,0,9,12,15,9.1,10.1294956073376
-2,0.5,1.5,0,9,12,15,9.2,10.2059280001314
-2,0.5,1.5,0,9,12,15,9.3,10.282385630932
-2,0.5,1.5,0,9,12,15,9.4,10.3586951313511
-2,0.5,1.5,0,9,12,15,9.5,10.4347524085062
-2,0.5,1.5,0,9,12,15,9.6,10.5104570158629
-2,0.5,1.5,0,9,12,15,9.7,10.5856296736251
-2,0.5,1.5,0,9,12,15,9.8,10.6600641425817
-2,0.5,1.5,0,9,12,15,9.9,10.7336040606595
-2,0.5,1.5,0,9,12,15,10,10.8062115551196
-2,0.5,1.5,0,9,12,15,10.1,10.8776443535324
-2,0.5,1.5,0,9,12,15,10.2,10.9478901286408
-2,0.5,1.5,0,9,12,15,10.3,11.016925523466
-2,0.5,1.5,0,9,12,15,10.4,11.084669600485
-2,0.5,1.5,0,9,12,15,10.5,11.1512047553127
-2,0.5,1.5,0,9,12,15,10.6,11.2165548781292
2,0.5,1.5,0,9,12,15,0.6,7.17293635852159
2,0.5,1.5,0,9,12,15,0.7,6.07730213003531
2,0.5,1.5,0,9,12,15,0.8,5.14711498617959
2,0.5,1.5,0,9,12,15,0.9,4.42428438352331
2,0.5,1.5,0,9,12,15,1,3.91454440808325
2,0.5,1.5,0,9,12,15,1.1,3.57976936793469
2,0.5,1.5,0,9,12,15,1.2,3.39289687151373
2,0.5,1.5,0,9,12,15,1.3,3.32913394781541
2,0.5,1.5,0,9,12,15,1.4,3.35608329346095
2,0.5,1.5,0,9,12,15,1.5,3.46326241961079
2,0.5,1.5,0,9,12,15,1.6,3.62587853809255
2,0.5,1.5,0,9,12,15,1.7,3.83196293521525
2,0.5,1.5,0,9,12,15,1.8,4.07272325261538
2,0.5,1.5,0,9,12,15,1.9,4.3380309476362
2,0.5,1.5,0,9,12,15,2,4.62544805457823
2,0.5,1.5,0,9,12,15,2.1,4.92639895157393
2,0.5,1.5,0,9,12,15,2.2,5.23381008363418
2,0.5,1.5,0,9,12,15,2.3,5.54904597095738
2,0.5,1.5,0,9,12,15,2.4,5.86602793628838
2,0.5,1.5,0,9,12,15,2.5,6.18244724904226
2,0.5,1.5,0,9,12,15,2.6,6.49592713284126
2,0.5,1.5,0,9,12,15,2.7,6.80411523752393
2,0.5,1.5,0,9,12,15,2.8,7.10535752177902
2,0.5,1.5,0,9,12,15,2.9,7.39874057566948
2,0.5,1.5,0,9,12,15,3,7.68337878155116
2,0.5,1.5,0,9,12,15,3.1,7.95898860877702
2,0.5,1.5,0,9,12,15,3.2,8.22488630350244
2,0.5,1.5,0,9,12,15,3.3,8.48206725897057
2,0.5,1.5,0,9,12,15,3.4,8.73045675625569
2,0.5,1.5,0,9,12,15,3.5,8.9701850959083
2,0.5,1.5,0,9,12,15,3.6,9.20202103119428
2,0.5,1.5,0,9,12,15,3.7,9.42570986032878
2,0.5,1.5,0,9,12,15,3.8,9.64160870300962
2,0.5,1.5,0,9,12,15,3.9,9.84993722420059
2,0.5,1.5,0,9,12,15,4,10.0503702423296
2,0.5,1.5,0,9,12,15,4.1,10.2434866947402
2,0.5,1.5,0,9,12,15,4.2,10.4293159189457
2,0.5,1.5,0,9,12,15,4.3,10.607653205463
2,0.5,1.5,0,9,12,15,4.4,10.7784765458403
2,0.5,1.5,0,9,12,15,4.5,10.9419403555535
2,0.5,1.5,0,9,12,15,4.6,11.0981900395745
2,0.5,1.5,0,9,12,15,4.7,11.2472261151459
2,0.5,1.5,0,9,12,15,4.8,11.3888625527817
2,0.5,1.5,0,9,12,15,4.9,11.5233630676673
2,0.5,1.5,0,9,12,15,5,11.6510113509478
2,0.5,1.5,0,9,12,15,5.1,11.7721126497011
2,0.5,1.5,0,9,12,15,5.2,11.886938756835
2,0.5,1.5,0,9,12,15,5.3,11.9957968751839
2,0.5,1.5,0,9,12,15,5.4,12.0992177836738
2,0.5,1.5,0,9,12,15,5.5,12.1978833623665
2,0.5,1.5,0,9,12,15,5.6,12.292440682042
2,0.5,1.5,0,9,12,15,5.7,12.3836490079221
2,0.5,1.5,0,9,12,15,5.8,12.4721536397707
2,0.5,1.5,0,9,12,15,5.9,12.5586343295508
2,0.5,1.5,0,9,12,15,6,12.6439547311854
2,0.5,1.5,0,9,12,15,6.1,12.7287734296394
2,0.5,1.5,0,9,12,15,6.2,12.8138867196727
2,0.5,1.5,0,9,12,15,6.3,12.8999093506512
2,0.5,1.5,0,9,12,15,6.4,12.9875474524413
2,0.5,1.5,0,9,12,15,6.5,13.0774841484366
2,0.5,1.5,0,9,12,15,6.6,13.1703637288001
2,0.5,1.5,0,9,12,15,6.7,13.2667110076231
2,0.5,1.5,0,9,12,15,6.8,13.3670068312664
2,0.5,1.5,0,9,12,15,6.9,13.4716628945485
2,0.5,1.5,0,9,12,15,7,13.5810405026131
2,0.5,1.5,0,9,12,15,7.1,13.6954756909313
2,0.5,1.5,0,9,12,15,7.2,13.815204363633
2,0.5,1.5,0,9,12,15,7.3,13.9403280798022
2,0.5,1.5,0,9,12,15,7.4,14.0707771133349
2,0.5,1.5,0,9,12,15,7.5,14.2065037134455
2,0.5,1.5,0,9,12,15,7.6,14.3473762284935
2,0.5,1.5,0,9,12,15,7.7,14.4931454848585
2,0.5,1.5,0,9,12,15,7.8,14.6433415536293
2,0.5,1.5,0,9,12,15,7.9,14.7976645999817
2,0.5,1.5,0,9,12,15,8,14.9555945075275
2,0.5,1.5,0,9,12,15,8.1,15.1164587066509
2,0.5,1.5,0,9,12,15,8.2,15.2798063948349
2,0.5,1.5,0,9,12,15,8.3,15.4450297915993
2,0.5,1.5,0,9,12,15,8.4,15.6116247607039
2,0.5,1.5,0,9,12,15,8.5,15.7790789528118
2,0.5,1.5,0,9,12,15,8.6,15.9470220571179
2,0.5,1.5,0,9,12,15,8.7,16.1150997090442
2,0.5,1.5,0,9,12,15,8.8,16.2830735801805
2,0.5,1.5,0,9,12,15,8.9,16.4506814160117
2,0.5,1.5,0,9,12,15,9,16.6179009172569
2,0.5,1.5,0,9,12,15,9.1,16.7848621019631
2,0.5,1.5,0,9,12,15,9.2,16.9516829296095
2,0.5,1.5,0,9,12,15,9.3,17.1185128003525
2,0.5,1.5,0,9,12,15,9.4,17.2855453445299
2,0.5,1.5,0,9,12,15,9.5,17.4530503897922
2,0.5,1.5,0,9,12,15,9.6,17.6212220305913
2,0.5,1.5,0,9,12,15,9.7,17.7904771664355
2,0.5,1.5,0,9,12,15,9.8,17.9612167663569
2,0.5,1.5,0,9,12,15,9.9,18.1336240869826
2,0.5,1.5,0,9,12,15,10,18.30784810501
2,0.5,1.5,0,9,12,15,10.1,18.4842084461276
2,0.5,1.5,0,9,12,15,10.2,18.6628950768473
2,0.5,1.5,0,9,12,15,10.3,18.8439243245213
2,0.5,1.5,0,9,12,15,10.4,19.027238886305
2,0.5,1.5,0,9,12,15,10.5,19.2128874579545
2,0.5,1.5,0,9,12,15,10.6,19.4007129561635
-2,0.5,1.5,0,11,8,15,0.6,6.01469167153669
-2,0.5,1.5,0,11,8,15,0.7,5.13719352725436
-2,0.5,1.5,0,11,8,15,0.8,4.45181528815424
-2,0.5,1.5,0,11,8,15,0.9,3.94609646862957
-2,0.5,1.5,0,11,8,15,1,3.61518681646742
-2,0.5,1.5,0,11,8,15,1.1,3.41018744473769
-2,0.5,1.5,0,11,8,15,1.2,3.30589996701554
-2,0.5,1.5,0,11,8,15,1.3,3.2898369573362
-2,0.5,1.5,0,11,8,15,1.4,3.32593392485239
-2,0.5,1.5,0,11,8,15,1.5,3.49392276224293
-2,0.5,1.5,0,11,8,15,1.6,3.7378669043981
-2,0.5,1.5,0,11,8,15,1.7,3.99698778136074
-2,0.5,1.5,0,11,8,15,1.8,4.27186561052461
-2,0.5,1.5,0,11,8,15,1.9,4.54501877450909
-2,0.5,1.5,0,11,8,15,2,4.82193179379272
-2,0.5,1.5,0,11,8,15,2.1,5.09323952619026
-2,0.5,1.5,0,11,8,15,2.2,5.35009122299446
-2,0.5,1.5,0,11,8,15,2.3,5.59928823537438
-2,0.5,1.5,0,11,8,15,2.4,5.8340653030064
-2,0.5,1.5,0,11,8,15,2.5,6.05431574647248
-2,0.5,1.5,0,11,8,15,2.6,6.25962921795141
-2,0.5,1.5,0,11,8,15,2.7,6.44975008429294
-2,0.5,1.5,0,11,8,15,2.8,6.62434217129456
-2,0.5,1.5,0,11,8,15,2.9,6.78452352705465
-2,0.5,1.5,0,11,8,15,3,6.93112525820803
-2,0.5,1.5,0,11,8,15,3.1,7.06406581643021
-2,0.5,1.5,0,11,8,15,3.2,7.18440164589119
-2,0.5,1.5,0,11,8,15,3.3,7.29242913603902
-2,0.5,1.5,0,11,8,15,3.4,7.3886918142974
-2,0.5,1.5,0,11,8,15,3.5,7.47359876676943
-2,0.5,1.5,0,11,8,15,3.6,7.54762414934527
-2,0.5,1.5,0,11,8,15,3.7,7.61145695379153
-2,0.5,1.5,0,11,8,15,3.8,7.66508516418653
-2,0.5,1.5,0,11,8,15,3.9,7.70938712531395
-2,0.5,1.5,0,11,8,15,4,7.74518543401037
-2,0.5,1.5,0,11,8,15,4.1,7.77354800230097
-2,0.5,1.5,0,11,8,15,4.2,7.79518772396465
-2,0.5,1.5,0,11,8,15,4.3,7.81096262125865
-2,0.5,1.5,0,11,8,15,4.4,7.82209703769835
-2,0.5,1.5,0,11,8,15,4.5,7.82956177859122
-2,0.5,1.5,0,11,8,15,4.6,7.83445376650338
-2,0.5,1.5,0,11,8,15,4.7,7.83795432355889
-2,0.5,1.5,0,11,8,15,4.8,7.84096420759975
-2,0.5,1.5,0,11,8,15,4.9,7.84430634797979
-2,0.5,1.5,0,11,8,15,5,7.84897787548773
-2,0.5,1.5,0,11,8,15,5.1,7.85583262773978
-2,0.5,1.5,0,11,8,15,5.2,7.86553334947602
-2,0.5,1.5,0,11,8,15,5.3,7.87899832921009
-2,0.5,1.5,0,11,8,15,5.4,7.89693585079759
-2,0.5,1.5,0,11,8,15,5.5,7.91986781986218
-2,0.5,1.5,0,11,8,15,5.6,7.94806651821368
-2,0.5,1.5,0,11,8,15,5.7,7.98188645526478
-2,0.5,1.5,0,11,8,15,5.8,8.0215486136645
-2,0.5,1.5,0,11,8,15,5.9,8.0669875232061
-2,0.5,1.5,0,11,8,15,6,8.11819029375322
-2,0.5,1.5,0,11,8,15,6.1,8.17514979078652
-2,0.5,1.5,0,11,8,15,6.2,8.23757634863957
-2,0.5,1.5,0,11,8,15,6.3,8.30518393361467
-2,0.5,1.5,0,11,8,15,6.4,8.37765360679749
-2,0.5,1.5,0,11,8,15,6.5,8.45473346144349
-2,0.5,1.5,0,11,8,15,6.6,8.53603758245099
-2,0.5,1.5,0,11,8,15,6.7,8.62093894262432
-2,0.5,1.5,0,11,8,15,6.8,8.70899696877664
-2,0.5,1.5,0,11,8,15,6.9,8.7996901118144
-2,0.5,1.5,0,11,8,15,7,8.89236752275565
-2,0.5,1.5,0,11,8,15,7.1,8.98654505169003
-2,0.5,1.5,0,11,8,15,7.2,9.0816531568436
-2,0.5,1.5,0,11,8,15,7.3,9.17704291933215
-2,0.5,1.5,0,11,8,15,7.4,9.27208334400553
-2,0.5,1.5,0,11,8,15,7.5,9.36634857745176
-2,0.5,1.5,0,11,8,15,7.6,9.45950115624895
-2,0.5,1.5,0,11,8,15,7.7,9.55111582833456
-2,0.5,1.5,0,11,8,15,7.8,9.64084113621241
-2,0.5,1.5,0,11,8,15,7.9,9.72861397783547
-2,0.5,1.5,0,11,8,15,8,9.81422032837796
-2,0.5,1.5,0,11,8,15,8.1,9.89770083615949
-2,0.5,1.5,0,11,8,15,8.2,9.97927385254932
-2,0.5,1.5,0,11,8,15,8.3,10.0590631744366
-2,0.5,1.5,0,11,8,15,8.4,10.1374218363345
-2,0.5,1.5,0,11,8,15,8.5,10.2146378568653
-2,0.5,1.5,0,11,8,15,8.6,10.2910205969994
-2,0.5,1.5,0,11,8,15,8.7,10.3670865589016
-2,0.5,1.5,0,11,8,15,8.8,10.4430792031625
-2,0.5,1.5,0,11,8,15,8.9,10.5193086543722
-2,0.5,1.5,0,11,8,15,9,10.596044853501
-2,0.5,1.5,0,11,8,15,9.1,10.6735618883301
-2,0.5,1.5,0,11,8,15,9.2,10.7519897331398
-2,0.5,1.5,0,11,8,15,9.3,10.8314164058525
-2,0.5,1.5,0,11,8,15,9.4,10.9118456554029
-2,0.5,1.5,0,11,8,15,9.5,10.9932120231828
-2,0.5,1.5,0,11,8,15,9.6,11.0753414576952
-2,0.5,1.5,0,11,8,15,9.7,11.1580368855777
-2,0.5,1.5,0,11,8,15,9.8,11.2411545757573
-2,0.5,1.5,0,11,8,15,9.9,11.3243803629592
-2,0.5,1.5,0,11,8,15,10,11.4074651134154
-2,0.5,1.5,0,11,8,15,10.1,11.4901004302685
-2,0.5,1.5,0,11,8,15,10.2,11.5720819824526
-2,0.5,1.5,0,11,8,15,10.3,11.6531228395055
-2,0.5,1.5,0,11,8,15,10.4,11.7330915277061
-2,0.5,1.5,0,11,8,15,10.5,11.8118695920167
-2,0.5,1.5,0,11,8,15,10.6,11.8893033264558
2,0.5,1.5,0,11,8,15,0.6,6.82405877014685
2,0.5,1.5,0,11,8,15,0.7,5.7515043461704
2,0.5,1.5,0,11,8,15,0.8,4.84626026533074
2,0.5,1.5,0,11,8,15,0.9,4.14940073674142
2,0.5,1.5,0,11,8,15,1,3.66689513774706
2,0.5,1.5,0,11,8,15,1.1,3.35955340070624
2,0.5,1.5,0,11,8,15,1.2,3.2004795704631
2,0.5,1.5,0,11,8,15,1.3,3.16506714471872
2,0.5,1.5,0,11,8,15,1.4,3.2202236303987
2,0.5,1.5,0,11,8,15,1.5,3.35630338851346
2,0.5,1.5,0,11,8,15,1.6,3.54727751322788
2,0.5,1.5,0,11,8,15,1.7,3.78107222573515
2,0.5,1.5,0,11,8,15,1.8,4.05053199341347
2,0.5,1.5,0,11,8,15,1.9,4.35080753978837
2,0.5,1.5,0,11,8,15,2,4.67299060557852
2,0.5,1.5,0,11,8,15,2.1,5.00854069428479
2,0.5,1.5,0,11,8,15,2.2,5.34966935490202
2,0.5,1.5,0,11,8,15,2.3,5.69831299996257
2,0.5,1.5,0,11,8,15,2.4,6.04763406447474
2,0.5,1.5,0,11,8,15,2.5,6.39624326150815
2,0.5,1.5,0,11,8,15,2.6,6.74155754619956
2,0.5,1.5,0,11,8,15,2.7,7.08090204754522
2,0.5,1.5,0,11,8,15,2.8,7.4129482564119
2,0.5,1.5,0,11,8,15,2.9,7.73584681100353
2,0.5,1.5,0,11,8,15,3,8.04967043587598
2,0.5,1.5,0,11,8,15,3.1,8.35399088270525
2,0.5,1.5,0,11,8,15,3.2,8.64788096201087
2,0.5,1.5,0,11,8,15,3.3,8.93199940419398
2,0.5,1.5,0,11,8,15,3.4,9.20605008449092
2,0.5,1.5,0,11,8,15,3.5,9.47001988714225
2,0.5,1.5,0,11,8,15,3.6,9.72429215823862
2,0.5,1.5,0,11,8,15,3.7,9.96866019901711
2,0.5,1.5,0,11,8,15,3.8,10.2030961752379
2,0.5,1.5,0,11,8,15,3.9,10.4276132531619
2,0.5,1.5,0,11,8,15,4,10.6421732557146
2,0.5,1.5,0,11,8,15,4.1,10.8472840505802
2,0.5,1.5,0,11,8,15,4.2,11.0427996522575
2,0.5,1.5,0,11,8,15,4.3,11.2282288000825
2,0.5,1.5,0,11,8,15,4.4,11.4038679818524
2,0.5,1.5,0,11,8,15,4.5,11.5700922482087
2,0.5,1.5,0,11,8,15,4.6,11.7271865156647
2,0.5,1.5,0,11,8,15,4.7,11.875281944639
2,0.5,1.5,0,11,8,15,4.8,12.0143671303551
2,0.5,1.5,0,11,8,15,4.9,12.1450298828108
2,0.5,1.5,0,11,8,15,5,12.2678500519744
2,0.5,1.5,0,11,8,15,5.1,12.3832517825792
2,0.5,1.5,0,11,8,15,5.2,12.4915914062405
2,0.5,1.5,0,11,8,15,5.3,12.5934695304129
