"df [mm]","ex1 [mm]","ex2 [mm]","Phi [deg]","XPF1 [mm]","XPF2 [mm]","YG [mm]","Freq [GHz]","max(dB(GainTotal)) []"
-2,0.5,1.5,0,9,8,5,0.6,-22.4369197125764
-2,0.5,1.5,0,9,8,5,0.7,-20.5062758607135
-2,0.5,1.5,0,9,8,5,0.8,-18.9395460341719
-2,0.5,1.5,0,9,8,5,0.9,-17.409821222177
-2,0.5,1.5,0,9,8,5,1,-16.1407708315873
-2,0.5,1.5,0,9,8,5,1.1,-15.020099887607
-2,0.5,1.5,0,9,8,5,1.2,-13.8884870406008
-2,0.5,1.5,0,9,8,5,1.3,-13.0533866180577
-2,0.5,1.5,0,9,8,5,1.4,-12.1474077135901
-2,0.5,1.5,0,9,8,5,1.5,-11.4760229003913
-2,0.5,1.5,0,9,8,5,1.6,-10.9775682393078
-2,0.5,1.5,0,9,8,5,1.7,-10.5814997931385
-2,0.5,1.5,0,9,8,5,1.8,-10.4667502290478
-2,0.5,1.5,0,9,8,5,1.9,-10.1943006865968
-2,0.5,1.5,0,9,8,5,2,-10.1223235369197
-2,0.5,1.5,0,9,8,5,2.1,-10.1267175160199
-2,0.5,1.5,0,9,8,5,2.2,-10.1488025492034
-2,0.5,1.5,0,9,8,5,2.3,-10.370449063352
-2,0.5,1.5,0,9,8,5,2.4,-10.5158914671494
-2,0.5,1.5,0,9,8,5,2.5,-10.7994495218048
-2,0.5,1.5,0,9,8,5,2.6,-11.0461491883837
-2,0.5,1.5,0,9,8,5,2.7,-11.2557397397403
-2,0.5,1.5,0,9,8,5,2.8,-11.4958208433675
-2,0.5,1.5,0,9,8,5,2.9,-11.72841325266
-2,0.5,1.5,0,9,8,5,3,-11.9010960177192
-2,0.5,1.5,0,9,8,5,3.1,-12.1106657199647
-2,0.5,1.5,0,9,8,5,3.2,-12.1837869512321
-2,0.5,1.5,0,9,8,5,3.3,-12.259135970195
-2,0.5,1.5,0,9,8,5,3.4,-12.2548472298734
-2,0.5,1.5,0,9,8,5,3.5,-12.1728468296558
-2,0.5,1.5,0,9,8,5,3.6,-12.1319399720508
-2,0.5,1.5,0,9,8,5,3.7,-12.0252001744915
-2,0.5,1.5,0,9,8,5,3.8,-11.932121202267
-2,0.5,1.5,0,9,8,5,3.9,-11.801126355253
-2,0.5,1.5,0,9,8,5,4,-11.6524107904817
-2,0.5,1.5,0,9,8,5,4.1,-11.5290150893973
-2,0.5,1.5,0,9,8,5,4.2,-11.4335810853684
-2,0.5,1.5,0,9,8,5,4.3,-11.3676191790124
-2,0.5,1.5,0,9,8,5,4.4,-11.3308690449093
-2,0.5,1.5,0,9,8,5,4.5,-11.3122561065189
-2,0.5,1.5,0,9,8,5,4.6,-11.3104298607431
-2,0.5,1.5,0,9,8,5,4.7,-11.3346477250199
-2,0.5,1.5,0,9,8,5,4.8,-11.384241910762
-2,0.5,1.5,0,9,8,5,4.9,-11.4625276391345
-2,0.5,1.5,0,9,8,5,5,-11.5672301040961
-2,0.5,1.5,0,9,8,5,5.1,-11.6843172209675
-2,0.5,1.5,0,9,8,5,5.2,-11.8100181013192
-2,0.5,1.5,0,9,8,5,5.3,-11.9449545120681
-2,0.5,1.5,0,9,8,5,5.4,-12.0704770229661
-2,0.5,1.5,0,9,8,5,5.5,-12.1881291190801
-2,0.5,1.5,0,9,8,5,5.6,-12.3138471163507
-2,0.5,1.5,0,9,8,5,5.7,-12.415793664958
-2,0.5,1.5,0,9,8,5,5.8,-12.4840967076178
-2,0.5,1.5,0,9,8,5,5.9,-12.5222447715344
-2,0.5,1.5,0,9,8,5,6,-12.5279780894453
-2,0.5,1.5,0,9,8,5,6.1,-12.4951367385597
-2,0.5,1.5,0,9,8,5,6.2,-12.4467323204612
-2,0.5,1.5,0,9,8,5,6.3,-12.375996657837
-2,0.5,1.5,0,9,8,5,6.4,-12.2619937188894
-2,0.5,1.5,0,9,8,5,6.5,-12.1241698566111
-2,0.5,1.5,0,9,8,5,6.6,-11.9893298308103
-2,0.5,1.5,0,9,8,5,6.7,-11.8398969504271
-2,0.5,1.5,0,9,8,5,6.8,-11.6773045648202
-2,0.5,1.5,0,9,8,5,6.9,-11.5110384988862
-2,0.5,1.5,0,9,8,5,7,-11.3363030565189
-2,0.5,1.5,0,9,8,5,7.1,-11.149941023091
-2,0.5,1.5,0,9,8,5,7.2,-10.9859649877973
-2,0.5,1.5,0,9,8,5,7.3,-10.8358587501107
-2,0.5,1.5,0,9,8,5,7.4,-10.6814335158338
-2,0.5,1.5,0,9,8,5,7.5,-10.5448690991089
-2,0.5,1.5,0,9,8,5,7.6,-10.4345097569149
-2,0.5,1.5,0,9,8,5,7.7,-10.3429156315029
-2,0.5,1.5,0,9,8,5,7.8,-10.2490999458958
-2,0.5,1.5,0,9,8,5,7.9,-10.1710166911449
-2,0.5,1.5,0,9,8,5,8,-10.1010197712048
-2,0.5,1.5,0,9,8,5,8.1,-10.0392576340949
-2,0.5,1.5,0,9,8,5,8.2,-9.99318278712633
-2,0.5,1.5,0,9,8,5,8.3,-9.92992779160773
-2,0.5,1.5,0,9,8,5,8.4,-9.86324907583217
-2,0.5,1.5,0,9,8,5,8.5,-9.79549276781047
-2,0.5,1.5,0,9,8,5,8.6,-9.75917918712676
-2,0.5,1.5,0,9,8,5,8.7,-9.7030559000538
-2,0.5,1.5,0,9,8,5,8.8,-9.64139442220869
-2,0.5,1.5,0,9,8,5,8.9,-9.59052973138492
-2,0.5,1.5,0,9,8,5,9,-9.55629451837078
-2,0.5,1.5,0,9,8,5,9.1,-9.52453395303263
-2,0.5,1.5,0,9,8,5,9.2,-9.47206767916952
-2,0.5,1.5,0,9,8,5,9.3,-9.43433786366782
-2,0.5,1.5,0,9,8,5,9.4,-9.40211072513474
-2,0.5,1.5,0,9,8,5,9.5,-9.3654949171975
-2,0.5,1.5,0,9,8,5,9.6,-9.34739268873126
-2,0.5,1.5,0,9,8,5,9.7,-9.35209231407972
-2,0.5,1.5,0,9,8,5,9.8,-9.36619887089935
-2,0.5,1.5,0,9,8,5,9.9,-9.3943676294607
-2,0.5,1.5,0,9,8,5,10,-9.44971383247618
-2,0.5,1.5,0,9,8,5,10.1,-9.51518166356776
-2,0.5,1.5,0,9,8,5,10.2,-9.60757339899309
-2,0.5,1.5,0,9,8,5,10.3,-9.71689986382198
-2,0.5,1.5,0,9,8,5,10.4,-9.80957399541608
-2,0.5,1.5,0,9,8,5,10.5,-9.90807632247624
-2,0.5,1.5,0,9,8,5,10.6,-10.0030699872084
2,0.5,1.5,0,9,8,5,0.6,-22.9135375259966
2,0.5,1.5,0,9,8,5,0.7,-20.9375041835078
2,0.5,1.5,0,9,8,5,0.8,-19.3414676029283
2,0.5,1.5,0,9,8,5,0.9,-17.781991167533
2,0.5,1.5,0,9,8,5,1,-16.4981527324475
2,0.5,1.5,0,9,8,5,1.1,-15.3539871737245
2,0.5,1.5,0,9,8,5,1.2,-14.2051604303475
2,0.5,1.5,0,9,8,5,1.3,-13.3521811977272
2,0.5,1.5,0,9,8,5,1.4,-12.4243642777003
2,0.5,1.5,0,9,8,5,1.5,-11.7363163029532
2,0.5,1.5,0,9,8,5,1.6,-11.2094187658208
2,0.5,1.5,0,9,8,5,1.7,-10.78771454459
2,0.5,1.5,0,9,8,5,1.8,-10.6389280617435
2,0.5,1.5,0,9,8,5,1.9,-10.3316862424996
2,0.5,1.5,0,9,8,5,2,-10.2247021986434
2,0.5,1.5,0,9,8,5,2.1,-10.1857520053688
2,0.5,1.5,0,9,8,5,2.2,-10.1661175957301
2,0.5,1.5,0,9,8,5,2.3,-10.3469790581398
2,0.5,1.5,0,9,8,5,2.4,-10.4406857115151
2,0.5,1.5,0,9,8,5,2.5,-10.6821348699162
2,0.5,1.5,0,9,8,5,2.6,-10.889956578482
2,0.5,1.5,0,9,8,5,2.7,-11.0621738337906
2,0.5,1.5,0,9,8,5,2.8,-11.2679329620799
2,0.5,1.5,0,9,8,5,2.9,-11.4638487224354
2,0.5,1.5,0,9,8,5,3,-11.6020793996139
2,0.5,1.5,0,9,8,5,3.1,-11.763743885917
2,0.5,1.5,0,9,8,5,3.2,-11.7848834533139
2,0.5,1.5,0,9,8,5,3.3,-11.821821842237
2,0.5,1.5,0,9,8,5,3.4,-11.7675381096155
2,0.5,1.5,0,9,8,5,3.5,-11.6282370709872
2,0.5,1.5,0,9,8,5,3.6,-11.5341504600742
2,0.5,1.5,0,9,8,5,3.7,-11.3755755800623
2,0.5,1.5,0,9,8,5,3.8,-11.2518922259222
2,0.5,1.5,0,9,8,5,3.9,-11.0885050468598
2,0.5,1.5,0,9,8,5,4,-10.8929930732326
2,0.5,1.5,0,9,8,5,4.1,-10.7249300194068
2,0.5,1.5,0,9,8,5,4.2,-10.5753910153033
2,0.5,1.5,0,9,8,5,4.3,-10.4657548178898
2,0.5,1.5,0,9,8,5,4.4,-10.3833407076969
2,0.5,1.5,0,9,8,5,4.5,-10.3246780988528
2,0.5,1.5,0,9,8,5,4.6,-10.2942245150988
2,0.5,1.5,0,9,8,5,4.7,-10.2925119450999
2,0.5,1.5,0,9,8,5,4.8,-10.318182184692
2,0.5,1.5,0,9,8,5,4.9,-10.3713819623262
2,0.5,1.5,0,9,8,5,5,-10.4590488419958
2,0.5,1.5,0,9,8,5,5.1,-10.5638443305126
2,0.5,1.5,0,9,8,5,5.2,-10.6888500795842
2,0.5,1.5,0,9,8,5,5.3,-10.8124108070799
2,0.5,1.5,0,9,8,5,5.4,-10.9331285437177
2,0.5,1.5,0,9,8,5,5.5,-11.0544163188989
2,0.5,1.5,0,9,8,5,5.6,-11.1694171826197
2,0.5,1.5,0,9,8,5,5.7,-11.2713517856875
2,0.5,1.5,0,9,8,5,5.8,-11.3664791018742
2,0.5,1.5,0,9,8,5,5.9,-11.455867984872
2,0.5,1.5,0,9,8,5,6,-11.5326786495544
2,0.5,1.5,0,9,8,5,6.1,-11.6020705538826
2,0.5,1.5,0,9,8,5,6.2,-11.6754040906608
2,0.5,1.5,0,9,8,5,6.3,-11.7523939148534
2,0.5,1.5,0,9,8,5,6.4,-11.8404131441037
2,0.5,1.5,0,9,8,5,6.5,-11.9475591647285
2,0.5,1.5,0,9,8,5,6.6,-12.0608609715873
2,0.5,1.5,0,9,8,5,6.7,-12.1922919518859
2,0.5,1.5,0,9,8,5,6.8,-12.3412446776553
2,0.5,1.5,0,9,8,5,6.9,-12.5106189529061
2,0.5,1.5,0,9,8,5,7,-12.7115129838896
2,0.5,1.5,0,9,8,5,7.1,-12.9192516542519
2,0.5,1.5,0,9,8,5,7.2,-13.1258046716334
2,0.5,1.5,0,9,8,5,7.3,-13.3337547336703
2,0.5,1.5,0,9,8,5,7.4,-13.5554270136337
2,0.5,1.5,0,9,8,5,7.5,-13.719270847891
2,0.5,1.5,0,9,8,5,7.6,-13.5819579206206
2,0.5,1.5,0,9,8,5,7.7,-13.390364190922
2,0.5,1.5,0,9,8,5,7.8,-13.1995786472684
2,0.5,1.5,0,9,8,5,7.9,-13.0234207989403
2,0.5,1.5,0,9,8,5,8,-12.8507641728996
2,0.5,1.5,0,9,8,5,8.1,-12.6887592326113
2,0.5,1.5,0,9,8,5,8.2,-12.5475584333462
2,0.5,1.5,0,9,8,5,8.3,-12.4060719883847
2,0.5,1.5,0,9,8,5,8.4,-12.2478211645495
2,0.5,1.5,0,9,8,5,8.5,-12.0775006542823
2,0.5,1.5,0,9,8,5,8.6,-11.9083223293569
2,0.5,1.5,0,9,8,5,8.7,-11.7490030020849
2,0.5,1.5,0,9,8,5,8.8,-11.6021167295632
2,0.5,1.5,0,9,8,5,8.9,-11.4736716064087
2,0.5,1.5,0,9,8,5,9,-11.3346695193108
2,0.5,1.5,0,9,8,5,9.1,-11.204515518241
2,0.5,1.5,0,9,8,5,9.2,-11.0791955960938
2,0.5,1.5,0,9,8,5,9.3,-10.9491912171735
2,0.5,1.5,0,9,8,5,9.4,-10.8215213809132
2,0.5,1.5,0,9,8,5,9.5,-10.7107094069181
2,0.5,1.5,0,9,8,5,9.6,-10.6058113510152
2,0.5,1.5,0,9,8,5,9.7,-10.517006634178
2,0.5,1.5,0,9,8,5,9.8,-10.4207477530434
2,0.5,1.5,0,9,8,5,9.9,-10.3272285917441
2,0.5,1.5,0,9,8,5,10,-10.2240363839007
2,0.5,1.5,0,9,8,5,10.1,-10.116406990397
2,0.5,1.5,0,9,8,5,10.2,-10.0043265644499
2,0.5,1.5,0,9,8,5,10.3,-9.88864070418063
2,0.5,1.5,0,9,8,5,10.4,-9.78643791561434
2,0.5,1.5,0,9,8,5,10.5,-9.69785968653354
2,0.5,1.5,0,9,8,5,10.6,-9.61944106334855
-2,0.5,1.5,0,9,12,5,0.6,-22.4259758582431
-2,0.5,1.5,0,9,12,5,0.7,-20.4981207031977
-2,0.5,1.5,0,9,12,5,0.8,-18.9233039170357
-2,0.5,1.5,0,9,12,5,0.9,-17.3912272529021
-2,0.5,1.5,0,9,12,5,1,-16.1246939468614
-2,0.5,1.5,0,9,12,5,1.1,-15.0088210267563
-2,0.5,1.5,0,9,12,5,1.2,-13.8703828125979
-2,0.5,1.5,0,9,12,5,1.3,-13.0294171590393
-2,0.5,1.5,0,9,12,5,1.4,-12.1158134963279
-2,0.5,1.5,0,9,12,5,1.5,-11.4372296475274
-2,0.5,1.5,0,9,12,5,1.6,-10.9330040334427
-2,0.5,1.5,0,9,12,5,1.7,-10.5316193076457
-2,0.5,1.5,0,9,12,5,1.8,-10.4092771823852
-2,0.5,1.5,0,9,12,5,1.9,-10.1311896703964
-2,0.5,1.5,0,9,12,5,2,-10.0532528802593
-2,0.5,1.5,0,9,12,5,2.1,-10.0550147045232
-2,0.5,1.5,0,9,12,5,2.2,-10.0674744577085
-2,0.5,1.5,0,9,12,5,2.3,-10.2881197954703
-2,0.5,1.5,0,9,12,5,2.4,-10.4275982979141
-2,0.5,1.5,0,9,12,5,2.5,-10.7119885745967
-2,0.5,1.5,0,9,12,5,2.6,-10.9670710208534
-2,0.5,1.5,0,9,12,5,2.7,-11.1823170361563
-2,0.5,1.5,0,9,12,5,2.8,-11.4249108842321
-2,0.5,1.5,0,9,12,5,2.9,-11.6600175355902
-2,0.5,1.5,0,9,12,5,3,-11.8141228338265
-2,0.5,1.5,0,9,12,5,3.1,-12.005241016567
-2,0.5,1.5,0,9,12,5,3.2,-12.0426169672085
-2,0.5,1.5,0,9,12,5,3.3,-12.0989973990181
-2,0.5,1.5,0,9,12,5,3.4,-12.0695125339649
-2,0.5,1.5,0,9,12,5,3.5,-11.9648356187988
-2,0.5,1.5,0,9,12,5,3.6,-11.9093519459375
-2,0.5,1.5,0,9,12,5,3.7,-11.7834471133472
-2,0.5,1.5,0,9,12,5,3.8,-11.6782020007503
-2,0.5,1.5,0,9,12,5,3.9,-11.5437893320127
-2,0.5,1.5,0,9,12,5,4,-11.389322726485
-2,0.5,1.5,0,9,12,5,4.1,-11.2439599275979
-2,0.5,1.5,0,9,12,5,4.2,-11.1279113821982
-2,0.5,1.5,0,9,12,5,4.3,-11.0466501057492
-2,0.5,1.5,0,9,12,5,4.4,-10.9994115811995
-2,0.5,1.5,0,9,12,5,4.5,-10.9634535317979
-2,0.5,1.5,0,9,12,5,4.6,-10.9536473115142
-2,0.5,1.5,0,9,12,5,4.7,-10.9560198708028
-2,0.5,1.5,0,9,12,5,4.8,-10.9750216017234
-2,0.5,1.5,0,9,12,5,4.9,-11.0178190479307
-2,0.5,1.5,0,9,12,5,5,-11.0864713525531
-2,0.5,1.5,0,9,12,5,5.1,-11.1635814424208
-2,0.5,1.5,0,9,12,5,5.2,-11.2551963588986
-2,0.5,1.5,0,9,12,5,5.3,-11.3477000568687
-2,0.5,1.5,0,9,12,5,5.4,-11.4395697891524
-2,0.5,1.5,0,9,12,5,5.5,-11.5261290457818
-2,0.5,1.5,0,9,12,5,5.6,-11.589454571895
-2,0.5,1.5,0,9,12,5,5.7,-11.6438872814458
-2,0.5,1.5,0,9,12,5,5.8,-11.6810712977585
-2,0.5,1.5,0,9,12,5,5.9,-11.6960920354468
-2,0.5,1.5,0,9,12,5,6,-11.6856048457859
-2,0.5,1.5,0,9,12,5,6.1,-11.656619688332
-2,0.5,1.5,0,9,12,5,6.2,-11.5965785909344
-2,0.5,1.5,0,9,12,5,6.3,-11.5268577645341
-2,0.5,1.5,0,9,12,5,6.4,-11.4574084922158
-2,0.5,1.5,0,9,12,5,6.5,-11.3819954429452
-2,0.5,1.5,0,9,12,5,6.6,-11.2882667467379
-2,0.5,1.5,0,9,12,5,6.7,-11.1923684743526
-2,0.5,1.5,0,9,12,5,6.8,-11.0888053943228
-2,0.5,1.5,0,9,12,5,6.9,-10.9804375094263
-2,0.5,1.5,0,9,12,5,7,-10.8667137124791
-2,0.5,1.5,0,9,12,5,7.1,-10.7466749933871
-2,0.5,1.5,0,9,12,5,7.2,-10.6369258291268
-2,0.5,1.5,0,9,12,5,7.3,-10.5353689887165
-2,0.5,1.5,0,9,12,5,7.4,-10.4475231140578
-2,0.5,1.5,0,9,12,5,7.5,-10.3691221416482
-2,0.5,1.5,0,9,12,5,7.6,-10.3064171292342
-2,0.5,1.5,0,9,12,5,7.7,-10.2543777774913
-2,0.5,1.5,0,9,12,5,7.8,-10.2091345372883
-2,0.5,1.5,0,9,12,5,7.9,-10.1761579601516
-2,0.5,1.5,0,9,12,5,8,-10.1725117515943
-2,0.5,1.5,0,9,12,5,8.1,-10.1753671997352
-2,0.5,1.5,0,9,12,5,8.2,-10.182963756848
-2,0.5,1.5,0,9,12,5,8.3,-10.1969541678858
-2,0.5,1.5,0,9,12,5,8.4,-10.2130822315585
-2,0.5,1.5,0,9,12,5,8.5,-10.2353820060818
-2,0.5,1.5,0,9,12,5,8.6,-10.2591261820588
-2,0.5,1.5,0,9,12,5,8.7,-10.2822864038211
-2,0.5,1.5,0,9,12,5,8.8,-10.3105867784788
-2,0.5,1.5,0,9,12,5,8.9,-10.347726198558
-2,0.5,1.5,0,9,12,5,9,-10.3832937548925
-2,0.5,1.5,0,9,12,5,9.1,-10.437776993157
-2,0.5,1.5,0,9,12,5,9.2,-10.4902058223849
-2,0.5,1.5,0,9,12,5,9.3,-10.5442893148043
-2,0.5,1.5,0,9,12,5,9.4,-10.6174521583049
-2,0.5,1.5,0,9,12,5,9.5,-10.692992497097
-2,0.5,1.5,0,9,12,5,9.6,-10.7640471077952
-2,0.5,1.5,0,9,12,5,9.7,-10.829299498312
-2,0.5,1.5,0,9,12,5,9.8,-10.8873042276641
-2,0.5,1.5,0,9,12,5,9.9,-10.9515614116411
-2,0.5,1.5,0,9,12,5,10,-10.9802026000819
-2,0.5,1.5,0,9,12,5,10.1,-11.0110327337644
-2,0.5,1.5,0,9,12,5,10.2,-11.0378701117916
-2,0.5,1.5,0,9,12,5,10.3,-11.0719252525295
-2,0.5,1.5,0,9,12,5,10.4,-11.1173931484171
-2,0.5,1.5,0,9,12,5,10.5,-11.1886513889879
-2,0.5,1.5,0,9,12,5,10.6,-11.2689361370018
2,0.5,1.5,0,9,12,5,0.6,-22.9054530397495
2,0.5,1.5,0,9,12,5,0.7,-20.9441292756482
2,0.5,1.5,0,9,12,5,0.8,-19.3301316508827
2,0.5,1.5,0,9,12,5,0.9,-17.7645499641262
2,0.5,1.5,0,9,12,5,1,-16.482267313834
2,0.5,1.5,0,9,12,5,1.1,-15.3340312545754
2,0.5,1.5,0,9,12,5,1.2,-14.1831206318208
2,0.5,1.5,0,9,12,5,1.3,-13.3274029985531
2,0.5,1.5,0,9,12,5,1.4,-12.3972018932396
2,0.5,1.5,0,9,12,5,1.5,-11.7057625908123
2,0.5,1.5,0,9,12,5,1.6,-11.1762034342245
2,0.5,1.5,0,9,12,5,1.7,-10.7533323730277
2,0.5,1.5,0,9,12,5,1.8,-10.6021229393169
2,0.5,1.5,0,9,12,5,1.9,-10.2923592048841
2,0.5,1.5,0,9,12,5,2,-10.1811781046055
2,0.5,1.5,0,9,12,5,2.1,-10.1425622869287
2,0.5,1.5,0,9,12,5,2.2,-10.1216056962941
2,0.5,1.5,0,9,12,5,2.3,-10.2999890370246
2,0.5,1.5,0,9,12,5,2.4,-10.3982666943577
2,0.5,1.5,0,9,12,5,2.5,-10.6442596137801
2,0.5,1.5,0,9,12,5,2.6,-10.8719026272421
2,0.5,1.5,0,9,12,5,2.7,-11.0528638215498
2,0.5,1.5,0,9,12,5,2.8,-11.2595963654817
2,0.5,1.5,0,9,12,5,2.9,-11.4458999714607
2,0.5,1.5,0,9,12,5,3,-11.5682344308386
2,0.5,1.5,0,9,12,5,3.1,-11.7244326243739
2,0.5,1.5,0,9,12,5,3.2,-11.7284110966447
2,0.5,1.5,0,9,12,5,3.3,-11.7417364137389
2,0.5,1.5,0,9,12,5,3.4,-11.6737431470126
2,0.5,1.5,0,9,12,5,3.5,-11.5268698152244
2,0.5,1.5,0,9,12,5,3.6,-11.4376180469654
2,0.5,1.5,0,9,12,5,3.7,-11.285852236556
2,0.5,1.5,0,9,12,5,3.8,-11.1412611176281
2,0.5,1.5,0,9,12,5,3.9,-10.9700631430878
2,0.5,1.5,0,9,12,5,4,-10.7801886890623
2,0.5,1.5,0,9,12,5,4.1,-10.6184172129176
2,0.5,1.5,0,9,12,5,4.2,-10.474739336185
2,0.5,1.5,0,9,12,5,4.3,-10.3628245100264
2,0.5,1.5,0,9,12,5,4.4,-10.2792883695753
2,0.5,1.5,0,9,12,5,4.5,-10.2334925094181
2,0.5,1.5,0,9,12,5,4.6,-10.2138543290631
2,0.5,1.5,0,9,12,5,4.7,-10.2106682382086
2,0.5,1.5,0,9,12,5,4.8,-10.2329390812016
2,0.5,1.5,0,9,12,5,4.9,-10.2803458207465
2,0.5,1.5,0,9,12,5,5,-10.3660161398419
2,0.5,1.5,0,9,12,5,5.1,-10.4746924916371
2,0.5,1.5,0,9,12,5,5.2,-10.5988613615146
2,0.5,1.5,0,9,12,5,5.3,-10.7286136778217
2,0.5,1.5,0,9,12,5,5.4,-10.8632961968923
2,0.5,1.5,0,9,12,5,5.5,-10.9950140346459
2,0.5,1.5,0,9,12,5,5.6,-11.1151288909367
2,0.5,1.5,0,9,12,5,5.7,-11.2247586867584
2,0.5,1.5,0,9,12,5,5.8,-11.3254804837044
2,0.5,1.5,0,9,12,5,5.9,-11.4297546247673
2,0.5,1.5,0,9,12,5,6,-11.5145537581609
2,0.5,1.5,0,9,12,5,6.1,-11.5936856400198
2,0.5,1.5,0,9,12,5,6.2,-11.6659243817655
2,0.5,1.5,0,9,12,5,6.3,-11.7426249534462
2,0.5,1.5,0,9,12,5,6.4,-11.8343158486505
2,0.5,1.5,0,9,12,5,6.5,-11.9330393684849
2,0.5,1.5,0,9,12,5,6.6,-12.0317274056357
2,0.5,1.5,0,9,12,5,6.7,-12.1359698902503
2,0.5,1.5,0,9,12,5,6.8,-12.2559498303588
2,0.5,1.5,0,9,12,5,6.9,-12.3903122746501
2,0.5,1.5,0,9,12,5,7,-12.5132940216421
2,0.5,1.5,0,9,12,5,7.1,-12.6534136102303
2,0.5,1.5,0,9,12,5,7.2,-12.7929009811568
2,0.5,1.5,0,9,12,5,7.3,-12.9168329807915
2,0.5,1.5,0,9,12,5,7.4,-13.0392268028403
2,0.5,1.5,0,9,12,5,7.5,-13.1496875522688
2,0.5,1.5,0,9,12,5,7.6,-13.2302096241334
2,0.5,1.5,0,9,12,5,7.7,-13.2859128465909
2,0.5,1.5,0,9,12,5,7.8,-13.3459760327739
2,0.5,1.5,0,9,12,5,7.9,-13.3482303960647
2,0.5,1.5,0,9,12,5,8,-13.3339184714554
2,0.5,1.5,0,9,12,5,8.1,-13.3087190775114
2,0.5,1.5,0,9,12,5,8.2,-13.2846167424967
2,0.5,1.5,0,9,12,5,8.3,-13.2363117512605
2,0.5,1.5,0,9,12,5,8.4,-13.1524247724665
2,0.5,1.5,0,9,12,5,8.5,-13.085814169382
2,0.5,1.5,0,9,12,5,8.6,-13.0306333949885
2,0.5,1.5,0,9,12,5,8.7,-12.9703781447025
2,0.5,1.5,0,9,12,5,8.8,-12.9004428121039
2,0.5,1.5,0,9,12,5,8.9,-12.8494015184373
2,0.5,1.5,0,9,12,5,9,-12.7975522606652
2,0.5,1.5,0,9,12,5,9.1,-12.7390779749499
2,0.5,1.5,0,9,12,5,9.2,-12.6863857608706
2,0.5,1.5,0,9,12,5,9.3,-12.6256601939508
2,0.5,1.5,0,9,12,5,9.4,-12.5610717683157
2,0.5,1.5,0,9,12,5,9.5,-12.4885966214538
2,0.5,1.5,0,9,12,5,9.6,-12.4022966230522
2,0.5,1.5,0,9,12,5,9.7,-12.3033463146697
2,0.5,1.5,0,9,12,5,9.8,-12.1784191007462
2,0.5,1.5,0,9,12,5,9.9,-12.0613879813548
2,0.5,1.5,0,9,12,5,10,-11.9072267066227
2,0.5,1.5,0,9,12,5,10.1,-11.732777844057
2,0.5,1.5,0,9,12,5,10.2,-11.5832834331598
2,0.5,1.5,0,9,12,5,10.3,-11.4398937233094
2,0.5,1.5,0,9,12,5,10.4,-11.3007154700916
2,0.5,1.5,0,9,12,5,10.5,-11.1652990670062
2,0.5,1.5,0,9,12,5,10.6,-11.044527137465
-2,0.5,1.5,0,11,8,5,0.6,-22.3903936654333
-2,0.5,1.5,0,11,8,5,0.7,-20.4476595579773
-2,0.5,1.5,0,11,8,5,0.8,-18.8890389494121
-2,0.5,1.5,0,11,8,5,0.9,-17.3631441591488
-2,0.5,1.5,0,11,8,5,1,-16.0968829168902
-2,0.5,1.5,0,11,8,5,1.1,-14.9801137581019
-2,0.5,1.5,0,11,8,5,1.2,-13.846011919526
-2,0.5,1.5,0,11,8,5,1.3,-13.0105028180552
-2,0.5,1.5,0,11,8,5,1.4,-12.1005103694009
-2,0.5,1.5,0,11,8,5,1.5,-11.429865406373
-2,0.5,1.5,0,11,8,5,1.6,-10.9300104415493
-2,0.5,1.5,0,11,8,5,1.7,-10.5346163491905
-2,0.5,1.5,0,11,8,5,1.8,-10.4181159405758
-2,0.5,1.5,0,11,8,5,1.9,-10.1452426574371
-2,0.5,1.5,0,11,8,5,2,-10.077860820404
-2,0.5,1.5,0,11,8,5,2.1,-10.0841274490676
-2,0.5,1.5,0,11,8,5,2.2,-10.1060659896757
-2,0.5,1.5,0,11,8,5,2.3,-10.3396856938295
-2,0.5,1.5,0,11,8,5,2.4,-10.493996930102
-2,0.5,1.5,0,11,8,5,2.5,-10.7925728354245
-2,0.5,1.5,0,11,8,5,2.6,-11.0642815637284
-2,0.5,1.5,0,11,8,5,2.7,-11.2901827913567
-2,0.5,1.5,0,11,8,5,2.8,-11.5479692416888
-2,0.5,1.5,0,11,8,5,2.9,-11.7928577840952
-2,0.5,1.5,0,11,8,5,3,-11.9699207191127
-2,0.5,1.5,0,11,8,5,3.1,-12.1628202643467
-2,0.5,1.5,0,11,8,5,3.2,-12.191284033453
-2,0.5,1.5,0,11,8,5,3.3,-12.260964226719
-2,0.5,1.5,0,11,8,5,3.4,-12.2324779034608
-2,0.5,1.5,0,11,8,5,3.5,-12.1499649457624
-2,0.5,1.5,0,11,8,5,3.6,-12.0963325275615
-2,0.5,1.5,0,11,8,5,3.7,-11.9720735261947
-2,0.5,1.5,0,11,8,5,3.8,-11.8745713343417
-2,0.5,1.5,0,11,8,5,3.9,-11.757760349389
-2,0.5,1.5,0,11,8,5,4,-11.6165337608456
-2,0.5,1.5,0,11,8,5,4.1,-11.4906557050175
-2,0.5,1.5,0,11,8,5,4.2,-11.3939111612089
-2,0.5,1.5,0,11,8,5,4.3,-11.3447482628676
-2,0.5,1.5,0,11,8,5,4.4,-11.3264328426876
-2,0.5,1.5,0,11,8,5,4.5,-11.3117652430288
-2,0.5,1.5,0,11,8,5,4.6,-11.3269642510386
