"df [mm]","ex1 [mm]","ex2 [mm]","Phi [deg]","XPF1 [mm]","XPF2 [mm]","YG [mm]","Freq [GHz]","max(dB(GainTotal)) []"
2,3.5,2.5,0,9,12,5,6,-12.9962621993528
2,3.5,2.5,0,9,12,5,6.1,-13.0759281484238
2,3.5,2.5,0,9,12,5,6.2,-13.1579012433595
2,3.5,2.5,0,9,12,5,6.3,-13.24639523595
2,3.5,2.5,0,9,12,5,6.4,-13.3402072659978
2,3.5,2.5,0,9,12,5,6.5,-13.4075729109095
2,3.5,2.5,0,9,12,5,6.6,-13.4818314199393
2,3.5,2.5,0,9,12,5,6.7,-13.5696722373298
2,3.5,2.5,0,9,12,5,6.8,-13.6634429983983
2,3.5,2.5,0,9,12,5,6.9,-13.760094209456
2,3.5,2.5,0,9,12,5,7,-13.8423273757808
2,3.5,2.5,0,9,12,5,7.1,-13.9375038439583
2,3.5,2.5,0,9,12,5,7.2,-14.0295717799462
2,3.5,2.5,0,9,12,5,7.3,-14.0953450692045
2,3.5,2.5,0,9,12,5,7.4,-14.144822172464
2,3.5,2.5,0,9,12,5,7.5,-14.1860022912815
2,3.5,2.5,0,9,12,5,7.6,-14.2194554604176
2,3.5,2.5,0,9,12,5,7.7,-14.2427113497027
2,3.5,2.5,0,9,12,5,7.8,-14.2551874257341
2,3.5,2.5,0,9,12,5,7.9,-14.2664254005251
2,3.5,2.5,0,9,12,5,8,-14.2609496993338
2,3.5,2.5,0,9,12,5,8.1,-14.2760441505314
2,3.5,2.5,0,9,12,5,8.2,-14.278033876028
2,3.5,2.5,0,9,12,5,8.3,-14.2763053223485
2,3.5,2.5,0,9,12,5,8.4,-14.2819900384166
2,3.5,2.5,0,9,12,5,8.5,-14.2865446945376
2,3.5,2.5,0,9,12,5,8.6,-14.3028112977237
2,3.5,2.5,0,9,12,5,8.7,-14.3253236257956
2,3.5,2.5,0,9,12,5,8.8,-14.3644152891384
2,3.5,2.5,0,9,12,5,8.9,-14.3612672308451
2,3.5,2.5,0,9,12,5,9,-14.2510947166949
2,3.5,2.5,0,9,12,5,9.1,-14.0261664896339
2,3.5,2.5,0,9,12,5,9.2,-13.8111538985746
2,3.5,2.5,0,9,12,5,9.3,-13.5863879745102
2,3.5,2.5,0,9,12,5,9.4,-13.3721703347816
2,3.5,2.5,0,9,12,5,9.5,-13.1645177776618
2,3.5,2.5,0,9,12,5,9.6,-12.9739279447883
2,3.5,2.5,0,9,12,5,9.7,-12.776810029083
2,3.5,2.5,0,9,12,5,9.8,-12.5924231730653
2,3.5,2.5,0,9,12,5,9.9,-12.4162841878761
2,3.5,2.5,0,9,12,5,10,-12.236562732827
2,3.5,2.5,0,9,12,5,10.1,-12.0919594630581
2,3.5,2.5,0,9,12,5,10.2,-11.9502531257054
2,3.5,2.5,0,9,12,5,10.3,-11.8106404076916
2,3.5,2.5,0,9,12,5,10.4,-11.6770789523175
2,3.5,2.5,0,9,12,5,10.5,-11.5548595307934
2,3.5,2.5,0,9,12,5,10.6,-11.4378121420854
-2,3.5,2.5,0,11,8,5,0.6,-22.5039061395257
-2,3.5,2.5,0,11,8,5,0.7,-20.5688601369247
-2,3.5,2.5,0,11,8,5,0.8,-19.0104898493486
-2,3.5,2.5,0,11,8,5,0.9,-17.4872898308735
-2,3.5,2.5,0,11,8,5,1,-16.2324482564429
-2,3.5,2.5,0,11,8,5,1.1,-15.1349490917763
-2,3.5,2.5,0,11,8,5,1.2,-14.0166559034127
-2,3.5,2.5,0,11,8,5,1.3,-13.2025125677386
-2,3.5,2.5,0,11,8,5,1.4,-12.3163733451218
-2,3.5,2.5,0,11,8,5,1.5,-11.6687932814551
-2,3.5,2.5,0,11,8,5,1.6,-11.2002272707451
-2,3.5,2.5,0,11,8,5,1.7,-10.8357276723349
-2,3.5,2.5,0,11,8,5,1.8,-10.7565892784127
-2,3.5,2.5,0,11,8,5,1.9,-10.5235422014693
-2,3.5,2.5,0,11,8,5,2,-10.4987106436024
-2,3.5,2.5,0,11,8,5,2.1,-10.5551790132731
-2,3.5,2.5,0,11,8,5,2.2,-10.6273752321445
-2,3.5,2.5,0,11,8,5,2.3,-10.9114354595609
-2,3.5,2.5,0,11,8,5,2.4,-11.1134273306127
-2,3.5,2.5,0,11,8,5,2.5,-11.4765999957137
-2,3.5,2.5,0,11,8,5,2.6,-11.8056864866335
-2,3.5,2.5,0,11,8,5,2.7,-12.1026036863001
-2,3.5,2.5,0,11,8,5,2.8,-12.4336940133086
-2,3.5,2.5,0,11,8,5,2.9,-12.7383358749309
-2,3.5,2.5,0,11,8,5,3,-12.9762403006883
-2,3.5,2.5,0,11,8,5,3.1,-13.2446755854913
-2,3.5,2.5,0,11,8,5,3.2,-13.371078104411
-2,3.5,2.5,0,11,8,5,3.3,-13.5293263406726
-2,3.5,2.5,0,11,8,5,3.4,-13.5983825298474
-2,3.5,2.5,0,11,8,5,3.5,-13.6058575088087
-2,3.5,2.5,0,11,8,5,3.6,-13.6612386249574
-2,3.5,2.5,0,11,8,5,3.7,-13.6585837475787
-2,3.5,2.5,0,11,8,5,3.8,-13.6692748371214
-2,3.5,2.5,0,11,8,5,3.9,-13.6553219163248
-2,3.5,2.5,0,11,8,5,4,-13.6471274802444
-2,3.5,2.5,0,11,8,5,4.1,-13.6581512882654
-2,3.5,2.5,0,11,8,5,4.2,-13.6962895662086
-2,3.5,2.5,0,11,8,5,4.3,-13.7763660545948
-2,3.5,2.5,0,11,8,5,4.4,-13.8884044950001
-2,3.5,2.5,0,11,8,5,4.5,-14.0343254317037
-2,3.5,2.5,0,11,8,5,4.6,-14.2225859465305
-2,3.5,2.5,0,11,8,5,4.7,-14.4284669564753
-2,3.5,2.5,0,11,8,5,4.8,-14.656011358282
-2,3.5,2.5,0,11,8,5,4.9,-14.9041729153587
-2,3.5,2.5,0,11,8,5,5,-15.1871505677169
-2,3.5,2.5,0,11,8,5,5.1,-15.4918774311402
-2,3.5,2.5,0,11,8,5,5.2,-15.8048969130225
-2,3.5,2.5,0,11,8,5,5.3,-16.1182248853437
-2,3.5,2.5,0,11,8,5,5.4,-16.4258520568566
-2,3.5,2.5,0,11,8,5,5.5,-16.6927587869289
-2,3.5,2.5,0,11,8,5,5.6,-16.9226025639469
-2,3.5,2.5,0,11,8,5,5.7,-17.1048166526231
-2,3.5,2.5,0,11,8,5,5.8,-17.2120577038294
-2,3.5,2.5,0,11,8,5,5.9,-17.2590531605001
-2,3.5,2.5,0,11,8,5,6,-17.2043831257439
-2,3.5,2.5,0,11,8,5,6.1,-17.0973945190913
-2,3.5,2.5,0,11,8,5,6.2,-16.9465233336468
-2,3.5,2.5,0,11,8,5,6.3,-16.7607443095212
-2,3.5,2.5,0,11,8,5,6.4,-16.5552656903641
-2,3.5,2.5,0,11,8,5,6.5,-16.2999942734113
-2,3.5,2.5,0,11,8,5,6.6,-16.0320532723345
-2,3.5,2.5,0,11,8,5,6.7,-15.764695950523
-2,3.5,2.5,0,11,8,5,6.8,-15.4772705768
-2,3.5,2.5,0,11,8,5,6.9,-15.1809424477032
-2,3.5,2.5,0,11,8,5,7,-14.8812737786675
-2,3.5,2.5,0,11,8,5,7.1,-14.5806486692975
-2,3.5,2.5,0,11,8,5,7.2,-14.3033626718138
-2,3.5,2.5,0,11,8,5,7.3,-14.022068417266
-2,3.5,2.5,0,11,8,5,7.4,-13.7258417720958
-2,3.5,2.5,0,11,8,5,7.5,-13.4560669054012
-2,3.5,2.5,0,11,8,5,7.6,-13.2161724256399
-2,3.5,2.5,0,11,8,5,7.7,-12.9747780154651
-2,3.5,2.5,0,11,8,5,7.8,-12.7597285476888
-2,3.5,2.5,0,11,8,5,7.9,-12.5660215750746
-2,3.5,2.5,0,11,8,5,8,-12.4031758673583
-2,3.5,2.5,0,11,8,5,8.1,-12.2613464423964
-2,3.5,2.5,0,11,8,5,8.2,-12.1206774537397
-2,3.5,2.5,0,11,8,5,8.3,-12.0071506311585
-2,3.5,2.5,0,11,8,5,8.4,-11.9284840708689
-2,3.5,2.5,0,11,8,5,8.5,-11.8510045467014
-2,3.5,2.5,0,11,8,5,8.6,-11.7899807098727
-2,3.5,2.5,0,11,8,5,8.7,-11.7492715828311
-2,3.5,2.5,0,11,8,5,8.8,-11.7200447785649
-2,3.5,2.5,0,11,8,5,8.9,-11.7032625042383
-2,3.5,2.5,0,11,8,5,9,-11.7000707964556
-2,3.5,2.5,0,11,8,5,9.1,-11.7043736510098
-2,3.5,2.5,0,11,8,5,9.2,-11.7027831527631
-2,3.5,2.5,0,11,8,5,9.3,-11.7109658437495
-2,3.5,2.5,0,11,8,5,9.4,-11.7104368654275
-2,3.5,2.5,0,11,8,5,9.5,-11.7020611350823
-2,3.5,2.5,0,11,8,5,9.6,-11.7021177909193
-2,3.5,2.5,0,11,8,5,9.7,-11.5819156845954
-2,3.5,2.5,0,11,8,5,9.8,-11.4243983838321
-2,3.5,2.5,0,11,8,5,9.9,-11.2903944408071
-2,3.5,2.5,0,11,8,5,10,-11.1884929595319
-2,3.5,2.5,0,11,8,5,10.1,-11.1148622064748
-2,3.5,2.5,0,11,8,5,10.2,-11.0458992448383
-2,3.5,2.5,0,11,8,5,10.3,-10.965601077626
-2,3.5,2.5,0,11,8,5,10.4,-10.9058291433332
-2,3.5,2.5,0,11,8,5,10.5,-10.8547199417552
-2,3.5,2.5,0,11,8,5,10.6,-10.7982072264869
2,3.5,2.5,0,11,8,5,0.6,-22.9810586068468
2,3.5,2.5,0,11,8,5,0.7,-21.0148784306913
2,3.5,2.5,0,11,8,5,0.8,-19.4001713607758
2,3.5,2.5,0,11,8,5,0.9,-17.8467424829636
2,3.5,2.5,0,11,8,5,1,-16.572389919891
2,3.5,2.5,0,11,8,5,1.1,-15.4364085269799
2,3.5,2.5,0,11,8,5,1.2,-14.298598147757
2,3.5,2.5,0,11,8,5,1.3,-13.4573496458102
2,3.5,2.5,0,11,8,5,1.4,-12.5409922829718
2,3.5,2.5,0,11,8,5,1.5,-11.8635856033548
2,3.5,2.5,0,11,8,5,1.6,-11.3514081347691
2,3.5,2.5,0,11,8,5,1.7,-10.9462392299531
2,3.5,2.5,0,11,8,5,1.8,-10.8145899154894
2,3.5,2.5,0,11,8,5,1.9,-10.5284749549568
2,3.5,2.5,0,11,8,5,2,-10.4426006801841
2,3.5,2.5,0,11,8,5,2.1,-10.4340141018609
2,3.5,2.5,0,11,8,5,2.2,-10.4392194957012
2,3.5,2.5,0,11,8,5,2.3,-10.6503675100543
2,3.5,2.5,0,11,8,5,2.4,-10.7836105578847
2,3.5,2.5,0,11,8,5,2.5,-11.0611977052004
2,3.5,2.5,0,11,8,5,2.6,-11.3080846415839
2,3.5,2.5,0,11,8,5,2.7,-11.5190575495038
2,3.5,2.5,0,11,8,5,2.8,-11.7654825006677
2,3.5,2.5,0,11,8,5,2.9,-11.9906202144963
2,3.5,2.5,0,11,8,5,3,-12.1477195505271
2,3.5,2.5,0,11,8,5,3.1,-12.3288247394614
2,3.5,2.5,0,11,8,5,3.2,-12.3669506324211
2,3.5,2.5,0,11,8,5,3.3,-12.4394199408048
2,3.5,2.5,0,11,8,5,3.4,-12.4302299391953
2,3.5,2.5,0,11,8,5,3.5,-12.344996909832
2,3.5,2.5,0,11,8,5,3.6,-12.2986200882963
2,3.5,2.5,0,11,8,5,3.7,-12.1867470104989
2,3.5,2.5,0,11,8,5,3.8,-12.0975730662589
2,3.5,2.5,0,11,8,5,3.9,-11.9835334057697
2,3.5,2.5,0,11,8,5,4,-11.8592072957831
2,3.5,2.5,0,11,8,5,4.1,-11.7571361069508
2,3.5,2.5,0,11,8,5,4.2,-11.6714520962861
2,3.5,2.5,0,11,8,5,4.3,-11.6159638126025
2,3.5,2.5,0,11,8,5,4.4,-11.5940851483708
2,3.5,2.5,0,11,8,5,4.5,-11.6028871118306
2,3.5,2.5,0,11,8,5,4.6,-11.6340292908669
2,3.5,2.5,0,11,8,5,4.7,-11.6985921251424
2,3.5,2.5,0,11,8,5,4.8,-11.7892178710451
2,3.5,2.5,0,11,8,5,4.9,-11.9029542865961
2,3.5,2.5,0,11,8,5,5,-12.0465751009715
2,3.5,2.5,0,11,8,5,5.1,-12.2126506226261
2,3.5,2.5,0,11,8,5,5.2,-12.3890159120694
2,3.5,2.5,0,11,8,5,5.3,-12.573143645568
2,3.5,2.5,0,11,8,5,5.4,-12.7636519265649
2,3.5,2.5,0,11,8,5,5.5,-12.9510299012311
2,3.5,2.5,0,11,8,5,5.6,-13.137249791416
2,3.5,2.5,0,11,8,5,5.7,-13.3212848316339
2,3.5,2.5,0,11,8,5,5.8,-13.5127255398659
2,3.5,2.5,0,11,8,5,5.9,-13.6971726459656
2,3.5,2.5,0,11,8,5,6,-13.8821801225819
2,3.5,2.5,0,11,8,5,6.1,-14.0753221797309
2,3.5,2.5,0,11,8,5,6.2,-14.2762040693112
2,3.5,2.5,0,11,8,5,6.3,-14.4932379326473
2,3.5,2.5,0,11,8,5,6.4,-14.7183352934731
2,3.5,2.5,0,11,8,5,6.5,-14.9316381778274
2,3.5,2.5,0,11,8,5,6.6,-15.1392649325989
2,3.5,2.5,0,11,8,5,6.7,-15.3341970424997
2,3.5,2.5,0,11,8,5,6.8,-15.5191125940556
2,3.5,2.5,0,11,8,5,6.9,-15.6761006464258
2,3.5,2.5,0,11,8,5,7,-15.7772776891514
2,3.5,2.5,0,11,8,5,7.1,-15.8584349683434
2,3.5,2.5,0,11,8,5,7.2,-15.882608971391
2,3.5,2.5,0,11,8,5,7.3,-15.8697686800785
2,3.5,2.5,0,11,8,5,7.4,-15.7803922495413
2,3.5,2.5,0,11,8,5,7.5,-15.6679082669985
2,3.5,2.5,0,11,8,5,7.6,-15.5346140574422
2,3.5,2.5,0,11,8,5,7.7,-15.3780025048543
2,3.5,2.5,0,11,8,5,7.8,-15.2025420167857
2,3.5,2.5,0,11,8,5,7.9,-15.0279858804326
2,3.5,2.5,0,11,8,5,8,-14.8489816653941
2,3.5,2.5,0,11,8,5,8.1,-14.6742729260525
2,3.5,2.5,0,11,8,5,8.2,-14.5098466377004
2,3.5,2.5,0,11,8,5,8.3,-14.325233146496
2,3.5,2.5,0,11,8,5,8.4,-14.1247983816106
2,3.5,2.5,0,11,8,5,8.5,-13.9337411028196
2,3.5,2.5,0,11,8,5,8.6,-13.768116722203
2,3.5,2.5,0,11,8,5,8.7,-13.6124875681058
2,3.5,2.5,0,11,8,5,8.8,-13.466402052349
2,3.5,2.5,0,11,8,5,8.9,-13.3016582677382
2,3.5,2.5,0,11,8,5,9,-13.1265945922137
2,3.5,2.5,0,11,8,5,9.1,-12.9740535570136
2,3.5,2.5,0,11,8,5,9.2,-12.8406603165077
2,3.5,2.5,0,11,8,5,9.3,-12.7083980425981
2,3.5,2.5,0,11,8,5,9.4,-12.5663392319411
2,3.5,2.5,0,11,8,5,9.5,-12.4477292754506
2,3.5,2.5,0,11,8,5,9.6,-12.3354573689085
2,3.5,2.5,0,11,8,5,9.7,-12.2003018249358
2,3.5,2.5,0,11,8,5,9.8,-12.0798701415656
2,3.5,2.5,0,11,8,5,9.9,-11.9746924462283
2,3.5,2.5,0,11,8,5,10,-11.8874102944746
2,3.5,2.5,0,11,8,5,10.1,-11.8107697065589
2,3.5,2.5,0,11,8,5,10.2,-11.7486463716493
2,3.5,2.5,0,11,8,5,10.3,-11.7053449265824
2,3.5,2.5,0,11,8,5,10.4,-11.6865689768094
2,3.5,2.5,0,11,8,5,10.5,-11.6825223245729
2,3.5,2.5,0,11,8,5,10.6,-11.6748577593108
-2,3.5,2.5,0,11,12,5,0.6,-22.5088509999893
-2,3.5,2.5,0,11,12,5,0.7,-20.582173087345
-2,3.5,2.5,0,11,12,5,0.8,-19.0334183895179
-2,3.5,2.5,0,11,12,5,0.9,-17.5159306072657
-2,3.5,2.5,0,11,12,5,1,-16.2606208426073
-2,3.5,2.5,0,11,12,5,1.1,-15.1551439264793
-2,3.5,2.5,0,11,12,5,1.2,-14.0370351286685
-2,3.5,2.5,0,11,12,5,1.3,-13.2175635750339
-2,3.5,2.5,0,11,12,5,1.4,-12.3302971963634
-2,3.5,2.5,0,11,12,5,1.5,-11.6818319718518
-2,3.5,2.5,0,11,12,5,1.6,-11.2091063563448
-2,3.5,2.5,0,11,12,5,1.7,-10.8416999886166
-2,3.5,2.5,0,11,12,5,1.8,-10.7587089055038
-2,3.5,2.5,0,11,12,5,1.9,-10.5227524752853
-2,3.5,2.5,0,11,12,5,2,-10.4941796607652
-2,3.5,2.5,0,11,12,5,2.1,-10.5400713030924
-2,3.5,2.5,0,11,12,5,2.2,-10.6076802238985
-2,3.5,2.5,0,11,12,5,2.3,-10.8884470231401
-2,3.5,2.5,0,11,12,5,2.4,-11.092199246475
-2,3.5,2.5,0,11,12,5,2.5,-11.4451334143476
-2,3.5,2.5,0,11,12,5,2.6,-11.773191135281
-2,3.5,2.5,0,11,12,5,2.7,-12.0639106039258
-2,3.5,2.5,0,11,12,5,2.8,-12.3912809769011
-2,3.5,2.5,0,11,12,5,2.9,-12.7164669780306
-2,3.5,2.5,0,11,12,5,3,-12.9693381021698
-2,3.5,2.5,0,11,12,5,3.1,-13.2443483672235
-2,3.5,2.5,0,11,12,5,3.2,-13.3652146921848
-2,3.5,2.5,0,11,12,5,3.3,-13.5159489392391
-2,3.5,2.5,0,11,12,5,3.4,-13.589609202177
-2,3.5,2.5,0,11,12,5,3.5,-13.582272454546
-2,3.5,2.5,0,11,12,5,3.6,-13.634219258825
-2,3.5,2.5,0,11,12,5,3.7,-13.6355532927469
-2,3.5,2.5,0,11,12,5,3.8,-13.6538782074537
-2,3.5,2.5,0,11,12,5,3.9,-13.6566489224017
-2,3.5,2.5,0,11,12,5,4,-13.640313336626
-2,3.5,2.5,0,11,12,5,4.1,-13.6500669507317
-2,3.5,2.5,0,11,12,5,4.2,-13.7004906146635
-2,3.5,2.5,0,11,12,5,4.3,-13.7943568334345
-2,3.5,2.5,0,11,12,5,4.4,-13.933732794845
-2,3.5,2.5,0,11,12,5,4.5,-14.0926820095675
-2,3.5,2.5,0,11,12,5,4.6,-14.292675552383
-2,3.5,2.5,0,11,12,5,4.7,-14.5177285404225
-2,3.5,2.5,0,11,12,5,4.8,-14.7629700425786
-2,3.5,2.5,0,11,12,5,4.9,-15.0411522730912
-2,3.5,2.5,0,11,12,5,5,-15.3563206906882
-2,3.5,2.5,0,11,12,5,5.1,-15.6974085989405
-2,3.5,2.5,0,11,12,5,5.2,-16.0508083716506
-2,3.5,2.5,0,11,12,5,5.3,-16.4088403340606
-2,3.5,2.5,0,11,12,5,5.4,-16.7614373351485
-2,3.5,2.5,0,11,12,5,5.5,-17.1164541238687
-2,3.5,2.5,0,11,12,5,5.6,-17.4616921522357
-2,3.5,2.5,0,11,12,5,5.7,-17.7801207411339
-2,3.5,2.5,0,11,12,5,5.8,-18.0478428724072
-2,3.5,2.5,0,11,12,5,5.9,-18.2590937022512
-2,3.5,2.5,0,11,12,5,6,-18.4057076246191
-2,3.5,2.5,0,11,12,5,6.1,-18.4914424591133
-2,3.5,2.5,0,11,12,5,6.2,-18.4852767232414
-2,3.5,2.5,0,11,12,5,6.3,-18.4335022786335
-2,3.5,2.5,0,11,12,5,6.4,-18.3034257631313
-2,3.5,2.5,0,11,12,5,6.5,-18.0974478739773
-2,3.5,2.5,0,11,12,5,6.6,-17.8579185068092
-2,3.5,2.5,0,11,12,5,6.7,-17.5675727188181
-2,3.5,2.5,0,11,12,5,6.8,-17.2526695534403
-2,3.5,2.5,0,11,12,5,6.9,-16.8927928394743
-2,3.5,2.5,0,11,12,5,7,-16.5270878565209
-2,3.5,2.5,0,11,12,5,7.1,-16.168663547295
-2,3.5,2.5,0,11,12,5,7.2,-15.7990769538851
-2,3.5,2.5,0,11,12,5,7.3,-15.4301112207575
-2,3.5,2.5,0,11,12,5,7.4,-15.1096265982592
-2,3.5,2.5,0,11,12,5,7.5,-14.776861685634
-2,3.5,2.5,0,11,12,5,7.6,-14.4608137168441
-2,3.5,2.5,0,11,12,5,7.7,-14.1839200463686
-2,3.5,2.5,0,11,12,5,7.8,-13.9371658376667
-2,3.5,2.5,0,11,12,5,7.9,-13.7343773968264
-2,3.5,2.5,0,11,12,5,8,-13.5589983886732
-2,3.5,2.5,0,11,12,5,8.1,-13.4108432567099
-2,3.5,2.5,0,11,12,5,8.2,-13.3073002191566
-2,3.5,2.5,0,11,12,5,8.3,-13.2288203680752
-2,3.5,2.5,0,11,12,5,8.4,-13.1643531486889
-2,3.5,2.5,0,11,12,5,8.5,-13.115994229168
-2,3.5,2.5,0,11,12,5,8.6,-13.0806225985946
-2,3.5,2.5,0,11,12,5,8.7,-13.0640513323973
-2,3.5,2.5,0,11,12,5,8.8,-13.0619191606261
-2,3.5,2.5,0,11,12,5,8.9,-13.0375422240882
-2,3.5,2.5,0,11,12,5,9,-12.9567862941167
-2,3.5,2.5,0,11,12,5,9.1,-12.7589968506065
-2,3.5,2.5,0,11,12,5,9.2,-12.5730535881742
-2,3.5,2.5,0,11,12,5,9.3,-12.4083540769649
-2,3.5,2.5,0,11,12,5,9.4,-12.2429900734976
-2,3.5,2.5,0,11,12,5,9.5,-12.0907478103706
-2,3.5,2.5,0,11,12,5,9.6,-11.9621515075577
-2,3.5,2.5,0,11,12,5,9.7,-11.8578119728241
-2,3.5,2.5,0,11,12,5,9.8,-11.7883623149007
-2,3.5,2.5,0,11,12,5,9.9,-11.7293936134903
-2,3.5,2.5,0,11,12,5,10,-11.6905671358074
-2,3.5,2.5,0,11,12,5,10.1,-11.6713948372099
-2,3.5,2.5,0,11,12,5,10.2,-11.676298870799
-2,3.5,2.5,0,11,12,5,10.3,-11.6807005383574
-2,3.5,2.5,0,11,12,5,10.4,-11.5972358342646
-2,3.5,2.5,0,11,12,5,10.5,-11.5424102783556
-2,3.5,2.5,0,11,12,5,10.6,-11.509954698722
2,3.5,2.5,0,11,12,5,0.6,-22.9846720013683
2,3.5,2.5,0,11,12,5,0.7,-21.017163448959
2,3.5,2.5,0,11,12,5,0.8,-19.4280548595141
2,3.5,2.5,0,11,12,5,0.9,-17.8791651732774
2,3.5,2.5,0,11,12,5,1,-16.6010356255397
2,3.5,2.5,0,11,12,5,1.1,-15.4583880875126
2,3.5,2.5,0,11,12,5,1.2,-14.3206173751127
2,3.5,2.5,0,11,12,5,1.3,-13.4767373442119
2,3.5,2.5,0,11,12,5,1.4,-12.562596298405
2,3.5,2.5,0,11,12,5,1.5,-11.8878233750087
2,3.5,2.5,0,11,12,5,1.6,-11.3793655029244
2,3.5,2.5,0,11,12,5,1.7,-10.973101374718
2,3.5,2.5,0,11,12,5,1.8,-10.8447813620078
2,3.5,2.5,0,11,12,5,1.9,-10.5607873495614
2,3.5,2.5,0,11,12,5,2,-10.4766323440484
2,3.5,2.5,0,11,12,5,2.1,-10.4642268259332
2,3.5,2.5,0,11,12,5,2.2,-10.4673334847889
2,3.5,2.5,0,11,12,5,2.3,-10.6756344324915
2,3.5,2.5,0,11,12,5,2.4,-10.8009569261197
2,3.5,2.5,0,11,12,5,2.5,-11.0795505057102
2,3.5,2.5,0,11,12,5,2.6,-11.334201386539
2,3.5,2.5,0,11,12,5,2.7,-11.5543037994675
2,3.5,2.5,0,11,12,5,2.8,-11.8030255188043
2,3.5,2.5,0,11,12,5,2.9,-12.0443071311804
2,3.5,2.5,0,11,12,5,3,-12.2008934644005
2,3.5,2.5,0,11,12,5,3.1,-12.3921668840509
2,3.5,2.5,0,11,12,5,3.2,-12.4298460171504
2,3.5,2.5,0,11,12,5,3.3,-12.4777985244584
2,3.5,2.5,0,11,12,5,3.4,-12.4566694094615
2,3.5,2.5,0,11,12,5,3.5,-12.3486549792151
2,3.5,2.5,0,11,12,5,3.6,-12.3052389575604
2,3.5,2.5,0,11,12,5,3.7,-12.1961739366613
2,3.5,2.5,0,11,12,5,3.8,-12.1041787008689
2,3.5,2.5,0,11,12,5,3.9,-11.9832201326431
2,3.5,2.5,0,11,12,5,4,-11.8536667067939
2,3.5,2.5,0,11,12,5,4.1,-11.7480062815354
2,3.5,2.5,0,11,12,5,4.2,-11.6543812246226
2,3.5,2.5,0,11,12,5,4.3,-11.6012288773266
2,3.5,2.5,0,11,12,5,4.4,-11.586438776297
2,3.5,2.5,0,11,12,5,4.5,-11.5988764185157
2,3.5,2.5,0,11,12,5,4.6,-11.640717684775
2,3.5,2.5,0,11,12,5,4.7,-11.7037085483403
2,3.5,2.5,0,11,12,5,4.8,-11.7914843233609
2,3.5,2.5,0,11,12,5,4.9,-11.9089678306525
2,3.5,2.5,0,11,12,5,5,-12.049074710495
2,3.5,2.5,0,11,12,5,5.1,-12.2053930569305
2,3.5,2.5,0,11,12,5,5.2,-12.3810769995037
2,3.5,2.5,0,11,12,5,5.3,-12.5644471314006
2,3.5,2.5,0,11,12,5,5.4,-12.7462423679597
2,3.5,2.5,0,11,12,5,5.5,-12.9150468635574
2,3.5,2.5,0,11,12,5,5.6,-13.0869606650129
2,3.5,2.5,0,11,12,5,5.7,-13.2747662427894
2,3.5,2.5,0,11,12,5,5.8,-13.464473368249
2,3.5,2.5,0,11,12,5,5.9,-13.6366694755932
2,3.5,2.5,0,11,12,5,6,-13.8078100291358
2,3.5,2.5,0,11,12,5,6.1,-13.9959388770568
2,3.5,2.5,0,11,12,5,6.2,-14.1988474603062
2,3.5,2.5,0,11,12,5,6.3,-14.4191521837186
2,3.5,2.5,0,11,12,5,6.4,-14.6474718551134
2,3.5,2.5,0,11,12,5,6.5,-14.9083882588378
2,3.5,2.5,0,11,12,5,6.6,-15.2114846701454
2,3.5,2.5,0,11,12,5,6.7,-15.5264502152525
2,3.5,2.5,0,11,12,5,6.8,-15.837291021785
2,3.5,2.5,0,11,12,5,6.9,-16.109431870037
2,3.5,2.5,0,11,12,5,7,-16.3470427025386
2,3.5,2.5,0,11,12,5,7.1,-16.5650954136467
2,3.5,2.5,0,11,12,5,7.2,-16.7649906448115
2,3.5,2.5,0,11,12,5,7.3,-16.9375042464753
2,3.5,2.5,0,11,12,5,7.4,-17.0874015364754
2,3.5,2.5,0,11,12,5,7.5,-17.2182738627603
2,3.5,2.5,0,11,12,5,7.6,-17.1310813217044
2,3.5,2.5,0,11,12,5,7.7,-16.9785402359488
2,3.5,2.5,0,11,12,5,7.8,-16.8123431668476
2,3.5,2.5,0,11,12,5,7.9,-16.5965300284902
2,3.5,2.5,0,11,12,5,8,-16.3681696860111
2,3.5,2.5,0,11,12,5,8.1,-16.1145277686017
2,3.5,2.5,0,11,12,5,8.2,-15.8598744166317
2,3.5,2.5,0,11,12,5,8.3,-15.5980069934397
2,3.5,2.5,0,11,12,5,8.4,-15.3224930109912
2,3.5,2.5,0,11,12,5,8.5,-15.0574109550506
2,3.5,2.5,0,11,12,5,8.6,-14.8384186165041
2,3.5,2.5,0,11,12,5,8.7,-14.6194934144506
2,3.5,2.5,0,11,12,5,8.8,-14.3961711040547
2,3.5,2.5,0,11,12,5,8.9,-14.1865671648016
2,3.5,2.5,0,11,12,5,9,-13.9776786115127
2,3.5,2.5,0,11,12,5,9.1,-13.7701068337681
2,3.5,2.5,0,11,12,5,9.2,-13.5931727991818
2,3.5,2.5,0,11,12,5,9.3,-13.4161199820335
2,3.5,2.5,0,11,12,5,9.4,-13.2293358641053
2,3.5,2.5,0,11,12,5,9.5,-13.0726014396625
2,3.5,2.5,0,11,12,5,9.6,-12.9325543892577
2,3.5,2.5,0,11,12,5,9.7,-12.760818774084
2,3.5,2.5,0,11,12,5,9.8,-12.5812502480883
2,3.5,2.5,0,11,12,5,9.9,-12.4132804898569
2,3.5,2.5,0,11,12,5,10,-12.2564300098707
2,3.5,2.5,0,11,12,5,10.1,-12.105506304122
