"df [mm],""ex1 [mm]"",""ex2 [mm]"",""Phase [deg]"",""XPF1 [mm]"",""XPF2 [mm]"",""YG [mm]"",""Freq [GHz]"",""max(Average_SAR) []"""
2,1.5,1.5,0,11,12,5,6.2,21.5759606356858
2,1.5,1.5,0,11,12,5,6.3,21.8855939813033
2,1.5,1.5,0,11,12,5,6.4,22.183006123592
2,1.5,1.5,0,11,12,5,6.5,22.4676502547471
2,1.5,1.5,0,11,12,5,6.6,22.738621477531
2,1.5,1.5,0,11,12,5,6.7,22.9955921033638
2,1.5,1.5,0,11,12,5,6.8,23.2385966287411
2,1.5,1.5,0,11,12,5,6.9,23.4671182281586
2,1.5,1.5,0,11,12,5,7,23.6813316054326
2,1.5,1.5,0,11,12,5,7.1,23.8812464002601
2,1.5,1.5,0,11,12,5,7.2,24.0674385593609
2,1.5,1.5,0,11,12,5,7.3,24.2402654208673
2,1.5,1.5,0,11,12,5,7.4,24.3999022309356
2,1.5,1.5,0,11,12,5,7.5,24.5469973463294
2,1.5,1.5,0,11,12,5,7.6,24.6821251110249
2,1.5,1.5,0,11,12,5,7.7,24.8061212490262
2,1.5,1.5,0,11,12,5,7.8,24.9194307953315
2,1.5,1.5,0,11,12,5,7.9,25.0226651935482
2,1.5,1.5,0,11,12,5,8,25.116587239663
2,1.5,1.5,0,11,12,5,8.1,25.2017697226049
2,1.5,1.5,0,11,12,5,8.2,25.2790192850325
2,1.5,1.5,0,11,12,5,8.3,25.3489681498188
2,1.5,1.5,0,11,12,5,8.4,25.4125303775045
2,1.5,1.5,0,11,12,5,8.5,25.4706146274705
2,1.5,1.5,0,11,12,5,8.6,25.5237887859822
2,1.5,1.5,0,11,12,5,8.7,25.5729914457265
2,1.5,1.5,0,11,12,5,8.8,25.6192465282247
2,1.5,1.5,0,11,12,5,8.9,25.6636140109504
2,1.5,1.5,0,11,12,5,9,25.7067872243356
2,1.5,1.5,0,11,12,5,9.1,25.7494660072177
2,1.5,1.5,0,11,12,5,9.2,25.7925016211096
2,1.5,1.5,0,11,12,5,9.3,25.8366039207467
2,1.5,1.5,0,11,12,5,9.4,25.8824856492833
2,1.5,1.5,0,11,12,5,9.5,25.9303798016713
2,1.5,1.5,0,11,12,5,9.6,25.9807785299261
2,1.5,1.5,0,11,12,5,9.7,26.0343189461824
2,1.5,1.5,0,11,12,5,9.8,26.0911229537827
2,1.5,1.5,0,11,12,5,9.9,26.1516570368404
2,1.5,1.5,0,11,12,5,10,26.2158112214152
2,1.5,1.5,0,11,12,5,10.1,26.2839929225167
2,1.5,1.5,0,11,12,5,10.2,26.3566252759879
2,1.5,1.5,0,11,12,5,10.3,26.4336031015504
2,1.5,1.5,0,11,12,5,10.4,26.5151211750855
2,1.5,1.5,0,11,12,5,10.5,26.6014936613126
2,1.5,1.5,0,11,12,5,10.6,26.6925466237952
-2,1.5,1.5,0,9,8,15,0.6,2.1858223045073
-2,1.5,1.5,0,9,8,15,0.7,1.83110027149363
-2,1.5,1.5,0,9,8,15,0.8,1.48395351951976
-2,1.5,1.5,0,9,8,15,0.9,1.19763562672567
-2,1.5,1.5,0,9,8,15,1,1.00498898876445
-2,1.5,1.5,0,9,8,15,1.1,0.894132614638563
-2,1.5,1.5,0,9,8,15,1.2,0.875894620196656
-2,1.5,1.5,0,9,8,15,1.3,0.949071750080145
-2,1.5,1.5,0,9,8,15,1.4,1.10825729286
-2,1.5,1.5,0,9,8,15,1.5,1.34388634096601
-2,1.5,1.5,0,9,8,15,1.6,1.64146570839335
-2,1.5,1.5,0,9,8,15,1.7,1.99439989542913
-2,1.5,1.5,0,9,8,15,1.8,2.39679398844417
-2,1.5,1.5,0,9,8,15,1.9,2.84339546433781
-2,1.5,1.5,0,9,8,15,2,3.33056612931906
-2,1.5,1.5,0,9,8,15,2.1,3.85228135417918
-2,1.5,1.5,0,9,8,15,2.2,4.40728229851493
-2,1.5,1.5,0,9,8,15,2.3,4.99473548914566
-2,1.5,1.5,0,9,8,15,2.4,5.6126944271494
-2,1.5,1.5,0,9,8,15,2.5,6.2626180035763
-2,1.5,1.5,0,9,8,15,2.6,6.94356307217879
-2,1.5,1.5,0,9,8,15,2.7,7.65741106053609
-2,1.5,1.5,0,9,8,15,2.8,8.40466635165965
-2,1.5,1.5,0,9,8,15,2.9,9.18674785132926
-2,1.5,1.5,0,9,8,15,3,10.005179023805
-2,1.5,1.5,0,9,8,15,3.1,10.8603945675483
-2,1.5,1.5,0,9,8,15,3.2,11.7537800031801
-2,1.5,1.5,0,9,8,15,3.3,12.6857608103852
-2,1.5,1.5,0,9,8,15,3.4,13.6561345058749
-2,1.5,1.5,0,9,8,15,3.5,14.6650478509933
-2,1.5,1.5,0,9,8,15,3.6,15.7111481670173
-2,1.5,1.5,0,9,8,15,3.7,16.7932611130363
-2,1.5,1.5,0,9,8,15,3.8,17.908924310386
-2,1.5,1.5,0,9,8,15,3.9,19.0555500588678
-2,1.5,1.5,0,9,8,15,4,20.2305686457655
-2,1.5,1.5,0,9,8,15,4.1,21.4306564955803
-2,1.5,1.5,0,9,8,15,4.2,22.6515596154567
-2,1.5,1.5,0,9,8,15,4.3,23.8887593590278
-2,1.5,1.5,0,9,8,15,4.4,25.1376158910839
-2,1.5,1.5,0,9,8,15,4.5,26.3925548546791
-2,1.5,1.5,0,9,8,15,4.6,27.6477755008361
-2,1.5,1.5,0,9,8,15,4.7,28.8975058597208
-2,1.5,1.5,0,9,8,15,4.8,30.1342976259222
-2,1.5,1.5,0,9,8,15,4.9,31.3506490202961
-2,1.5,1.5,0,9,8,15,5,32.538471373421
-2,1.5,1.5,0,9,8,15,5.1,33.6888831643548
-2,1.5,1.5,0,9,8,15,5.2,34.7932572912607
-2,1.5,1.5,0,9,8,15,5.3,35.843116626702
-2,1.5,1.5,0,9,8,15,5.4,36.8296332184427
-2,1.5,1.5,0,9,8,15,5.5,37.7441031572542
-2,1.5,1.5,0,9,8,15,5.6,38.5777479833129
-2,1.5,1.5,0,9,8,15,5.7,39.3226665825992
-2,1.5,1.5,0,9,8,15,5.8,39.972238705551
-2,1.5,1.5,0,9,8,15,5.9,40.5208474310465
-2,1.5,1.5,0,9,8,15,6,40.9584250178111
-2,1.5,1.5,0,9,8,15,6.1,41.2802717901744
-2,1.5,1.5,0,9,8,15,6.2,41.482850131105
-2,1.5,1.5,0,9,8,15,6.3,41.5644370879242
-2,1.5,1.5,0,9,8,15,6.4,41.5263997869311
-2,1.5,1.5,0,9,8,15,6.5,41.3764345759834
-2,1.5,1.5,0,9,8,15,6.6,41.1219613411157
-2,1.5,1.5,0,9,8,15,6.7,40.7685317267974
-2,1.5,1.5,0,9,8,15,6.8,40.3287246258678
-2,1.5,1.5,0,9,8,15,6.9,39.8164878017952
-2,1.5,1.5,0,9,8,15,7,39.2481167790911
-2,1.5,1.5,0,9,8,15,7.1,38.6407093873536
-2,1.5,1.5,0,9,8,15,7.2,38.0111264629506
-2,1.5,1.5,0,9,8,15,7.3,37.3760410388771
-2,1.5,1.5,0,9,8,15,7.4,36.7515891920926
-2,1.5,1.5,0,9,8,15,7.5,36.1523284581137
-2,1.5,1.5,0,9,8,15,7.6,35.5916783830624
-2,1.5,1.5,0,9,8,15,7.7,35.0841385345955
-2,1.5,1.5,0,9,8,15,7.8,34.64242156793
-2,1.5,1.5,0,9,8,15,7.9,34.2699490283583
-2,1.5,1.5,0,9,8,15,8,33.9731885912215
-2,1.5,1.5,0,9,8,15,8.1,33.7578133108446
-2,1.5,1.5,0,9,8,15,8.2,33.6277350902254
-2,1.5,1.5,0,9,8,15,8.3,33.5857653481622
-2,1.5,1.5,0,9,8,15,8.4,33.636428196957
-2,1.5,1.5,0,9,8,15,8.5,33.782851538744
-2,1.5,1.5,0,9,8,15,8.6,34.0226714738069
-2,1.5,1.5,0,9,8,15,8.7,34.3564505006641
-2,1.5,1.5,0,9,8,15,8.8,34.7846085871412
-2,1.5,1.5,0,9,8,15,8.9,35.3069599820526
-2,1.5,1.5,0,9,8,15,9,35.9227982121648
-2,1.5,1.5,0,9,8,15,9.1,36.630631540244
-2,1.5,1.5,0,9,8,15,9.2,37.4280029649668
-2,1.5,1.5,0,9,8,15,9.3,38.3125336016521
-2,1.5,1.5,0,9,8,15,9.4,39.2791131222743
-2,1.5,1.5,0,9,8,15,9.5,40.321698953244
-2,1.5,1.5,0,9,8,15,9.6,41.4327912172708
-2,1.5,1.5,0,9,8,15,9.7,42.6029041527507
-2,1.5,1.5,0,9,8,15,9.8,43.8215071046444
-2,1.5,1.5,0,9,8,15,9.9,45.0765739104481
-2,1.5,1.5,0,9,8,15,10,46.3555748945316
-2,1.5,1.5,0,9,8,15,10.1,47.645562538692
-2,1.5,1.5,0,9,8,15,10.2,48.933197901268
-2,1.5,1.5,0,9,8,15,10.3,50.2055741879052
-2,1.5,1.5,0,9,8,15,10.4,51.4526797141603
-2,1.5,1.5,0,9,8,15,10.5,52.6651575281911
-2,1.5,1.5,0,9,8,15,10.6,53.8341354251946
2,1.5,1.5,0,9,8,15,0.6,2.23600909128084
2,1.5,1.5,0,9,8,15,0.7,1.95626648772915
2,1.5,1.5,0,9,8,15,0.8,1.66960232421574
2,1.5,1.5,0,9,8,15,0.9,1.41742889112116
2,1.5,1.5,0,9,8,15,1,1.22583951032111
2,1.5,1.5,0,9,8,15,1.1,1.09134036097565
2,1.5,1.5,0,9,8,15,1.2,1.02368699476592
2,1.5,1.5,0,9,8,15,1.3,1.02306286288228
2,1.5,1.5,0,9,8,15,1.4,1.08503445097929
2,1.5,1.5,0,9,8,15,1.5,1.20992351888614
2,1.5,1.5,0,9,8,15,1.6,1.38858836036386
2,1.5,1.5,0,9,8,15,1.7,1.61804951983806
2,1.5,1.5,0,9,8,15,1.8,1.89333421795027
2,1.5,1.5,0,9,8,15,1.9,2.20828018210846
2,1.5,1.5,0,9,8,15,2,2.56174958959458
2,1.5,1.5,0,9,8,15,2.1,2.94716590845139
2,1.5,1.5,0,9,8,15,2.2,3.36143581552849
2,1.5,1.5,0,9,8,15,2.3,3.80321815693266
2,1.5,1.5,0,9,8,15,2.4,4.26855085393983
2,1.5,1.5,0,9,8,15,2.5,4.75688875283664
2,1.5,1.5,0,9,8,15,2.6,5.26550534869771
2,1.5,1.5,0,9,8,15,2.7,5.79383939821931
2,1.5,1.5,0,9,8,15,2.8,6.34028500378189
2,1.5,1.5,0,9,8,15,2.9,6.90414295192435
2,1.5,1.5,0,9,8,15,3,7.4845172366512
2,1.5,1.5,0,9,8,15,3.1,8.07984537518168
2,1.5,1.5,0,9,8,15,3.2,8.68911018170743
2,1.5,1.5,0,9,8,15,3.3,9.31132069734563
2,1.5,1.5,0,9,8,15,3.4,9.94475006886053
2,1.5,1.5,0,9,8,15,3.5,10.5885081377956
2,1.5,1.5,0,9,8,15,3.6,11.2404609395853
2,1.5,1.5,0,9,8,15,3.7,11.8993767755856
2,1.5,1.5,0,9,8,15,3.8,12.5634249748837
2,1.5,1.5,0,9,8,15,3.9,13.2311014575388
2,1.5,1.5,0,9,8,15,4,13.9015986732326
2,1.5,1.5,0,9,8,15,4.1,14.5741578530357
2,1.5,1.5,0,9,8,15,4.2,15.2475785047056
2,1.5,1.5,0,9,8,15,4.3,15.9212305254286
2,1.5,1.5,0,9,8,15,4.4,16.5951067027954
2,1.5,1.5,0,9,8,15,4.5,17.2692214703194
2,1.5,1.5,0,9,8,15,4.6,17.9437827027718
2,1.5,1.5,0,9,8,15,4.7,18.6187712330517
2,1.5,1.5,0,9,8,15,4.8,19.295242323145
2,1.5,1.5,0,9,8,15,4.9,19.9739003746431
2,1.5,1.5,0,9,8,15,5,20.6552383198265
2,1.5,1.5,0,9,8,15,5.1,21.3401092178312
2,1.5,1.5,0,9,8,15,5.2,22.0301796520495
2,1.5,1.5,0,9,8,15,5.3,22.7262999025862
2,1.5,1.5,0,9,8,15,5.4,23.4298551044465
2,1.5,1.5,0,9,8,15,5.5,24.1424143931268
2,1.5,1.5,0,9,8,15,5.6,24.8653861970377
2,1.5,1.5,0,9,8,15,5.7,25.6007209297181
2,1.5,1.5,0,9,8,15,5.8,26.3496278081096
2,1.5,1.5,0,9,8,15,5.9,27.1130610551051
2,1.5,1.5,0,9,8,15,6,27.8919730138579
2,1.5,1.5,0,9,8,15,6.1,28.6864207738367
2,1.5,1.5,0,9,8,15,6.2,29.4966568835957
2,1.5,1.5,0,9,8,15,6.3,30.3216619775268
2,1.5,1.5,0,9,8,15,6.4,31.1602852470252
2,1.5,1.5,0,9,8,15,6.5,32.0108250093299
2,1.5,1.5,0,9,8,15,6.6,32.8702165763077
2,1.5,1.5,0,9,8,15,6.7,33.7352342415398
2,1.5,1.5,0,9,8,15,6.8,34.6024914370743
2,1.5,1.5,0,9,8,15,6.9,35.4672100891417
2,1.5,1.5,0,9,8,15,7,36.324694645149
2,1.5,1.5,0,9,8,15,7.1,37.1692757832934
2,1.5,1.5,0,9,8,15,7.2,37.9946178854645
2,1.5,1.5,0,9,8,15,7.3,38.7943064422909
2,1.5,1.5,0,9,8,15,7.4,39.5607141300519
2,1.5,1.5,0,9,8,15,7.5,40.2870458599234
2,1.5,1.5,0,9,8,15,7.6,40.9662152267663
2,1.5,1.5,0,9,8,15,7.7,41.5909792994518
2,1.5,1.5,0,9,8,15,7.8,42.1540230651407
2,1.5,1.5,0,9,8,15,7.9,42.6496403270524
2,1.5,1.5,0,9,8,15,8,43.0728382244676
2,1.5,1.5,0,9,8,15,8.1,43.4189670846537
2,1.5,1.5,0,9,8,15,8.2,43.6861298297651
2,1.5,1.5,0,9,8,15,8.3,43.873210720197
2,1.5,1.5,0,9,8,15,8.4,43.9806760372323
2,1.5,1.5,0,9,8,15,8.5,44.0112049486401
2,1.5,1.5,0,9,8,15,8.6,43.9686713242645
2,1.5,1.5,0,9,8,15,8.7,43.8582719212528
2,1.5,1.5,0,9,8,15,8.8,43.6862845050788
2,1.5,1.5,0,9,8,15,8.9,43.4599133375752
2,1.5,1.5,0,9,8,15,9,43.1868915369399
2,1.5,1.5,0,9,8,15,9.1,42.8748834626343
2,1.5,1.5,0,9,8,15,9.2,42.5320563743037
2,1.5,1.5,0,9,8,15,9.3,42.1664528349194
2,1.5,1.5,0,9,8,15,9.4,41.7855630910992
2,1.5,1.5,0,9,8,15,9.5,41.396537194156
2,1.5,1.5,0,9,8,15,9.6,41.0058648265836
2,1.5,1.5,0,9,8,15,9.7,40.619078895899
2,1.5,1.5,0,9,8,15,9.8,40.2416619809584
2,1.5,1.5,0,9,8,15,9.9,39.8787791117658
2,1.5,1.5,0,9,8,15,10,39.535004268415
2,1.5,1.5,0,9,8,15,10.1,39.214278341895
2,1.5,1.5,0,9,8,15,10.2,38.9205040623719
2,1.5,1.5,0,9,8,15,10.3,38.6569302943261
2,1.5,1.5,0,9,8,15,10.4,38.4256128139136
2,1.5,1.5,0,9,8,15,10.5,38.2288726162785
2,1.5,1.5,0,9,8,15,10.6,38.0683484239657
-2,1.5,1.5,0,9,12,15,0.6,2.28464488388026
-2,1.5,1.5,0,9,12,15,0.7,1.92368317836714
-2,1.5,1.5,0,9,12,15,0.8,1.57197123534647
-2,1.5,1.5,0,9,12,15,0.9,1.28331144668817
-2,1.5,1.5,0,9,12,15,1,1.08541782320382
-2,1.5,1.5,0,9,12,15,1.1,0.976055770569222
-2,1.5,1.5,0,9,12,15,1.2,0.958720154509912
-2,1.5,1.5,0,9,12,15,1.3,1.02760287987915
-2,1.5,1.5,0,9,12,15,1.4,1.17280947440242
-2,1.5,1.5,0,9,12,15,1.5,1.38869240018725
-2,1.5,1.5,0,9,12,15,1.6,1.66409214381379
-2,1.5,1.5,0,9,12,15,1.7,1.99896991019857
-2,1.5,1.5,0,9,12,15,1.8,2.38294744922338
-2,1.5,1.5,0,9,12,15,1.9,2.80708204966789
-2,1.5,1.5,0,9,12,15,2,3.27000046179161
-2,1.5,1.5,0,9,12,15,2.1,3.76588895857864
-2,1.5,1.5,0,9,12,15,2.2,4.29359504792505
-2,1.5,1.5,0,9,12,15,2.3,4.85237726859156
-2,1.5,1.5,0,9,12,15,2.4,5.44057132173559
-2,1.5,1.5,0,9,12,15,2.5,6.05978543524538
-2,1.5,1.5,0,9,12,15,2.6,6.70927743537924
-2,1.5,1.5,0,9,12,15,2.7,7.39115581184012
-2,1.5,1.5,0,9,12,15,2.8,8.10628587095485
-2,1.5,1.5,0,9,12,15,2.9,8.85653261902825
-2,1.5,1.5,0,9,12,15,3,9.64393087474526
-2,1.5,1.5,0,9,12,15,3.1,10.4697596063765
-2,1.5,1.5,0,9,12,15,3.2,11.3362468314455
-2,1.5,1.5,0,9,12,15,3.3,12.2447333766558
-2,1.5,1.5,0,9,12,15,3.4,13.1964054466299
-2,1.5,1.5,0,9,12,15,3.5,14.1928672663309
-2,1.5,1.5,0,9,12,15,3.6,15.2341685007314
-2,1.5,1.5,0,9,12,15,3.7,16.3210268556222
-2,1.5,1.5,0,9,12,15,3.8,17.4523515068288
-2,1.5,1.5,0,9,12,15,3.9,18.6277127555328
-2,1.5,1.5,0,9,12,15,4,19.8459059201459
-2,1.5,1.5,0,9,12,15,4.1,21.1046545154438
-2,1.5,1.5,0,9,12,15,4.2,22.4011078263391
-2,1.5,1.5,0,9,12,15,4.3,23.7313985300227
-2,1.5,1.5,0,9,12,15,4.4,25.0909418560971
-2,1.5,1.5,0,9,12,15,4.5,26.4736923440249
-2,1.5,1.5,0,9,12,15,4.6,27.8727206082806
-2,1.5,1.5,0,9,12,15,4.7,29.2800286118507
-2,1.5,1.5,0,9,12,15,4.8,30.685871900293
-2,1.5,1.5,0,9,12,15,4.9,32.079156868631
-2,1.5,1.5,0,9,12,15,5,33.4477767853966
-2,1.5,1.5,0,9,12,15,5.1,34.7775943810234
-2,1.5,1.5,0,9,12,15,5.2,36.0534581356936
-2,1.5,1.5,0,9,12,15,5.3,37.2603894824644
-2,1.5,1.5,0,9,12,15,5.4,38.382698132605
-2,1.5,1.5,0,9,12,15,5.5,39.4050050695064
-2,1.5,1.5,0,9,12,15,5.6,40.3129639629216
-2,1.5,1.5,0,9,12,15,5.7,41.0934550414423
-2,1.5,1.5,0,9,12,15,5.8,41.7349294819094
-2,1.5,1.5,0,9,12,15,5.9,42.228354357186
-2,1.5,1.5,0,9,12,15,6,42.5688000962792
-2,1.5,1.5,0,9,12,15,6.1,42.7537827106582
-2,1.5,1.5,0,9,12,15,6.2,42.7957086345027
-2,1.5,1.5,0,9,12,15,6.3,42.6928192909991
-2,1.5,1.5,0,9,12,15,6.4,42.4509734350889
-2,1.5,1.5,0,9,12,15,6.5,42.0833293124335
-2,1.5,1.5,0,9,12,15,6.6,41.6057532032694
-2,1.5,1.5,0,9,12,15,6.7,41.0364967393103
-2,1.5,1.5,0,9,12,15,6.8,40.3955232920622
-2,1.5,1.5,0,9,12,15,6.9,39.703532844378
-2,1.5,1.5,0,9,12,15,7,38.980670014221
-2,1.5,1.5,0,9,12,15,7.1,38.2465809329975
-2,1.5,1.5,0,9,12,15,7.2,37.5200612117513
-2,1.5,1.5,0,9,12,15,7.3,36.8180028791025
-2,1.5,1.5,0,9,12,15,7.4,36.1552389523529
-2,1.5,1.5,0,9,12,15,7.5,35.5445172377212
-2,1.5,1.5,0,9,12,15,7.6,34.9974099694616
-2,1.5,1.5,0,9,12,15,7.7,34.5231842183983
-2,1.5,1.5,0,9,12,15,7.8,34.1340204449782
-2,1.5,1.5,0,9,12,15,7.9,33.8400543621542
-2,1.5,1.5,0,9,12,15,8,33.6378608601859
-2,1.5,1.5,0,9,12,15,8.1,33.5306036075242
-2,1.5,1.5,0,9,12,15,8.2,33.5208568300185
-2,1.5,1.5,0,9,12,15,8.3,33.6107372451169
-2,1.5,1.5,0,9,12,15,8.4,33.8008971357214
-2,1.5,1.5,0,9,12,15,8.5,34.0927397269321
-2,1.5,1.5,0,9,12,15,8.6,34.4866500545183
-2,1.5,1.5,0,9,12,15,8.7,34.9825037710998
-2,1.5,1.5,0,9,12,15,8.8,35.5806687265856
-2,1.5,1.5,0,9,12,15,8.9,36.2799520884088
-2,1.5,1.5,0,9,12,15,9,37.07884672019
-2,1.5,1.5,0,9,12,15,9.1,37.9755516977677
-2,1.5,1.5,0,9,12,15,9.2,38.9663135378329
-2,1.5,1.5,0,9,12,15,9.3,40.0466565004385
-2,1.5,1.5,0,9,12,15,9.4,41.2104368022066
-2,1.5,1.5,0,9,12,15,9.5,42.4492133582685
-2,1.5,1.5,0,9,12,15,9.6,43.7519535828424
-2,1.5,1.5,0,9,12,15,9.7,45.105116592785
-2,1.5,1.5,0,9,12,15,9.8,46.4944398912116
-2,1.5,1.5,0,9,12,15,9.9,47.9037059648119
-2,1.5,1.5,0,9,12,15,10,49.3135970349573
-2,1.5,1.5,0,9,12,15,10.1,50.7041499639215
-2,1.5,1.5,0,9,12,15,10.2,52.0563665138949
-2,1.5,1.5,0,9,12,15,10.3,53.3521322568751
-2,1.5,1.5,0,9,12,15,10.4,54.5747664700086
-2,1.5,1.5,0,9,12,15,10.5,55.7114297257745
-2,1.5,1.5,0,9,12,15,10.6,56.7517057389369
2,1.5,1.5,0,9,12,15,0.6,3.50162700704792
2,1.5,1.5,0,9,12,15,0.7,3.18340602710261
2,1.5,1.5,0,9,12,15,0.8,2.83536668406951
2,1.5,1.5,0,9,12,15,0.9,2.51390326907941
2,1.5,1.5,0,9,12,15,1,2.25645588130069
2,1.5,1.5,0,9,12,15,1.1,2.05756196178316
2,1.5,1.5,0,9,12,15,1.2,1.93165385763913
2,1.5,1.5,0,9,12,15,1.3,1.87835285044814
2,1.5,1.5,0,9,12,15,1.4,1.89303814573313
2,1.5,1.5,0,9,12,15,1.5,1.97663286891118
2,1.5,1.5,0,9,12,15,1.6,2.11774419213896
2,1.5,1.5,0,9,12,15,1.7,2.31287542379454
2,1.5,1.5,0,9,12,15,1.8,2.55728764298277
2,1.5,1.5,0,9,12,15,1.9,2.84272228048776
2,1.5,1.5,0,9,12,15,2,3.16815468379616
2,1.5,1.5,0,9,12,15,2.1,3.52636755394103
2,1.5,1.5,0,9,12,15,2.2,3.91325910146662
2,1.5,1.5,0,9,12,15,2.3,4.32796652528505
2,1.5,1.5,0,9,12,15,2.4,4.76571816066763
2,1.5,1.5,0,9,12,15,2.5,5.2259863614382
2,1.5,1.5,0,9,12,15,2.6,5.72305813557415
2,1.5,1.5,0,9,12,15,2.7,6.24159712144414
2,1.5,1.5,0,9,12,15,2.8,6.77757499179048
2,1.5,1.5,0,9,12,15,2.9,7.33084119629314
2,1.5,1.5,0,9,12,15,3,7.90072502148833
2,1.5,1.5,0,9,12,15,3.1,8.48644522620623
2,1.5,1.5,0,9,12,15,3.2,9.08785006433899
2,1.5,1.5,0,9,12,15,3.3,9.70415069453542
2,1.5,1.5,0,9,12,15,3.4,10.3349445569745
2,1.5,1.5,0,9,12,15,3.5,10.9801284190269
2,1.5,1.5,0,9,12,15,3.6,11.638467434772
2,1.5,1.5,0,9,12,15,3.7,12.3097772325012
2,1.5,1.5,0,9,12,15,3.8,12.9931837944448
2,1.5,1.5,0,9,12,15,3.9,13.6880522850612
2,1.5,1.5,0,9,12,15,4,14.3942226523399
2,1.5,1.5,0,9,12,15,4.1,15.1110842963059
2,1.5,1.5,0,9,12,15,4.2,15.8383009748489
2,1.5,1.5,0,9,12,15,4.3,16.5756056875368
2,1.5,1.5,0,9,12,15,4.4,17.3228355084477
2,1.5,1.5,0,9,12,15,4.5,18.0798166916783
2,1.5,1.5,0,9,12,15,4.6,18.8464644236178
2,1.5,1.5,0,9,12,15,4.7,19.6232066332023
2,1.5,1.5,0,9,12,15,4.8,20.4102761520517
2,1.5,1.5,0,9,12,15,4.9,21.2082130564987
2,1.5,1.5,0,9,12,15,5,22.0170790859131
2,1.5,1.5,0,9,12,15,5.1,22.8372069647
2,1.5,1.5,0,9,12,15,5.2,23.6696255581922
2,1.5,1.5,0,9,12,15,5.3,24.5148438177448
2,1.5,1.5,0,9,12,15,5.4,25.3731163034121
2,1.5,1.5,0,9,12,15,5.5,26.245254620333
2,1.5,1.5,0,9,12,15,5.6,27.1323526720317
2,1.5,1.5,0,9,12,15,5.7,28.0350286454988
2,1.5,1.5,0,9,12,15,5.8,28.9535915440075
2,1.5,1.5,0,9,12,15,5.9,29.8882565569497
2,1.5,1.5,0,9,12,15,6,30.8384875975404
2,1.5,1.5,0,9,12,15,6.1,31.8204459452915
2,1.5,1.5,0,9,12,15,6.2,32.831105388864
2,1.5,1.5,0,9,12,15,6.3,33.8553102046612
2,1.5,1.5,0,9,12,15,6.4,34.8906159209066
2,1.5,1.5,0,9,12,15,6.5,35.9338574514748
2,1.5,1.5,0,9,12,15,6.6,36.9810201309868
2,1.5,1.5,0,9,12,15,6.7,38.0275999150686
2,1.5,1.5,0,9,12,15,6.8,39.0677273107233
2,1.5,1.5,0,9,12,15,6.9,40.0948498504727
2,1.5,1.5,0,9,12,15,7,41.1014950281501
2,1.5,1.5,0,9,12,15,7.1,42.0795767231967
2,1.5,1.5,0,9,12,15,7.2,43.0209893547056
2,1.5,1.5,0,9,12,15,7.3,43.9164389817412
2,1.5,1.5,0,9,12,15,7.4,44.756163005158
2,1.5,1.5,0,9,12,15,7.5,45.5311087473528
2,1.5,1.5,0,9,12,15,7.6,46.2325519717194
2,1.5,1.5,0,9,12,15,7.7,46.8526397655244
2,1.5,1.5,0,9,12,15,7.8,47.3844006899493
2,1.5,1.5,0,9,12,15,7.9,47.8216571024095
2,1.5,1.5,0,9,12,15,8,48.1611625934012
2,1.5,1.5,0,9,12,15,8.1,48.4018634894427
2,1.5,1.5,0,9,12,15,8.2,48.54484119035
2,1.5,1.5,0,9,12,15,8.3,48.593497951401
2,1.5,1.5,0,9,12,15,8.4,48.5530544952843
2,1.5,1.5,0,9,12,15,8.5,48.4302312714887
2,1.5,1.5,0,9,12,15,8.6,48.23351244454
2,1.5,1.5,0,9,12,15,8.7,47.9727988719563
2,1.5,1.5,0,9,12,15,8.8,47.6589796594454
2,1.5,1.5,0,9,12,15,8.9,47.3024721011897
2,1.5,1.5,0,9,12,15,9,46.9135957673963
2,1.5,1.5,0,9,12,15,9.1,46.5025386113738
2,1.5,1.5,0,9,12,15,9.2,46.0792366176414
2,1.5,1.5,0,9,12,15,9.3,45.6520039597443
2,1.5,1.5,0,9,12,15,9.4,45.2281470663126
2,1.5,1.5,0,9,12,15,9.5,44.8143728653931
2,1.5,1.5,0,9,12,15,9.6,44.415927800333
2,1.5,1.5,0,9,12,15,9.7,44.0373346869592
2,1.5,1.5,0,9,12,15,9.8,43.6821439233997
2,1.5,1.5,0,9,12,15,9.9,43.3531023279465
2,1.5,1.5,0,9,12,15,10,43.0523801557199
2,1.5,1.5,0,9,12,15,10.1,42.7813617901339
2,1.5,1.5,0,9,12,15,10.2,42.5415896350921
2,1.5,1.5,0,9,12,15,10.3,42.3341092753703
2,1.5,1.5,0,9,12,15,10.4,42.1593932396462
2,1.5,1.5,0,9,12,15,10.5,42.0176228529916
2,1.5,1.5,0,9,12,15,10.6,41.9091056783571
-2,1.5,1.5,0,11,8,15,0.6,2.87180132755688
-2,1.5,1.5,0,11,8,15,0.7,2.51835778944247
-2,1.5,1.5,0,11,8,15,0.8,2.14773688385282
-2,1.5,1.5,0,11,8,15,0.9,1.81981045963711
-2,1.5,1.5,0,11,8,15,1,1.57273387537737
-2,1.5,1.5,0,11,8,15,1.1,1.3961028055013
-2,1.5,1.5,0,11,8,15,1.2,1.30262714254931
-2,1.5,1.5,0,11,8,15,1.3,1.28751693282687
-2,1.5,1.5,0,11,8,15,1.4,1.34058243421271
-2,1.5,1.5,0,11,8,15,1.5,1.46165371542401
-2,1.5,1.5,0,11,8,15,1.6,1.66311691047867
