"df [mm],""ex1 [mm]"",""ex2 [mm]"",""Phase [deg]"",""XPF1 [mm]"",""XPF2 [mm]"",""YG [mm]"",""Freq [GHz]"",""max(Average_SAR) []"""
2,2.5,2.5,0,11,8,5,9.2,26.163202856548
2,2.5,2.5,0,11,8,5,9.3,26.2992863513264
2,2.5,2.5,0,11,8,5,9.4,26.4385913135509
2,2.5,2.5,0,11,8,5,9.5,26.5810696100075
2,2.5,2.5,0,11,8,5,9.6,26.7264976636004
2,2.5,2.5,0,11,8,5,9.7,26.8747390245537
2,2.5,2.5,0,11,8,5,9.8,27.0258496826385
2,2.5,2.5,0,11,8,5,9.9,27.179530483133
2,2.5,2.5,0,11,8,5,10,27.3354934716652
2,2.5,2.5,0,11,8,5,10.1,27.4936745188615
2,2.5,2.5,0,11,8,5,10.2,27.6539771502745
2,2.5,2.5,0,11,8,5,10.3,27.8163159202108
2,2.5,2.5,0,11,8,5,10.4,27.9804542399286
2,2.5,2.5,0,11,8,5,10.5,28.145891241179
2,2.5,2.5,0,11,8,5,10.6,28.3126941434349
-2,2.5,2.5,0,11,12,5,0.6,2.60323215501393
-2,2.5,2.5,0,11,12,5,0.7,2.71249697671749
-2,2.5,2.5,0,11,12,5,0.8,2.89847591564994
-2,2.5,2.5,0,11,12,5,0.9,3.18360498789561
-2,2.5,2.5,0,11,12,5,1,3.57181626030076
-2,2.5,2.5,0,11,12,5,1.1,4.00550636409155
-2,2.5,2.5,0,11,12,5,1.2,4.46842963495561
-2,2.5,2.5,0,11,12,5,1.3,4.98135035741119
-2,2.5,2.5,0,11,12,5,1.4,5.51597553705388
-2,2.5,2.5,0,11,12,5,1.5,6.09266909869622
-2,2.5,2.5,0,11,12,5,1.6,6.69435991111645
-2,2.5,2.5,0,11,12,5,1.7,7.31106945407696
-2,2.5,2.5,0,11,12,5,1.8,7.9420742413886
-2,2.5,2.5,0,11,12,5,1.9,8.5640574440779
-2,2.5,2.5,0,11,12,5,2,9.19881385908451
-2,2.5,2.5,0,11,12,5,2.1,9.82292356420608
-2,2.5,2.5,0,11,12,5,2.2,10.4373757216962
-2,2.5,2.5,0,11,12,5,2.3,11.0446969980859
-2,2.5,2.5,0,11,12,5,2.4,11.63344285168
-2,2.5,2.5,0,11,12,5,2.5,12.2146840806291
-2,2.5,2.5,0,11,12,5,2.6,12.7791641124182
-2,2.5,2.5,0,11,12,5,2.7,13.3346459557702
-2,2.5,2.5,0,11,12,5,2.8,13.877675078616
-2,2.5,2.5,0,11,12,5,2.9,14.4105236493326
-2,2.5,2.5,0,11,12,5,3,14.9365168438975
-2,2.5,2.5,0,11,12,5,3.1,15.4532057577436
-2,2.5,2.5,0,11,12,5,3.2,15.963624550371
-2,2.5,2.5,0,11,12,5,3.3,16.4679982896253
-2,2.5,2.5,0,11,12,5,3.4,16.9641404349127
-2,2.5,2.5,0,11,12,5,3.5,17.45442792681
-2,2.5,2.5,0,11,12,5,3.6,17.9358115797992
-2,2.5,2.5,0,11,12,5,3.7,18.410163664505
-2,2.5,2.5,0,11,12,5,3.8,18.8758335779297
-2,2.5,2.5,0,11,12,5,3.9,19.3327350887264
-2,2.5,2.5,0,11,12,5,4,19.7810955094533
-2,2.5,2.5,0,11,12,5,4.1,20.2201853753766
-2,2.5,2.5,0,11,12,5,4.2,20.6496850198169
-2,2.5,2.5,0,11,12,5,4.3,21.0688646368665
-2,2.5,2.5,0,11,12,5,4.4,21.4770923927754
-2,2.5,2.5,0,11,12,5,4.5,21.8738213365236
-2,2.5,2.5,0,11,12,5,4.6,22.2580035556075
-2,2.5,2.5,0,11,12,5,4.7,22.6298209008558
-2,2.5,2.5,0,11,12,5,4.8,22.9888170668849
-2,2.5,2.5,0,11,12,5,4.9,23.3340433458916
-2,2.5,2.5,0,11,12,5,5,23.6650524336756
-2,2.5,2.5,0,11,12,5,5.1,23.9811679641185
-2,2.5,2.5,0,11,12,5,5.2,24.2818104676077
-2,2.5,2.5,0,11,12,5,5.3,24.5668786402364
-2,2.5,2.5,0,11,12,5,5.4,24.8364857524517
-2,2.5,2.5,0,11,12,5,5.5,25.0903435092173
-2,2.5,2.5,0,11,12,5,5.6,25.3284767729945
-2,2.5,2.5,0,11,12,5,5.7,25.5509647613583
-2,2.5,2.5,0,11,12,5,5.8,25.758281777882
-2,2.5,2.5,0,11,12,5,5.9,25.9508709167898
-2,2.5,2.5,0,11,12,5,6,26.1290594066866
-2,2.5,2.5,0,11,12,5,6.1,26.2930492245873
-2,2.5,2.5,0,11,12,5,6.2,26.443684708533
-2,2.5,2.5,0,11,12,5,6.3,26.581693861239
-2,2.5,2.5,0,11,12,5,6.4,26.7075337321118
-2,2.5,2.5,0,11,12,5,6.5,26.8221880138768
-2,2.5,2.5,0,11,12,5,6.6,26.9265160236636
-2,2.5,2.5,0,11,12,5,6.7,27.0216936535143
-2,2.5,2.5,0,11,12,5,6.8,27.1088428297661
-2,2.5,2.5,0,11,12,5,6.9,27.1890736922975
-2,2.5,2.5,0,11,12,5,7,27.2638365675004
-2,2.5,2.5,0,11,12,5,7.1,27.3342499732904
-2,2.5,2.5,0,11,12,5,7.2,27.4011092504615
-2,2.5,2.5,0,11,12,5,7.3,27.4658741920144
-2,2.5,2.5,0,11,12,5,7.4,27.5297004855975
-2,2.5,2.5,0,11,12,5,7.5,27.5935385738321
-2,2.5,2.5,0,11,12,5,7.6,27.6586695549849
-2,2.5,2.5,0,11,12,5,7.7,27.7257705045485
-2,2.5,2.5,0,11,12,5,7.8,27.7957956435516
-2,2.5,2.5,0,11,12,5,7.9,27.8697107126867
-2,2.5,2.5,0,11,12,5,8,27.9479856041414
-2,2.5,2.5,0,11,12,5,8.1,28.0311846311858
-2,2.5,2.5,0,11,12,5,8.2,28.1201479525432
-2,2.5,2.5,0,11,12,5,8.3,28.2148988426643
-2,2.5,2.5,0,11,12,5,8.4,28.3161491474417
-2,2.5,2.5,0,11,12,5,8.5,28.4246625586315
-2,2.5,2.5,0,11,12,5,8.6,28.5406026086958
-2,2.5,2.5,0,11,12,5,8.7,28.6645223697509
-2,2.5,2.5,0,11,12,5,8.8,28.7968130491065
-2,2.5,2.5,0,11,12,5,8.9,28.9373997888269
-2,2.5,2.5,0,11,12,5,9,29.0867155198552
-2,2.5,2.5,0,11,12,5,9.1,29.2449955481315
-2,2.5,2.5,0,11,12,5,9.2,29.4117664143632
-2,2.5,2.5,0,11,12,5,9.3,29.5871770330841
-2,2.5,2.5,0,11,12,5,9.4,29.7709071414553
-2,2.5,2.5,0,11,12,5,9.5,29.962420302933
-2,2.5,2.5,0,11,12,5,9.6,30.1618373592154
-2,2.5,2.5,0,11,12,5,9.7,30.367933132913
-2,2.5,2.5,0,11,12,5,9.8,30.5804898133236
-2,2.5,2.5,0,11,12,5,9.9,30.7990202730349
-2,2.5,2.5,0,11,12,5,10,31.0233062183221
-2,2.5,2.5,0,11,12,5,10.1,31.2527513245325
-2,2.5,2.5,0,11,12,5,10.2,31.4871252703453
-2,2.5,2.5,0,11,12,5,10.3,31.7269366655507
-2,2.5,2.5,0,11,12,5,10.4,31.9718992910315
-2,2.5,2.5,0,11,12,5,10.5,32.2215513473278
-2,2.5,2.5,0,11,12,5,10.6,32.4754098355855
2,2.5,2.5,0,11,12,5,0.6,3.16440027719216
2,2.5,2.5,0,11,12,5,0.7,3.11684582631182
2,2.5,2.5,0,11,12,5,0.8,3.16161375064755
2,2.5,2.5,0,11,12,5,0.9,3.30455935160416
2,2.5,2.5,0,11,12,5,1,3.537598608529
2,2.5,2.5,0,11,12,5,1.1,3.81143522655512
2,2.5,2.5,0,11,12,5,1.2,4.12166506703368
2,2.5,2.5,0,11,12,5,1.3,4.47624621005098
2,2.5,2.5,0,11,12,5,1.4,4.85506600417033
2,2.5,2.5,0,11,12,5,1.5,5.27310161565599
2,2.5,2.5,0,11,12,5,1.6,5.71605759833856
2,2.5,2.5,0,11,12,5,1.7,6.17628104546082
2,2.5,2.5,0,11,12,5,1.8,6.65376766158344
2,2.5,2.5,0,11,12,5,1.9,7.12938100340359
2,2.5,2.5,0,11,12,5,2,7.62091812256635
2,2.5,2.5,0,11,12,5,2.1,8.1082002382549
2,2.5,2.5,0,11,12,5,2.2,8.58948264465534
2,2.5,2.5,0,11,12,5,2.3,9.07086300245529
2,2.5,2.5,0,11,12,5,2.4,9.53996879646952
2,2.5,2.5,0,11,12,5,2.5,10.0058744091716
2,2.5,2.5,0,11,12,5,2.6,10.4599660495803
2,2.5,2.5,0,11,12,5,2.7,10.9081330610016
2,2.5,2.5,0,11,12,5,2.8,11.3470645699256
2,2.5,2.5,0,11,12,5,2.9,11.7789684683951
2,2.5,2.5,0,11,12,5,3,12.2063979255977
2,2.5,2.5,0,11,12,5,3.1,12.627340927138
2,2.5,2.5,0,11,12,5,3.2,13.0434584562932
2,2.5,2.5,0,11,12,5,3.3,13.4564439940058
2,2.5,2.5,0,11,12,5,3.4,13.8640215433611
2,2.5,2.5,0,11,12,5,3.5,14.2691404302466
2,2.5,2.5,0,11,12,5,3.6,14.6693147100829
2,2.5,2.5,0,11,12,5,3.7,15.0659010611766
2,2.5,2.5,0,11,12,5,3.8,15.4581786769974
2,2.5,2.5,0,11,12,5,3.9,15.8457546802626
2,2.5,2.5,0,11,12,5,4,16.2290406342935
2,2.5,2.5,0,11,12,5,4.1,16.6079519077966
2,2.5,2.5,0,11,12,5,4.2,16.9819879910007
2,2.5,2.5,0,11,12,5,4.3,17.350802653003
2,2.5,2.5,0,11,12,5,4.4,17.7141353549839
2,2.5,2.5,0,11,12,5,4.5,18.0712052027524
2,2.5,2.5,0,11,12,5,4.6,18.4216342943672
2,2.5,2.5,0,11,12,5,4.7,18.7651709060486
2,2.5,2.5,0,11,12,5,4.8,19.1015772728432
2,2.5,2.5,0,11,12,5,4.9,19.4305421947792
2,2.5,2.5,0,11,12,5,5,19.7515112182009
2,2.5,2.5,0,11,12,5,5.1,20.0642084973387
2,2.5,2.5,0,11,12,5,5.2,20.3684239661717
2,2.5,2.5,0,11,12,5,5.3,20.6637641400838
2,2.5,2.5,0,11,12,5,5.4,20.9503117707253
2,2.5,2.5,0,11,12,5,5.5,21.2277875873233
2,2.5,2.5,0,11,12,5,5.6,21.4962890825358
2,2.5,2.5,0,11,12,5,5.7,21.7559319742895
2,2.5,2.5,0,11,12,5,5.8,22.0064110119176
2,2.5,2.5,0,11,12,5,5.9,22.2476126014212
2,2.5,2.5,0,11,12,5,6,22.4796926457174
2,2.5,2.5,0,11,12,5,6.1,22.7026708630729
2,2.5,2.5,0,11,12,5,6.2,22.9161709654707
2,2.5,2.5,0,11,12,5,6.3,23.1199272380474
2,2.5,2.5,0,11,12,5,6.4,23.3142340524327
2,2.5,2.5,0,11,12,5,6.5,23.4993920099075
2,2.5,2.5,0,11,12,5,6.6,23.6756947498979
2,2.5,2.5,0,11,12,5,6.7,23.8432663049805
2,2.5,2.5,0,11,12,5,6.8,24.0026160525172
2,2.5,2.5,0,11,12,5,6.9,24.1540068419441
2,2.5,2.5,0,11,12,5,7,24.2983551093251
2,2.5,2.5,0,11,12,5,7.1,24.4364611040948
2,2.5,2.5,0,11,12,5,7.2,24.5686802416361
2,2.5,2.5,0,11,12,5,7.3,24.6958015149224
2,2.5,2.5,0,11,12,5,7.4,24.8186250502087
2,2.5,2.5,0,11,12,5,7.5,24.937874667808
2,2.5,2.5,0,11,12,5,7.6,25.0538872690913
2,2.5,2.5,0,11,12,5,7.7,25.1673069569076
2,2.5,2.5,0,11,12,5,7.8,25.2787255157259
2,2.5,2.5,0,11,12,5,7.9,25.3887131663201
2,2.5,2.5,0,11,12,5,8,25.497491355923
2,2.5,2.5,0,11,12,5,8.1,25.6052589356144
2,2.5,2.5,0,11,12,5,8.2,25.7125482516147
2,2.5,2.5,0,11,12,5,8.3,25.8195603700273
2,2.5,2.5,0,11,12,5,8.4,25.9266151838004
2,2.5,2.5,0,11,12,5,8.5,26.0340109319313
2,2.5,2.5,0,11,12,5,8.6,26.1423218836686
2,2.5,2.5,0,11,12,5,8.7,26.2517512322581
2,2.5,2.5,0,11,12,5,8.8,26.362639433034
2,2.5,2.5,0,11,12,5,8.9,26.47543399731
2,2.5,2.5,0,11,12,5,9,26.590609528152
2,2.5,2.5,0,11,12,5,9.1,26.7083976851585
2,2.5,2.5,0,11,12,5,9.2,26.828896420029
2,2.5,2.5,0,11,12,5,9.3,26.9523175497182
2,2.5,2.5,0,11,12,5,9.4,27.0787653584174
2,2.5,2.5,0,11,12,5,9.5,27.2080024388596
2,2.5,2.5,0,11,12,5,9.6,27.340003298676
2,2.5,2.5,0,11,12,5,9.7,27.4750677798861
2,2.5,2.5,0,11,12,5,9.8,27.6127882622416
2,2.5,2.5,0,11,12,5,9.9,27.753217667411
2,2.5,2.5,0,11,12,5,10,27.8963180206316
2,2.5,2.5,0,11,12,5,10.1,28.0421243511618
2,2.5,2.5,0,11,12,5,10.2,28.1902734748498
2,2.5,2.5,0,11,12,5,10.3,28.3408003342854
2,2.5,2.5,0,11,12,5,10.4,28.4934653914671
2,2.5,2.5,0,11,12,5,10.5,28.6483214461986
2,2.5,2.5,0,11,12,5,10.6,28.805161157727
-2,2.5,2.5,0,9,8,15,0.6,4.00674914629269
-2,2.5,2.5,0,9,8,15,0.7,3.60654472250588
-2,2.5,2.5,0,9,8,15,0.8,3.18780038787565
-2,2.5,2.5,0,9,8,15,0.9,2.80360676732674
-2,2.5,2.5,0,9,8,15,1,2.482769684505
-2,2.5,2.5,0,9,8,15,1.1,2.22800938725834
-2,2.5,2.5,0,9,8,15,1.2,2.05246188502778
-2,2.5,2.5,0,9,8,15,1.3,1.95678862665224
-2,2.5,2.5,0,9,8,15,1.4,1.94211560762803
-2,2.5,2.5,0,9,8,15,1.5,2.00874583581599
-2,2.5,2.5,0,9,8,15,1.6,2.15349180853412
-2,2.5,2.5,0,9,8,15,1.7,2.37324363668794
-2,2.5,2.5,0,9,8,15,1.8,2.66540425759368
-2,2.5,2.5,0,9,8,15,1.9,3.0241104847132
-2,2.5,2.5,0,9,8,15,2,3.6009077832149
-2,2.5,2.5,0,9,8,15,2.1,4.26527921090558
-2,2.5,2.5,0,9,8,15,2.2,4.99107031277459
-2,2.5,2.5,0,9,8,15,2.3,5.77558242146485
-2,2.5,2.5,0,9,8,15,2.4,6.61155150586339
-2,2.5,2.5,0,9,8,15,2.5,7.49703267030644
-2,2.5,2.5,0,9,8,15,2.6,8.42562790686664
-2,2.5,2.5,0,9,8,15,2.7,9.39474538700474
-2,2.5,2.5,0,9,8,15,2.8,10.399699274473
-2,2.5,2.5,0,9,8,15,2.9,11.4369690128633
-2,2.5,2.5,0,9,8,15,3,12.5022159195778
-2,2.5,2.5,0,9,8,15,3.1,13.5894671823408
-2,2.5,2.5,0,9,8,15,3.2,14.6942977627173
-2,2.5,2.5,0,9,8,15,3.3,15.8107693936894
-2,2.5,2.5,0,9,8,15,3.4,16.9328037817275
-2,2.5,2.5,0,9,8,15,3.5,18.0551933753757
-2,2.5,2.5,0,9,8,15,3.6,19.170444664768
-2,2.5,2.5,0,9,8,15,3.7,20.2731017288898
-2,2.5,2.5,0,9,8,15,3.8,21.3568711893934
-2,2.5,2.5,0,9,8,15,3.9,22.4176771664065
-2,2.5,2.5,0,9,8,15,4,23.452136176707
-2,2.5,2.5,0,9,8,15,4.1,24.4565441436658
-2,2.5,2.5,0,9,8,15,4.2,25.4286591437664
-2,2.5,2.5,0,9,8,15,4.3,26.3674615126695
-2,2.5,2.5,0,9,8,15,4.4,27.2722655560339
-2,2.5,2.5,0,9,8,15,4.5,28.1433307078187
-2,2.5,2.5,0,9,8,15,4.6,28.9811766658467
-2,2.5,2.5,0,9,8,15,4.7,29.786648369825
-2,2.5,2.5,0,9,8,15,4.8,30.5614423338071
-2,2.5,2.5,0,9,8,15,4.9,31.306824968409
-2,2.5,2.5,0,9,8,15,5,32.0241275297079
-2,2.5,2.5,0,9,8,15,5.1,32.7151911886207
-2,2.5,2.5,0,9,8,15,5.2,33.3820192944159
-2,2.5,2.5,0,9,8,15,5.3,34.0267466059052
-2,2.5,2.5,0,9,8,15,5.4,34.6509872016687
-2,2.5,2.5,0,9,8,15,5.5,35.2562243620808
-2,2.5,2.5,0,9,8,15,5.6,35.8436852264172
-2,2.5,2.5,0,9,8,15,5.7,36.4144760223085
-2,2.5,2.5,0,9,8,15,5.8,36.9841337941117
-2,2.5,2.5,0,9,8,15,5.9,37.5440653344298
-2,2.5,2.5,0,9,8,15,6,38.083484586024
-2,2.5,2.5,0,9,8,15,6.1,38.7342412245238
-2,2.5,2.5,0,9,8,15,6.2,39.4265650508098
-2,2.5,2.5,0,9,8,15,6.3,40.0859030654771
-2,2.5,2.5,0,9,8,15,6.4,40.7065427579177
-2,2.5,2.5,0,9,8,15,6.5,41.2819550687702
-2,2.5,2.5,0,9,8,15,6.6,41.8056307125358
-2,2.5,2.5,0,9,8,15,6.7,42.2708175096046
-2,2.5,2.5,0,9,8,15,6.8,42.6715184029774
-2,2.5,2.5,0,9,8,15,6.9,43.0029261802555
-2,2.5,2.5,0,9,8,15,7,43.2614362137827
-2,2.5,2.5,0,9,8,15,7.1,43.4443573234745
-2,2.5,2.5,0,9,8,15,7.2,43.5514770961388
-2,2.5,2.5,0,9,8,15,7.3,43.5847160761713
-2,2.5,2.5,0,9,8,15,7.4,43.5482232729509
-2,2.5,2.5,0,9,8,15,7.5,43.4486321800895
-2,2.5,2.5,0,9,8,15,7.6,43.2939127489265
-2,2.5,2.5,0,9,8,15,7.7,43.0937449828406
-2,2.5,2.5,0,9,8,15,7.8,42.8595142648942
-2,2.5,2.5,0,9,8,15,7.9,42.6024291319379
-2,2.5,2.5,0,9,8,15,8,42.3343838483486
-2,2.5,2.5,0,9,8,15,8.1,42.0671705734091
-2,2.5,2.5,0,9,8,15,8.2,41.8118921237942
-2,2.5,2.5,0,9,8,15,8.3,41.5795842733765
-2,2.5,2.5,0,9,8,15,8.4,41.3803109580114
-2,2.5,2.5,0,9,8,15,8.5,41.3946682606557
-2,2.5,2.5,0,9,8,15,8.6,41.5741765287348
-2,2.5,2.5,0,9,8,15,8.7,41.8133587682358
-2,2.5,2.5,0,9,8,15,8.8,42.1152003204225
-2,2.5,2.5,0,9,8,15,8.9,42.4819078917272
-2,2.5,2.5,0,9,8,15,9,42.9149252037332
-2,2.5,2.5,0,9,8,15,9.1,43.415504281234
-2,2.5,2.5,0,9,8,15,9.2,43.9822186008309
-2,2.5,2.5,0,9,8,15,9.3,44.6138130796852
-2,2.5,2.5,0,9,8,15,9.4,45.3085812106397
-2,2.5,2.5,0,9,8,15,9.5,46.0625463909462
-2,2.5,2.5,0,9,8,15,9.6,46.8696284491811
-2,2.5,2.5,0,9,8,15,9.7,47.7248508796706
-2,2.5,2.5,0,9,8,15,9.8,48.6213956028634
-2,2.5,2.5,0,9,8,15,9.9,49.5501699213587
-2,2.5,2.5,0,9,8,15,10,50.5026251795775
-2,2.5,2.5,0,9,8,15,10.1,51.4694682441759
-2,2.5,2.5,0,9,8,15,10.2,52.4403773018709
-2,2.5,2.5,0,9,8,15,10.3,53.4060505925749
-2,2.5,2.5,0,9,8,15,10.4,54.3572156784582
-2,2.5,2.5,0,9,8,15,10.5,55.2847535846956
-2,2.5,2.5,0,9,8,15,10.6,56.1937537610931
2,2.5,2.5,0,9,8,15,0.6,2.65369628781535
2,2.5,2.5,0,9,8,15,0.7,2.32236543695071
2,2.5,2.5,0,9,8,15,0.8,1.98328288407969
2,2.5,2.5,0,9,8,15,0.9,1.67652930215409
2,2.5,2.5,0,9,8,15,1,1.42623693391876
2,2.5,2.5,0,9,8,15,1.1,1.23106918365122
2,2.5,2.5,0,9,8,15,1.2,1.10303881621691
2,2.5,2.5,0,9,8,15,1.3,1.04428135088604
2,2.5,2.5,0,9,8,15,1.4,1.05412560435547
2,2.5,2.5,0,9,8,15,1.5,1.13573845452811
2,2.5,2.5,0,9,8,15,1.6,1.28463128930089
2,2.5,2.5,0,9,8,15,1.7,1.49981541736231
2,2.5,2.5,0,9,8,15,1.8,1.77907610593616
2,2.5,2.5,0,9,8,15,1.9,2.1177296730683
2,2.5,2.5,0,9,8,15,2,2.51630434089764
2,2.5,2.5,0,9,8,15,2.1,2.96828512113502
2,2.5,2.5,0,9,8,15,2.2,3.47126537116474
2,2.5,2.5,0,9,8,15,2.3,4.02408594721408
2,2.5,2.5,0,9,8,15,2.4,4.62170859864202
2,2.5,2.5,0,9,8,15,2.5,5.26375187699027
2,2.5,2.5,0,9,8,15,2.6,5.94580376695426
2,2.5,2.5,0,9,8,15,2.7,6.66672227704221
2,2.5,2.5,0,9,8,15,2.8,7.423115986429
2,2.5,2.5,0,9,8,15,2.9,8.21251308409403
2,2.5,2.5,0,9,8,15,3,9.03188048358517
2,2.5,2.5,0,9,8,15,3.1,9.8771450633666
2,2.5,2.5,0,9,8,15,3.2,10.7443620631116
2,2.5,2.5,0,9,8,15,3.3,11.6294500640649
2,2.5,2.5,0,9,8,15,3.4,12.5263431382576
2,2.5,2.5,0,9,8,15,3.5,13.4310462927445
2,2.5,2.5,0,9,8,15,3.6,14.3370356234215
2,2.5,2.5,0,9,8,15,3.7,15.2395149026058
2,2.5,2.5,0,9,8,15,3.8,16.1325061885194
2,2.5,2.5,0,9,8,15,3.9,17.0115431971257
2,2.5,2.5,0,9,8,15,4,17.8731048835079
2,2.5,2.5,0,9,8,15,4.1,18.714223545014
2,2.5,2.5,0,9,8,15,4.2,19.5315222407157
2,2.5,2.5,0,9,8,15,4.3,20.3237074926738
2,2.5,2.5,0,9,8,15,4.4,21.0896023452136
2,2.5,2.5,0,9,8,15,4.5,21.8288335961768
2,2.5,2.5,0,9,8,15,4.6,22.5416340156209
2,2.5,2.5,0,9,8,15,4.7,23.2308364884008
2,2.5,2.5,0,9,8,15,4.8,23.8958791393833
2,2.5,2.5,0,9,8,15,4.9,24.5376956821659
2,2.5,2.5,0,9,8,15,5,25.1575151906013
2,2.5,2.5,0,9,8,15,5.1,25.7576690199167
2,2.5,2.5,0,9,8,15,5.2,26.3398490662584
2,2.5,2.5,0,9,8,15,5.3,26.9060540747381
2,2.5,2.5,0,9,8,15,5.4,27.4588144622172
2,2.5,2.5,0,9,8,15,5.5,28.0008476448001
2,2.5,2.5,0,9,8,15,5.6,28.5347732068435
2,2.5,2.5,0,9,8,15,5.7,29.0627226092617
2,2.5,2.5,0,9,8,15,5.8,29.5869952966627
2,2.5,2.5,0,9,8,15,5.9,30.1089716409144
2,2.5,2.5,0,9,8,15,6,30.6299777106481
2,2.5,2.5,0,9,8,15,6.1,31.1507284227762
2,2.5,2.5,0,9,8,15,6.2,31.6722717031734
2,2.5,2.5,0,9,8,15,6.3,32.1947265848484
2,2.5,2.5,0,9,8,15,6.4,32.7179615707546
2,2.5,2.5,0,9,8,15,6.5,33.2417662532758
2,2.5,2.5,0,9,8,15,6.6,33.7659016233734
2,2.5,2.5,0,9,8,15,6.7,34.289965364504
2,2.5,2.5,0,9,8,15,6.8,34.8136050964479
2,2.5,2.5,0,9,8,15,6.9,35.3363036909125
2,2.5,2.5,0,9,8,15,7,35.8572777067914
2,2.5,2.5,0,9,8,15,7.1,36.3767533992767
2,2.5,2.5,0,9,8,15,7.2,36.8945923122013
2,2.5,2.5,0,9,8,15,7.3,37.4101233321033
2,2.5,2.5,0,9,8,15,7.4,37.9224625925123
2,2.5,2.5,0,9,8,15,7.5,38.4306203111904
2,2.5,2.5,0,9,8,15,7.6,38.9337844202482
2,2.5,2.5,0,9,8,15,7.7,39.4315780334305
2,2.5,2.5,0,9,8,15,7.8,39.922082949542
2,2.5,2.5,0,9,8,15,7.9,40.4035968960509
2,2.5,2.5,0,9,8,15,8,40.8749898187207
2,2.5,2.5,0,9,8,15,8.1,41.3342249106188
2,2.5,2.5,0,9,8,15,8.2,41.7792983059366
2,2.5,2.5,0,9,8,15,8.3,42.2083043559932
2,2.5,2.5,0,9,8,15,8.4,42.6189709897942
2,2.5,2.5,0,9,8,15,8.5,43.008564509205
2,2.5,2.5,0,9,8,15,8.6,43.3742528308822
2,2.5,2.5,0,9,8,15,8.7,43.7135026981429
2,2.5,2.5,0,9,8,15,8.8,44.0238564995145
2,2.5,2.5,0,9,8,15,8.9,44.3027754919598
2,2.5,2.5,0,9,8,15,9,44.5479707488363
2,2.5,2.5,0,9,8,15,9.1,44.7571979160861
2,2.5,2.5,0,9,8,15,9.2,44.9284783077863
2,2.5,2.5,0,9,8,15,9.3,45.0608057397155
2,2.5,2.5,0,9,8,15,9.4,45.1538693979477
2,2.5,2.5,0,9,8,15,9.5,45.20746247542
2,2.5,2.5,0,9,8,15,9.6,45.2225424419799
2,2.5,2.5,0,9,8,15,9.7,45.2022915001778
2,2.5,2.5,0,9,8,15,9.8,45.1500165444427
2,2.5,2.5,0,9,8,15,9.9,45.0694703807808
2,2.5,2.5,0,9,8,15,10,44.9658824189926
2,2.5,2.5,0,9,8,15,10.1,44.8454452112681
2,2.5,2.5,0,9,8,15,10.2,44.715144196368
2,2.5,2.5,0,9,8,15,10.3,44.5805174457116
2,2.5,2.5,0,9,8,15,10.4,44.4484372567413
2,2.5,2.5,0,9,8,15,10.5,44.3253099517717
2,2.5,2.5,0,9,8,15,10.6,44.2155129379969
-2,2.5,2.5,0,9,12,15,0.6,2.87914008500849
-2,2.5,2.5,0,9,12,15,0.7,2.46234830947283
-2,2.5,2.5,0,9,12,15,0.8,2.05532354252993
-2,2.5,2.5,0,9,12,15,0.9,1.69984964772232
-2,2.5,2.5,0,9,12,15,1,1.42654442406435
-2,2.5,2.5,0,9,12,15,1.1,1.22967989723168
-2,2.5,2.5,0,9,12,15,1.2,1.12685527138138
-2,2.5,2.5,0,9,12,15,1.3,1.12041693404863
-2,2.5,2.5,0,9,12,15,1.4,1.21584746753178
-2,2.5,2.5,0,9,12,15,1.5,1.40673649520487
-2,2.5,2.5,0,9,12,15,1.6,1.68884324563484
-2,2.5,2.5,0,9,12,15,1.7,2.05730271653138
-2,2.5,2.5,0,9,12,15,1.8,2.50717125674455
-2,2.5,2.5,0,9,12,15,1.9,3.03138118982022
-2,2.5,2.5,0,9,12,15,2,3.62797765691255
-2,2.5,2.5,0,9,12,15,2.1,4.28784159359467
-2,2.5,2.5,0,9,12,15,2.2,5.00731904662783
-2,2.5,2.5,0,9,12,15,2.3,5.78236806316551
-2,2.5,2.5,0,9,12,15,2.4,6.60671105246804
-2,2.5,2.5,0,9,12,15,2.5,7.47901752432533
-2,2.5,2.5,0,9,12,15,2.6,8.39312040658311
-2,2.5,2.5,0,9,12,15,2.7,9.3474910996615
-2,2.5,2.5,0,9,12,15,2.8,10.3382488695237
-2,2.5,2.5,0,9,12,15,2.9,11.3627077214098
-2,2.5,2.5,0,9,12,15,3,12.4176977770737
-2,2.5,2.5,0,9,12,15,3.1,13.4989363358691
-2,2.5,2.5,0,9,12,15,3.2,14.6032828223876
-2,2.5,2.5,0,9,12,15,3.3,15.7267711608472
-2,2.5,2.5,0,9,12,15,3.4,16.8642974087558
-2,2.5,2.5,0,9,12,15,3.5,18.0123271624401
-2,2.5,2.5,0,9,12,15,3.6,19.1648706820494
-2,2.5,2.5,0,9,12,15,3.7,20.3179330761057
-2,2.5,2.5,0,9,12,15,3.8,21.4662024680067
-2,2.5,2.5,0,9,12,15,3.9,22.6054488409548
-2,2.5,2.5,0,9,12,15,4,23.7319813156437
-2,2.5,2.5,0,9,12,15,4.1,24.8419523863346
-2,2.5,2.5,0,9,12,15,4.2,25.9328034665301
-2,2.5,2.5,0,9,12,15,4.3,27.0015811594011
-2,2.5,2.5,0,9,12,15,4.4,28.0463672253651
-2,2.5,2.5,0,9,12,15,4.5,29.065518794801
